time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,reward
151.59999999999968,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.7000000000000004,力行（加速）,3.4000000000000017,70.0,0.0,28.8,28.8,44.0,23.4,39.27,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方41.8m先を4.8km/h,後続列車なし,10.0,49.4,未発車,22.0,11.5,-0.05
180.0999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.700000000000002,惰行,0.1,70.0,0.0,26.46,70.0,26.2,0.0,33.19,2.2,9.2,この先制限速度なし,この先目立った勾配なし,前方26.6m先を0.0km/h,後続列車なし,10.0,22.9,未発車,35.0,8.9,-0.05
173.79999999999973,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.2000000000000006,力行（加速）,0.1,70.0,0.0,31.34,70.0,41.1,4.2,46.45,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方41.5m先を0.0km/h,後続列車なし,10.0,14.2,未発車,35.0,11.2,-0.05
160.1999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.6,惰行,0.2,70.0,0.0,28.59,28.6,39.4,17.8,38.7,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方39.8m先を0.0km/h,後続列車なし,10.0,49.8,未発車,28.0,10.9,-0.05
157.69999999999962,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.699999999999999,惰行,0.1,70.0,0.0,25.61,25.6,25.1,20.3,31.1,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方25.5m先を0.0km/h,後続列車なし,10.0,30.3,未発車,35.0,8.7,-0.05
179.09999999999943,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.9000000000000006,惰行,0.1,70.0,0.0,16.5,70.0,6.0,0.0,12.95,1.2,9.2,この先制限速度なし,この先目立った勾配なし,前方6.3m先を0.0km/h,後続列車なし,10.0,8.9,未発車,35.0,4.3,-0.05
155.89999999999944,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000001,惰行,0.1,70.0,0.0,17.3,17.3,16.4,22.1,14.23,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方16.8m先を0.0km/h,後続列車なし,10.0,45.1,未発車,22.0,7.0,-0.05
173.89999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.9999999999999964,惰行,2.0,70.0,28.1,43.49,70.0,87.0,4.1,88.97,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方87.4m先を0.0km/h,後続列車なし,10.0,29.1,未発車,35.0,16.3,-0.05
155.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000004,惰行,9.0,70.0,28.5,42.62,42.6,88.2,22.7,85.48,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方88.5m先を0.0km/h,後続列車なし,10.0,54.7,未発車,28.0,16.4,-0.05
184.79999999999933,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.9999999999999999,惰行,0.1,70.0,0.0,13.66,70.0,0.1,0.0,8.88,6.9,9.2,この先制限速度なし,この先目立った勾配なし,前方0.5m先を0.0km/h,後続列車なし,10.0,18.2,未発車,35.0,1.0,-0.05
156.5999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,力行（加速）,0.1,70.0,0.0,16.23,16.2,13.1,21.4,12.53,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方13.5m先を0.0km/h,後続列車なし,10.0,44.4,未発車,22.0,6.3,-0.05
167.29999999999941,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.1000000000000005,惰行,0.1,70.0,0.0,14.55,14.5,8.5,10.7,10.07,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方8.9m先を0.0km/h,後続列車なし,10.0,33.7,未発車,22.0,5.1,-0.05
167.99999999999937,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.800000000000001,惰行,0.1,70.0,0.0,12.5,12.5,5.9,10.0,7.44,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方6.2m先を0.0km/h,後続列車なし,10.0,33.0,未発車,22.0,4.2,-0.05
157.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000004,惰行,7.0,70.0,29.2,43.22,43.2,90.0,20.7,87.87,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方90.4m先を0.0km/h,後続列車なし,10.0,58.7,未発車,22.0,16.6,-0.05
174.59999999999968,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.0000000000000013,力行（加速）,0.1,70.0,0.0,28.97,70.0,34.4,3.4,39.75,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方34.8m先を0.0km/h,後続列車なし,10.0,13.4,未発車,35.0,10.2,-0.05
152.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,22.3,40.76,40.8,73.2,25.5,78.24,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方73.5m先を0.0km/h,後続列車なし,10.0,35.5,未発車,35.0,14.9,-0.05
180.09999999999937,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.9000000000000012,惰行,0.1,70.0,0.0,13.57,70.0,1.8,0.0,8.77,2.2,9.2,この先制限速度なし,この先目立った勾配なし,前方2.2m先を0.0km/h,後続列車なし,10.0,7.9,未発車,35.0,2.3,-0.05
163.29999999999964,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.600000000000001,力行（加速）,0.1,70.0,0.0,26.03,26.0,31.0,14.7,32.13,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方31.4m先を0.0km/h,後続列車なし,10.0,37.7,未発車,22.0,9.7,-0.05
167.59999999999928,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0999999999999999,力行（加速）,0.1,70.0,0.0,8.16,8.2,2.3,10.4,3.17,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方2.7m先を0.0km/h,後続列車なし,10.0,42.4,未発車,28.0,2.6,-0.05
157.79999999999944,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.4,力行（加速）,0.1,70.0,0.0,20.15,20.2,11.1,20.2,19.29,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方11.5m先を0.0km/h,後続列車なし,10.0,58.2,未発車,22.0,5.8,-0.05
163.7999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.1000000000000014,力行（加速）,0.1,70.0,0.0,24.56,24.6,27.5,14.2,28.61,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方27.9m先を0.0km/h,後続列車なし,10.0,37.2,未発車,22.0,9.1,-0.05
169.1999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,0.0,10.03,10.0,2.1,8.8,4.8,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方2.5m先を0.0km/h,後続列車なし,10.0,31.8,未発車,22.0,2.6,-0.05
165.6999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.9999999999999999,惰行,0.1,70.0,0.0,13.19,13.2,7.9,12.3,8.28,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方8.3m先を0.0km/h,後続列車なし,10.0,44.3,未発車,28.0,4.9,-0.05
160.49999999999946,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.499999999999989,惰行,0.1,70.0,0.0,17.39,17.4,8.4,17.5,14.38,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方8.8m先を0.0km/h,後続列車なし,10.0,27.5,未発車,35.0,5.0,-0.05
181.8999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000001,惰行,0.1,70.0,0.0,21.42,70.0,14.2,0.0,21.79,4.0,9.2,この先制限速度なし,この先目立った勾配なし,前方14.6m先を0.0km/h,後続列車なし,10.0,21.1,未発車,35.0,6.5,-0.05
162.79999999999967,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,力行（加速）,0.1,70.0,0.0,27.56,27.6,35.9,15.2,35.98,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方36.3m先を0.0km/h,後続列車なし,10.0,53.2,未発車,22.0,10.4,-0.05
180.59999999999934,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,0.0,12.36,0.0,0.0,0.0,8.19,2.7,0.0,この先制限速度なし,この先目立った勾配なし,前方0.4m先を0.0km/h,後続列車なし,10.0,7.4,未発車,35.0,0.0,-0.05
169.69999999999916,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.8999999999999999,力行（加速）,0.1,70.0,0.0,3.37,0.0,0.0,8.3,0.61,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,40.3,未発車,28.0,0.0,-0.05
149.7999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000001,惰行,0.1,70.0,21.9,40.65,40.7,77.9,23.2,77.85,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方72.8m先を7.1km/h,後続列車なし,10.0,66.2,未発車,22.0,15.4,-0.05
160.99999999999943,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.999999999999988,惰行,0.1,70.0,0.0,15.93,15.9,6.1,17.0,12.07,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方6.5m先を0.0km/h,後続列車なし,10.0,27.0,未発車,35.0,4.3,-0.05
174.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,25.3,41.95,70.0,79.9,3.5,82.84,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方80.2m先を0.0km/h,後続列車なし,10.0,28.5,未発車,35.0,15.6,-0.05
157.49999999999963,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.5,惰行,0.1,70.0,0.0,26.2,26.2,26.6,20.5,32.54,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方26.9m先を0.0km/h,後続列車なし,10.0,30.5,未発車,35.0,9.0,-0.05
171.0999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0999999999999999,力行（加速）,0.1,70.0,0.0,4.99,0.0,0.0,6.9,1.33,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,44.9,未発車,22.0,0.0,-0.05
164.1999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.5000000000000018,力行（加速）,0.1,70.0,0.0,23.39,23.4,24.8,13.8,25.95,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方25.2m先を0.0km/h,後続列車なし,10.0,36.8,未発車,22.0,8.7,-0.05
157.99999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,惰行,0.1,70.0,26.1,41.38,41.4,81.8,20.0,80.63,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方82.2m先を0.0km/h,後続列車なし,10.0,58.0,未発車,22.0,15.8,-0.05
167.3999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2,力行（加速）,0.1,70.0,0.0,15.25,15.3,8.8,10.6,11.07,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方9.2m先を0.0km/h,後続列車なし,10.0,48.6,未発車,22.0,5.2,-0.05
169.89999999999927,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7999999999999999,力行（加速）,0.1,70.0,0.0,7.99,8.0,0.4,8.1,3.04,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方0.8m先を0.0km/h,後続列車なし,10.0,31.1,未発車,22.0,1.1,-0.05
158.8999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.6000000000000003,力行（加速）,0.1,70.0,21.0,38.65,38.6,70.5,19.1,70.43,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方70.9m先を0.0km/h,後続列車なし,10.0,42.1,未発車,22.0,14.6,-0.05
184.99999999999932,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2,惰行,0.1,70.0,0.0,13.07,0.0,0.0,0.0,9.15,7.1,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,18.0,未発車,35.0,0.0,-0.05
181.59999999999928,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0999999999999999,惰行,0.1,70.0,0.0,9.44,0.0,0.0,0.0,4.78,3.7,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,6.4,未発車,35.0,0.0,-0.05
177.9999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7999999999999999,惰行,0.1,70.0,0.0,19.72,70.0,11.5,0.0,18.48,0.1,9.2,この先制限速度なし,この先目立った勾配なし,前方11.9m先を0.0km/h,後続列車なし,10.0,10.0,未発車,35.0,5.9,-0.05
182.69999999999945,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.2000000000000006,惰行,0.1,70.0,0.0,19.07,70.0,9.7,0.0,17.29,4.8,9.2,この先制限速度なし,この先目立った勾配なし,前方10.1m先を0.0km/h,後続列車なし,10.0,20.3,未発車,35.0,5.4,-0.05
177.09999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7,惰行,0.1,70.0,7.0,35.33,70.0,51.9,0.9,58.94,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方52.3m先を0.0km/h,後続列車なし,10.0,25.9,未発車,35.0,12.5,-0.05
167.79999999999927,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.3,力行（加速）,0.1,70.0,0.0,7.57,7.6,1.8,10.2,2.73,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方2.2m先を0.0km/h,後続列車なし,10.0,42.2,未発車,28.0,2.4,-0.05
177.89999999999972,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.5000000000000002,惰行,0.1,70.0,0.0,32.96,70.0,44.3,0.1,51.35,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方44.7m先を0.0km/h,後続列車なし,10.0,25.1,未発車,35.0,11.6,-0.05
149.9999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.6000000000000003,惰行,0.1,70.0,21.0,40.06,40.1,75.7,23.0,75.6,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方71.0m先を6.9km/h,後続列車なし,10.0,66.0,未発車,22.0,15.2,-0.05
170.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.0,惰行,2.0,70.0,43.9,55.19,70.0,140.4,8.0,142.41,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方140.8m先を0.0km/h,後続列車なし,10.0,33.0,未発車,35.0,20.8,-0.5
167.4999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,惰行,0.1,70.0,0.0,13.96,14.0,7.7,10.5,9.28,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方8.1m先を0.0km/h,後続列車なし,10.0,33.5,未発車,22.0,4.8,-0.05
174.0999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.500000000000001,力行（加速）,0.1,70.0,0.0,30.45,70.0,38.6,3.9,43.87,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方38.9m先を0.0km/h,後続列車なし,10.0,13.9,未発車,35.0,10.8,-0.05
161.79999999999973,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0999999999999999,力行（加速）,0.1,70.0,0.0,30.46,30.5,42.8,16.2,43.9,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方43.1m先を0.0km/h,後続列車なし,10.0,39.2,未発車,22.0,11.4,-0.05
159.39999999999935,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,力行（加速）,0.1,70.0,0.0,15.95,16.0,3.2,18.6,12.11,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.5m先を0.0km/h,後続列車なし,10.0,56.6,未発車,22.0,3.1,-0.05
164.69999999999956,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.200000000000001,力行（加速）,0.1,70.0,0.0,21.97,22.0,22.8,13.3,22.91,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方23.2m先を0.0km/h,後続列車なし,10.0,51.3,未発車,22.0,8.3,-0.05
158.6999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.3,力行（加速）,0.1,70.0,0.0,17.51,17.5,6.4,19.3,14.58,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方6.8m先を0.0km/h,後続列車なし,10.0,57.3,未発車,22.0,4.4,-0.05
171.59999999999917,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.6000000000000003,力行（加速）,0.1,70.0,0.0,3.53,0.0,0.0,6.4,0.67,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,44.4,未発車,22.0,0.0,-0.05
155.1999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7,力行（加速）,0.1,70.0,0.0,26.38,26.4,27.9,22.8,32.99,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方28.3m先を0.4km/h,後続列車なし,10.0,60.8,未発車,22.0,9.2,-0.05
176.59999999999957,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.5000000000000002,惰行,0.1,70.0,0.0,23.33,70.0,19.9,1.4,25.83,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方20.3m先を0.0km/h,後続列車なし,10.0,11.4,未発車,35.0,7.7,-0.05
142.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,力行（加速）,2.0,70.0,47.4,63.88,63.9,190.9,23.0,196.96,0.0,6.1,この先制限速度なし,0m先に上り勾配9.2‰あり,前方159.5m先を17.1km/h,後続列車なし,10.0,74.0,未発車,22.0,20.9,-0.5
159.19999999999987,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.9000000000000006,力行（加速）,0.1,70.0,19.3,37.76,37.8,67.4,18.8,67.24,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方67.7m先を0.0km/h,後続列車なし,10.0,41.8,未発車,22.0,14.3,-0.05
164.29999999999947,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.699999999999985,惰行,0.2,70.0,0.0,16.54,16.5,13.8,13.7,13.01,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方14.1m先を0.0km/h,後続列車なし,10.0,45.7,未発車,28.0,6.4,-0.05
176.2999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,14.8,37.45,70.0,60.0,1.7,66.17,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方60.4m先を0.0km/h,後続列車なし,10.0,26.7,未発車,35.0,13.5,-0.05
171.39999999999918,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,力行（加速）,0.1,70.0,0.0,3.62,0.0,0.0,6.6,0.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,29.6,未発車,22.0,0.0,-0.05
185.99999999999926,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.2000000000000006,惰行,0.1,70.0,0.0,10.15,0.0,0.0,0.0,5.52,8.1,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,17.0,未発車,35.0,0.0,-0.05
174.39999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,25.8,42.25,70.0,81.0,3.6,84.01,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方81.4m先を0.0km/h,後続列車なし,10.0,28.6,未発車,35.0,15.7,-0.05
170.29999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,23.8,41.34,70.0,76.5,7.7,80.48,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方76.9m先を0.0km/h,後続列車なし,10.0,17.7,未発車,35.0,15.4,-0.05
159.69999999999973,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.100000000000001,惰行,0.2,70.0,0.0,30.06,30.1,43.5,18.3,42.77,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方43.9m先を0.0km/h,後続列車なし,10.0,50.3,未発車,28.0,11.5,-0.05
167.19999999999942,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0000000000000004,惰行,0.1,70.0,0.0,14.84,14.8,8.9,10.8,10.48,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方9.3m先を0.0km/h,後続列車なし,10.0,33.8,未発車,22.0,5.2,-0.05
159.49999999999923,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.9999999999999999,力行（加速）,0.1,70.0,0.0,8.78,8.8,3.1,18.5,3.67,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.5m先を0.0km/h,後続列車なし,10.0,41.5,未発車,22.0,3.1,-0.05
178.49999999999946,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.3,惰行,0.1,70.0,0.0,18.26,70.0,8.9,0.0,15.84,0.6,9.2,この先制限速度なし,この先目立った勾配なし,前方9.2m先を0.0km/h,後続列車なし,10.0,9.5,未発車,35.0,5.2,-0.05
175.29999999999964,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,0.0,27.16,70.0,29.0,2.7,34.95,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方29.4m先を0.0km/h,後続列車なし,10.0,12.7,未発車,35.0,9.4,-0.05
