time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,reward
104.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,47.34,70.0,832.4,18.0,101.25,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方373.6m先を59.3km/h,後続列車なし,10.0,112.0,未発車,22.0,59.7,-0.5
123.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,6.0,70.0,70.0,48.38,70.0,898.4,29.0,105.69,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方774.6m先を34.1km/h,後続列車なし,10.0,87.0,未発車,28.0,62.4,-0.5
195.29999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,力行（加速）,0.5,70.0,34.2,35.09,70.0,81.2,0.0,58.15,15.4,9.2,この先制限速度なし,この先目立った勾配なし,前方105.2m先を18.9km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
25.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,ブレーキ（減速）,6.0,70.0,70.0,30.04,70.0,2071.3,25.0,49.44,0.0,-2.1,この先制限速度なし,281m先に下り勾配6.7‰あり,前方462.4m先を63.0km/h,後続列車なし,10.0,163.0,未発車,35.0,51.6,-0.5
225.39999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.6,惰行,0.1,70.0,36.3,37.93,70.0,76.0,0.0,67.88,45.5,9.2,この先制限速度なし,この先目立った勾配なし,前方112.0m先を22.4km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
188.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,4.0,70.0,70.0,42.8,70.0,587.9,0.0,89.51,11.0,6.1,この先制限速度なし,397m先に上り勾配9.2‰あり,前方588.3m先を0.0km/h,後続列車なし,10.0,28.0,未発車,22.0,69.7,-0.5
129.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,7.0,惰行,6.0,70.0,70.0,61.51,70.0,882.8,36.0,169.57,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方851.4m先を17.1km/h,後続列車なし,10.0,74.0,未発車,35.0,63.1,-0.5
106.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,8.0,惰行,1.0,70.0,70.0,56.99,70.0,830.8,19.0,145.98,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方404.6m先を58.4km/h,後続列車なし,10.0,110.0,未発車,22.0,59.7,-0.5
32.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,19.0,ブレーキ（減速）,6.0,70.0,70.0,39.37,70.0,2003.2,18.0,84.51,0.0,-2.1,この先制限速度なし,213m先に下り勾配6.7‰あり,前方394.3m先を63.0km/h,後続列車なし,10.0,178.0,未発車,28.0,46.0,-0.5
194.09999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7999999999999999,惰行,17.400000000000006,70.0,28.0,29.16,70.0,86.8,0.0,40.26,16.2,9.2,この先制限速度なし,この先目立った勾配なし,前方87.2m先を0.0km/h,後続列車なし,10.0,6.9,未発車,22.0,19.8,-0.05
134.0,Train11,巡航フェーズ（駅間走行中）,惰行中,7.0,力行（加速）,13.0,70.0,70.0,36.96,70.0,719.4,36.0,72.44,0.0,0.0,この先制限速度なし,129m先に上り勾配6.1‰あり,前方707.4m先を10.7km/h,後続列車なし,10.0,69.0,未発車,35.0,38.3,-0.5
198.2999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0999999999999999,惰行,0.2,70.0,0.0,1.5,70.0,39.2,0.0,0.11,20.4,9.2,この先制限速度なし,この先目立った勾配なし,前方46.4m先を10.9km/h,後続列車なし,10.0,0.0,発車済み,28.0,70.0,-0.05
227.19999999999982,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.400000000000001,惰行,0.1,70.0,34.5,32.6,70.0,58.4,0.0,50.24,47.3,9.2,この先制限速度なし,この先目立った勾配なし,前方106.3m先を25.1km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
153.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,39.46,70.0,561.2,25.0,76.22,0.0,6.1,この先制限速度なし,371m先に上り勾配9.2‰あり,前方561.6m先を0.0km/h,後続列車なし,10.0,57.0,未発車,28.0,41.3,-0.5
153.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,6.0,力行（加速）,4.0,70.0,70.0,28.54,70.0,564.7,24.0,40.06,0.0,6.1,この先制限速度なし,374m先に上り勾配9.2‰あり,前方564.1m先を3.0km/h,後続列車なし,10.0,48.0,未発車,22.0,45.2,-0.5
175.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,33.0,ブレーキ（減速）,6.0,70.0,70.0,44.02,70.0,744.6,3.0,102.38,0.0,0.0,この先制限速度なし,154m先に上り勾配6.1‰あり,前方745.0m先を0.0km/h,後続列車なし,10.0,41.0,未発車,22.0,63.8,-0.5
211.79999999999927,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.899999999999995,力行（加速）,0.1,70.0,0.0,0.13,70.0,35.2,0.0,0.0,33.9,9.2,この先制限速度なし,この先目立った勾配なし,前方38.6m先を7.4km/h,後続列車なし,10.0,0.0,発車済み,28.0,70.0,-0.05
206.89999999999972,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.6000000000000003,力行（加速）,0.1,70.0,20.9,22.16,70.0,53.5,0.0,23.31,27.0,9.2,この先制限速度なし,この先目立った勾配なし,前方70.7m先を16.3km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
44.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,29.0,70.0,70.0,49.58,70.0,1852.7,25.0,133.21,0.0,-2.1,この先制限速度なし,62m先に下り勾配6.7‰あり,前方577.0m先を63.4km/h,後続列車なし,10.0,144.0,未発車,35.0,51.2,-0.5
198.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,1.0,70.0,42.9,44.19,70.0,136.1,0.0,91.83,21.0,9.2,この先制限速度なし,この先目立った勾配なし,前方136.5m先を0.0km/h,後続列車なし,10.0,3.0,未発車,22.0,53.1,-0.5
89.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,ブレーキ（減速）,6.0,70.0,70.0,38.33,70.0,1296.3,22.0,77.88,0.0,0.0,この先制限速度なし,306m先に上り勾配12.5‰あり,前方685.0m先を62.1km/h,後続列車なし,10.0,106.0,未発車,28.0,49.8,-0.5
145.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,36.33,70.0,707.6,30.0,70.03,0.0,0.0,この先制限速度なし,117m先に上り勾配6.1‰あり,前方704.6m先を5.6km/h,後続列車なし,10.0,50.0,未発車,28.0,48.8,-0.5
75.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,6.0,力行（加速）,6.0,70.0,70.0,15.63,70.0,1532.6,19.0,13.08,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方677.1m先を63.0km/h,後続列車なし,10.0,135.0,未発車,28.0,49.4,-0.5
73.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,力行（加速）,6.0,70.0,70.0,20.84,70.0,1542.7,18.0,23.21,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方652.3m先を62.8km/h,後続列車なし,10.0,137.0,未発車,28.0,49.2,-0.5
96.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,力行（加速）,5.0,70.0,70.0,68.92,70.0,1046.1,33.0,246.88,0.0,0.0,この先制限速度なし,56m先に上り勾配12.5‰あり,前方668.1m先を57.2km/h,後続列車なし,10.0,92.0,未発車,35.0,44.6,-0.5
210.6999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,力行（加速）,2.0000000000000004,70.0,20.7,20.45,70.0,32.3,0.0,19.86,30.8,9.2,この先制限速度なし,この先目立った勾配なし,前方70.3m先を22.8km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
25.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,1.0,70.0,58.0,20.86,70.0,2053.5,13.0,23.92,0.0,-2.1,この先制限速度なし,263m先に下り勾配6.7‰あり,前方229.2m先を54.5km/h,後続列車なし,10.0,176.0,未発車,22.0,47.7,-0.5
203.99999999999972,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.099999999999987,力行（加速）,4.0,70.0,14.9,16.89,70.0,58.7,0.0,13.56,26.1,9.2,この先制限速度なし,この先目立った勾配なし,前方60.6m先を5.4km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
23.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,19.0,70.0,45.7,38.03,70.0,2016.5,12.0,78.88,0.0,-2.1,この先制限速度なし,226m先に下り勾配6.7‰あり,前方162.3m先を53.0km/h,後続列車なし,10.0,178.0,未発車,22.0,46.3,-0.5
189.09999999999982,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.1999999999999975,力行（加速）,6.0,70.0,23.4,23.57,70.0,73.9,0.0,26.35,11.2,9.2,この先制限速度なし,この先目立った勾配なし,前方76.0m先を5.7km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
210.8999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7,力行（加速）,2.0000000000000004,70.0,20.7,19.86,70.0,31.2,0.0,18.74,31.0,9.2,この先制限速度なし,この先目立った勾配なし,前方70.4m先を23.1km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
195.5999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.6,力行（加速）,0.5,70.0,33.8,34.2,70.0,78.3,0.0,55.26,15.7,9.2,この先制限速度なし,この先目立った勾配なし,前方104.0m先を19.4km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
135.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,38.15,70.0,984.6,29.0,66.05,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方948.3m先を18.4km/h,後続列車なし,10.0,75.0,未発車,28.0,67.7,-0.5
142.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,12.0,70.0,70.0,36.76,70.0,738.1,29.0,71.67,0.0,0.0,この先制限速度なし,148m先に上り勾配6.1‰あり,前方728.8m先を9.4km/h,後続列車なし,10.0,53.0,未発車,28.0,48.1,-0.5
23.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,22.0,70.0,47.6,41.58,70.0,2025.6,12.0,94.14,0.0,-2.1,この先制限速度なし,235m先に下り勾配6.7‰あり,前方171.4m先を53.0km/h,後続列車なし,10.0,193.0,未発車,22.0,43.5,-0.5
188.49999999999986,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.6,力行（加速）,6.0,70.0,24.9,25.33,70.0,77.9,0.0,30.42,10.6,9.2,この先制限速度なし,この先目立った勾配なし,前方79.3m先を4.1km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
87.0,Train11,巡航フェーズ（駅間走行中）,惰行中,28.0,力行（加速）,6.0,70.0,70.0,44.31,70.0,1212.1,30.0,103.7,0.0,0.0,この先制限速度なし,222m先に上り勾配12.5‰あり,前方686.4m先を61.0km/h,後続列車なし,10.0,116.0,未発車,35.0,43.7,-0.5
199.2999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.7,力行（加速）,0.1,70.0,30.6,29.83,70.0,45.7,0.0,42.12,19.4,9.2,この先制限速度なし,この先目立った勾配なし,前方94.4m先を25.2km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
91.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,力行（加速）,6.0,70.0,70.0,69.59,70.0,1033.2,31.0,251.57,0.0,0.0,この先制限速度なし,43m先に上り勾配12.5‰あり,前方574.3m先を59.3km/h,後続列車なし,10.0,97.0,未発車,35.0,42.6,-0.5
84.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,9.0,70.0,70.0,47.65,70.0,1333.2,13.0,119.73,0.0,0.0,この先制限速度なし,343m先に上り勾配12.5‰あり,前方529.8m先を62.6km/h,後続列車なし,10.0,117.0,未発車,22.0,47.8,-0.5
46.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,ブレーキ（減速）,6.0,70.0,70.0,38.66,70.0,1792.3,18.0,81.51,0.0,-2.1,この先制限速度なし,2m先に下り勾配6.7‰あり,前方428.9m先を63.0km/h,後続列車なし,10.0,164.0,未発車,28.0,43.6,-0.5
198.1999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.9999999999999999,惰行,0.2,70.0,0.0,1.79,70.0,39.2,0.0,0.15,20.3,9.2,この先制限速度なし,この先目立った勾配なし,前方46.2m先を10.7km/h,後続列車なし,10.0,0.0,発車済み,28.0,70.0,-0.05
207.4999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.2000000000000006,力行（加速）,0.1,70.0,20.5,20.4,70.0,50.0,0.0,19.77,27.6,9.2,この先制限速度なし,この先目立った勾配なし,前方70.0m先を17.4km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
194.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2,惰行,17.400000000000006,70.0,26.8,27.98,70.0,83.6,0.0,37.08,16.6,9.2,この先制限速度なし,この先目立った勾配なし,前方84.0m先を0.0km/h,後続列車なし,10.0,6.5,未発車,22.0,19.3,-0.05
204.0999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.199999999999987,力行（加速）,4.0,70.0,14.7,16.59,70.0,58.2,0.0,13.1,26.2,9.2,この先制限速度なし,この先目立った勾配なし,前方60.3m先を5.7km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
77.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,18.0,70.0,70.0,46.86,70.0,1423.7,12.0,115.83,0.0,0.0,この先制限速度なし,433m先に上り勾配12.5‰あり,前方498.4m先を62.6km/h,後続列車なし,10.0,124.0,未発車,22.0,48.8,-0.5
150.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,8.0,70.0,70.0,41.74,70.0,517.9,28.0,85.21,0.0,6.1,この先制限速度なし,327m先に上り勾配9.2‰あり,前方518.3m先を0.0km/h,後続列車なし,10.0,45.0,未発車,28.0,43.3,-0.5
199.39999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.5000000000000004,力行（加速）,4.0,70.0,28.8,30.41,70.0,88.9,0.0,43.77,21.5,9.2,この先制限速度なし,この先目立った勾配なし,前方89.2m先を0.0km/h,後続列車なし,10.0,3.6,未発車,35.0,23.7,-0.05
105.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,15.0,70.0,70.0,48.3,70.0,1213.3,19.0,122.94,0.0,0.0,この先制限速度なし,223m先に上り勾配12.5‰あり,前方770.8m先を58.9km/h,後続列車なし,10.0,96.0,未発車,22.0,50.0,-0.5
110.0,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,13.0,70.0,70.0,45.53,70.0,1034.7,28.0,109.45,0.0,0.0,この先制限速度なし,44m先に上り勾配12.5‰あり,前方760.7m先を49.1km/h,後続列車なし,10.0,85.0,未発車,28.0,47.1,-0.5
186.99999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.100000000000001,力行（加速）,6.0,70.0,29.0,29.75,70.0,89.4,0.0,41.9,9.1,9.2,この先制限速度なし,この先目立った勾配なし,前方89.8m先を0.0km/h,後続列車なし,10.0,1.0,未発車,35.0,30.6,-0.05
99.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,19.0,ブレーキ（減速）,6.0,70.0,70.0,41.58,70.0,1323.2,17.0,91.46,0.0,0.0,この先制限速度なし,333m先に上り勾配12.5‰あり,前方780.6m先を61.4km/h,後続列車なし,10.0,117.0,未発車,22.0,47.2,-0.5
72.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,13.0,ブレーキ（減速）,6.0,70.0,70.0,34.87,70.0,1705.8,26.0,70.99,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方919.9m先を62.8km/h,後続列車なし,10.0,131.0,未発車,35.0,40.1,-0.5
41.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,ブレーキ（減速）,5.0,70.0,61.7,32.79,70.0,1811.0,12.0,58.82,0.0,-2.1,この先制限速度なし,21m先に下り勾配6.7‰あり,前方254.7m先を63.1km/h,後続列車なし,10.0,160.0,未発車,22.0,45.2,-0.5
186.79999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.900000000000001,力行（加速）,6.0,70.0,29.6,30.34,70.0,91.1,0.0,43.57,8.9,9.2,この先制限速度なし,この先目立った勾配なし,前方91.5m先を0.0km/h,後続列車なし,10.0,1.2,未発車,35.0,32.1,-0.05
94.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,6.0,70.0,70.0,46.56,70.0,1437.8,32.0,114.39,0.0,0.0,この先制限速度なし,447m先に上り勾配12.5‰あり,前方1027.8m先を58.0km/h,後続列車なし,10.0,109.0,未発車,35.0,54.0,-0.5
200.7999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.899999999999998,力行（加速）,4.0,70.0,24.4,26.28,70.0,77.8,0.0,32.74,22.9,9.2,この先制限速度なし,この先目立った勾配なし,前方78.2m先を0.0km/h,後続列車なし,10.0,2.2,未発車,35.0,22.5,-0.05
96.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,9.0,ブレーキ（減速）,6.0,70.0,70.0,50.43,70.0,942.6,16.0,114.69,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方348.6m先を61.9km/h,後続列車なし,10.0,120.0,未発車,22.0,64.0,-0.5
61.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,7.0,ブレーキ（減速）,6.0,70.0,70.0,36.25,70.0,1617.1,12.0,69.71,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方411.6m先を63.2km/h,後続列車なし,10.0,140.0,未発車,22.0,50.6,-0.5
37.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,5.0,ブレーキ（減速）,7.0,70.0,70.0,30.48,70.0,1886.9,25.0,50.86,0.0,-2.1,この先制限速度なし,96m先に下り勾配6.7‰あり,前方488.4m先を63.4km/h,後続列車なし,10.0,151.0,未発車,35.0,50.0,-0.5
196.59999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.6000000000000003,力行（加速）,0.5,70.0,32.7,31.24,70.0,69.3,0.0,46.17,16.7,9.2,この先制限速度なし,この先目立った勾配なし,前方100.5m先を21.1km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
199.1999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.6,力行（加速）,0.1,70.0,30.7,30.12,70.0,46.6,0.0,42.95,19.3,9.2,この先制限速度なし,この先目立った勾配なし,前方94.5m先を25.1km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
199.69999999999968,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,力行（加速）,0.1,70.0,30.5,29.07,70.0,42.5,0.0,40.01,19.8,9.2,この先制限速度なし,この先目立った勾配なし,前方93.9m先を25.8km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
23.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,24.0,ブレーキ（減速）,30,70.0,70.0,42.53,70.0,2013.9,26.0,98.42,0.0,-2.1,この先制限速度なし,223m先に下り勾配6.7‰あり,前方369.9m先を63.4km/h,後続列車なし,10.0,180.0,未発車,35.0,45.9,-0.5
198.89999999999972,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,力行（加速）,0.1,70.0,30.8,31.01,70.0,49.1,0.0,45.5,19.0,9.2,この先制限速度なし,この先目立った勾配なし,前方95.0m先を24.6km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
197.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,1.0,70.0,46.0,47.18,70.0,148.8,0.0,104.52,20.0,9.2,この先制限速度なし,この先目立った勾配なし,前方149.2m先を0.0km/h,後続列車なし,10.0,4.0,未発車,22.0,41.9,-0.5
123.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,9.0,ブレーキ（減速）,6.0,70.0,70.0,33.42,70.0,831.2,36.0,50.78,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方764.8m先を24.9km/h,後続列車なし,10.0,80.0,未発車,35.0,60.0,-0.5
195.09999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.5,70.0,34.5,35.68,70.0,83.2,0.0,60.11,15.2,9.2,この先制限速度なし,この先目立った勾配なし,前方106.1m先を18.5km/h,後続列車なし,10.0,0.0,発車済み,35.0,70.0,-0.05
35.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,11.0,ブレーキ（減速）,6.0,70.0,70.0,33.46,70.0,1960.8,18.0,61.23,0.0,-2.1,この先制限速度なし,170m先に下り勾配6.7‰あり,前方404.5m先を63.1km/h,後続列車なし,10.0,160.0,未発車,28.0,49.5,-0.5
206.59999999999974,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.3,力行（加速）,0.1,70.0,21.2,23.04,70.0,55.4,0.0,25.2,26.7,9.2,この先制限速度なし,この先目立った勾配なし,前方71.2m先を15.7km/h,後続列車なし,10.0,0.0,発車済み,22.0,70.0,-0.05
