time,run_id,section,position_km,phase,current_notch,holding_time,prev_notch,prev_notch_duration,notch_jump,current_speed,atc_now,signal_speed,v_ceiling,v_target,band_upper,band_lower,band_notch_pair,hold_notch,v_std,v_std_deviation,schedule_speed,section_cap,required_speed,target_speed_no_stop,target_speed_spacing,dist_to_next_station,time_to_next_station,req_stop_dist,delta_stop,current_gradient,coast_accel,power_accel,next_gradient_info,limit_drop_ahead,delay,total_delay,stations_remaining,total_remaining_time,forward_info,forward_train_delay,forward_departed_next,standard_headway,forward_clear_remaining_time,forward_observed_delay,backward_info,backward_distance,backward_speed,backward_delay,is_dwelling,dwell_elapsed,dwell_min,dwell_max,mode,reward,reason
11.0,early_coast_s0_a,0,0.057787,駅出発直後の加速フェーズ（20秒以内）,惰行,0.8,力行,10.2,3.37,35.16,70.0,70.0,70.0,37.7,64.9,60.6,惰行 ↔ 勾配ブレーキ,惰行,37.7,-2.6,56.0,75.0,57.8,57.8,,906.7,69.0,77.97,828.74,-5.0,0.024,3.398,20m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,69.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
12.0,early_coast_s0_a,0,0.067558,駅出発直後の加速フェーズ（20秒以内）,惰行,1.8,力行,10.2,3.37,35.19,70.0,70.0,70.0,40.8,64.9,60.9,惰行 ↔ 勾配ブレーキ,惰行,40.8,-5.6,56.5,75.0,58.0,58.0,,896.9,68.0,79.54,817.4,-5.0,0.024,3.398,10m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,68.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
13.0,early_coast_s0_a,0,0.077336,駅出発直後の加速フェーズ（20秒以内）,惰行,2.8,力行,10.2,3.37,35.21,70.0,70.0,70.0,43.4,64.9,61.1,惰行 ↔ 勾配ブレーキ,惰行,43.4,-8.2,56.9,75.0,58.7,58.7,,887.2,67.0,81.08,806.08,-5.0,0.024,3.398,5m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,67.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
14.0,early_coast_s0_a,0,0.087164,駅出発直後の加速フェーズ（20秒以内）,惰行,3.8,力行,10.2,3.37,35.55,70.0,70.0,70.0,46.1,64.4,60.7,惰行 ↔ 勾配ブレーキ,惰行,46.1,-10.5,57.5,75.0,59.4,59.4,,877.3,66.0,82.88,794.46,-14.2,0.348,3.721,85m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,66.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
15.0,early_coast_s0_a,0,0.097088,駅出発直後の加速フェーズ（20秒以内）,惰行,4.8,力行,10.2,3.37,35.9,70.0,70.0,70.0,48.5,64.4,60.8,惰行 ↔ 勾配ブレーキ,惰行,48.5,-12.6,57.8,75.0,59.7,59.7,,867.4,65.0,84.9,782.51,-14.2,0.347,3.72,75m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,65.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
16.0,early_coast_s0_a,0,0.107109,駅出発直後の加速フェーズ（20秒以内）,惰行,5.8,力行,10.2,3.37,36.25,70.0,70.0,70.0,48.9,64.4,60.8,惰行 ↔ 勾配ブレーキ,惰行,48.9,-12.7,58.6,75.0,60.4,60.4,,857.4,64.0,86.92,770.47,-14.2,0.346,3.719,65m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,64.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
17.0,early_coast_s0_a,0,0.117226,駅出発直後の加速フェーズ（20秒以内）,惰行,6.8,力行,10.2,3.37,36.59,70.0,70.0,70.0,49.1,64.4,60.8,惰行 ↔ 勾配ブレーキ,惰行,49.1,-12.5,58.8,75.0,61.2,61.2,,847.3,63.0,88.97,758.31,-14.2,0.345,3.718,55m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,63.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
18.0,early_coast_s0_a,0,0.127439,駅出発直後の加速フェーズ（20秒以内）,惰行,7.8,力行,10.2,3.37,36.94,75.0,75.0,75.0,49.4,69.4,65.8,惰行 ↔ 勾配ブレーキ,惰行,49.4,-12.4,59.5,75.0,62.0,62.0,,837.1,62.0,91.03,746.03,-14.2,0.343,3.717,45m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,62.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
19.0,early_coast_s0_a,0,0.137747,駅出発直後の加速フェーズ（20秒以内）,惰行,8.8,力行,10.2,3.37,37.28,75.0,75.0,75.0,49.6,69.4,65.9,惰行 ↔ 勾配ブレーキ,惰行,49.6,-12.3,60.4,75.0,62.0,62.0,,826.8,61.0,93.08,733.67,-14.2,0.342,3.716,30m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,61.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
20.0,early_coast_s0_a,0,0.14815,巡航フェーズ（駅間走行中）,惰行,9.8,力行,10.2,3.37,37.62,75.0,75.0,75.0,49.8,69.4,66.0,惰行 ↔ 勾配ブレーキ,惰行,49.8,-12.2,60.8,75.0,62.8,62.8,,816.4,60.0,95.19,721.16,-14.2,0.341,3.715,20m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,60.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
21.0,early_coast_s0_a,0,0.158648,巡航フェーズ（駅間走行中）,惰行,10.8,力行,10.2,3.37,37.96,75.0,75.0,75.0,50.0,69.4,66.1,惰行 ↔ 勾配ブレーキ,惰行,50.0,-12.1,61.2,75.0,63.9,63.9,,805.9,59.0,97.26,708.59,-14.2,0.34,3.714,10m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,59.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
22.0,early_coast_s0_a,0,0.16924,巡航フェーズ（駅間走行中）,惰行,11.8,力行,10.2,3.37,38.31,75.0,75.0,75.0,50.3,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,50.3,-12.0,62.0,75.0,65.2,65.2,,795.3,58.0,99.38,695.88,-16.3,0.413,3.787,540m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,58.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
23.0,early_coast_s0_a,0,0.179941,巡航フェーズ（駅間走行中）,惰行,12.8,力行,10.2,3.37,38.73,75.0,75.0,75.0,50.6,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,50.6,-11.8,62.8,75.0,66.0,66.0,,784.6,57.0,101.5,683.06,-16.3,0.412,3.786,530m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,57.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
24.0,early_coast_s0_a,0,0.190755,巡航フェーズ（駅間走行中）,惰行,13.8,力行,10.2,3.37,39.14,75.0,75.0,75.0,50.8,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,50.8,-11.7,63.2,75.0,66.8,66.8,,773.7,56.0,103.62,670.12,-16.3,0.41,3.784,520m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,56.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
25.0,early_coast_s0_a,0,0.201684,巡航フェーズ（駅間走行中）,惰行,14.8,力行,10.2,3.37,39.55,75.0,75.0,75.0,51.1,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,51.1,-11.6,64.2,75.0,68.3,68.3,,762.8,55.0,105.77,657.05,-16.3,0.409,3.783,510m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,55.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
26.0,early_coast_s0_a,0,0.212726,巡航フェーズ（駅間走行中）,惰行,15.8,力行,10.2,3.37,39.95,75.0,75.0,75.0,51.4,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,51.4,-11.4,65.2,75.0,69.8,69.8,,751.8,54.0,107.92,643.85,-16.3,0.408,3.782,495m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,54.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
27.0,early_coast_s0_a,0,0.223882,巡航フェーズ（駅間走行中）,惰行,16.8,力行,10.2,3.34,40.36,75.0,75.0,75.0,51.7,69.4,66.1,惰行 ↔ 勾配ブレーキ,惰行,51.7,-11.3,66.0,75.0,70.5,70.5,,740.6,53.0,110.09,630.52,-16.3,0.406,3.75,485m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,53.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
28.0,early_coast_s0_a,0,0.235151,巡航フェーズ（駅間走行中）,惰行,17.8,力行,10.2,3.31,40.77,75.0,75.0,75.0,52.0,69.4,66.1,惰行 ↔ 勾配ブレーキ,惰行,52.0,-11.2,66.8,75.0,73.0,73.0,,729.3,52.0,112.28,617.07,-16.3,0.405,3.715,475m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,52.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
29.0,early_coast_s0_a,0,0.246532,巡航フェーズ（駅間走行中）,惰行,18.8,力行,10.2,3.28,41.17,75.0,75.0,75.0,52.3,69.5,66.2,惰行 ↔ 勾配ブレーキ,惰行,52.3,-11.1,67.5,75.0,74.6,74.6,,718.0,51.0,114.47,603.49,-16.3,0.404,3.681,465m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,51.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
30.0,early_coast_s0_a,0,0.258025,巡航フェーズ（駅間走行中）,惰行,19.8,力行,10.2,3.25,41.58,75.0,75.0,75.0,52.5,69.5,66.2,惰行 ↔ 勾配ブレーキ,惰行,52.5,-11.0,69.0,75.0,75.0,75.0,,706.5,50.0,116.68,589.79,-16.3,0.402,3.648,450m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,50.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
31.0,early_coast_s0_a,0,0.26963,巡航フェーズ（駅間走行中）,惰行,20.8,力行,10.2,3.21,41.98,75.0,75.0,75.0,52.8,69.6,66.3,惰行 ↔ 勾配ブレーキ,惰行,52.8,-10.9,70.5,75.0,75.0,75.0,,694.9,49.0,118.9,575.97,-16.3,0.401,3.616,440m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,49.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
32.0,early_coast_s0_a,0,0.281346,巡航フェーズ（駅間走行中）,惰行,21.8,力行,10.2,3.18,42.38,75.0,75.0,75.0,53.1,69.6,66.3,惰行 ↔ 勾配ブレーキ,惰行,53.1,-10.7,71.3,75.0,75.0,75.0,,683.2,48.0,121.14,562.01,-16.3,0.4,3.584,430m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,48.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
33.0,early_coast_s0_a,0,0.293174,巡航フェーズ（駅間走行中）,惰行,22.8,力行,10.2,3.15,42.78,75.0,75.0,75.0,53.4,69.7,66.4,惰行 ↔ 勾配ブレーキ,惰行,53.4,-10.6,72.5,75.0,75.0,75.0,,671.3,47.0,123.38,547.94,-16.3,0.398,3.553,415m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,47.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
34.0,early_coast_s0_a,0,0.305112,巡航フェーズ（駅間走行中）,惰行,23.8,力行,10.2,3.13,43.17,75.0,75.0,75.0,53.7,69.7,66.4,惰行 ↔ 勾配ブレーキ,惰行,53.7,-10.5,73.5,75.0,75.0,75.0,,659.4,46.0,125.64,533.75,-16.3,0.397,3.523,405m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,46.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
35.0,early_coast_s0_a,0,0.31716,巡航フェーズ（駅間走行中）,惰行,24.8,力行,10.2,3.1,43.57,75.0,75.0,75.0,54.0,69.8,66.5,惰行 ↔ 勾配ブレーキ,惰行,54.0,-10.4,75.0,75.0,75.0,75.0,,647.3,45.0,127.91,519.43,-16.3,0.396,3.493,395m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,45.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
36.0,early_coast_s0_a,0,0.329318,巡航フェーズ（駅間走行中）,惰行,25.8,力行,10.2,3.07,43.96,75.0,75.0,75.0,54.3,69.8,66.5,惰行 ↔ 勾配ブレーキ,惰行,54.3,-10.3,75.0,75.0,75.0,75.0,,635.2,44.0,130.19,504.99,-16.3,0.394,3.464,380m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,44.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
37.0,early_coast_s0_a,0,0.341586,巡航フェーズ（駅間走行中）,惰行,26.8,力行,10.2,3.04,44.36,75.0,75.0,75.0,54.6,69.8,66.5,惰行 ↔ 勾配ブレーキ,惰行,54.6,-10.2,75.0,75.0,75.0,75.0,,622.9,43.0,132.48,490.43,-16.3,0.393,3.435,370m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,43.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
38.0,early_coast_s0_a,0,0.353963,巡航フェーズ（駅間走行中）,惰行,27.8,力行,10.2,3.02,44.75,75.0,75.0,75.0,54.9,69.9,66.6,惰行 ↔ 勾配ブレーキ,惰行,54.9,-10.1,75.0,75.0,75.0,75.0,,610.5,42.0,134.79,475.75,-16.3,0.391,3.407,355m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,42.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
39.0,early_coast_s0_a,0,0.366448,巡航フェーズ（駅間走行中）,惰行,28.8,力行,10.2,2.99,45.14,75.0,75.0,75.0,55.1,69.9,66.6,惰行 ↔ 勾配ブレーキ,惰行,55.1,-10.0,75.0,75.0,75.0,75.0,,598.1,41.0,137.1,460.95,-16.3,0.39,3.38,345m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,41.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
40.0,early_coast_s0_a,0,0.379042,巡航フェーズ（駅間走行中）,惰行,29.8,力行,10.2,2.96,45.53,75.0,75.0,75.0,55.4,70.0,66.7,惰行 ↔ 勾配ブレーキ,惰行,55.4,-9.9,75.0,75.0,75.0,75.0,,585.5,40.0,139.42,446.03,-16.3,0.389,3.353,330m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,40.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
41.0,early_coast_s0_a,0,0.391744,巡航フェーズ（駅間走行中）,惰行,30.8,力行,10.2,2.94,45.92,75.0,75.0,75.0,55.7,70.0,66.7,惰行 ↔ 勾配ブレーキ,惰行,55.7,-9.8,75.0,75.0,75.0,75.0,,572.8,39.0,141.76,431.0,-16.3,0.387,3.326,320m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,39.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
42.0,early_coast_s0_a,0,0.404554,巡航フェーズ（駅間走行中）,惰行,31.8,力行,10.2,2.91,46.31,75.0,75.0,75.0,56.0,70.0,66.8,惰行 ↔ 勾配ブレーキ,惰行,56.0,-9.7,75.0,75.0,75.0,75.0,,559.9,38.0,144.1,415.85,-16.3,0.386,3.3,305m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,38.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
43.0,early_coast_s0_a,0,0.417471,巡航フェーズ（駅間走行中）,惰行,32.8,力行,10.2,2.89,46.69,75.0,75.0,75.0,56.3,70.1,66.8,惰行 ↔ 勾配ブレーキ,惰行,56.3,-9.6,75.0,75.0,75.0,75.0,,547.0,37.0,146.45,400.58,-16.3,0.385,3.275,295m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,37.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
44.0,early_coast_s0_a,0,0.430494,巡航フェーズ（駅間走行中）,惰行,33.8,力行,10.2,2.87,47.07,75.0,75.0,75.0,56.6,70.1,66.8,惰行 ↔ 勾配ブレーキ,惰行,56.6,-9.5,75.0,75.0,75.0,75.0,,534.0,36.0,148.82,385.19,-16.3,0.383,3.25,280m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,36.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
45.0,early_coast_s0_a,0,0.443624,巡航フェーズ（駅間走行中）,惰行,34.8,力行,10.2,2.84,47.46,75.0,75.0,75.0,56.9,70.2,66.9,惰行 ↔ 勾配ブレーキ,惰行,56.9,-9.4,75.0,75.0,75.0,75.0,,520.9,35.0,151.19,369.69,-16.3,0.382,3.225,265m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,35.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
46.0,early_coast_s0_a,0,0.45686,巡航フェーズ（駅間走行中）,惰行,35.8,力行,10.2,2.82,47.84,75.0,75.0,75.0,57.2,70.2,66.9,惰行 ↔ 勾配ブレーキ,惰行,57.2,-9.3,75.0,75.0,75.0,75.0,,507.6,34.0,153.57,354.07,-16.3,0.38,3.201,255m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,34.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
47.0,early_coast_s0_a,0,0.470202,巡航フェーズ（駅間走行中）,惰行,36.8,力行,10.2,2.8,48.22,75.0,75.0,75.0,57.4,70.2,66.9,惰行 ↔ 勾配ブレーキ,惰行,57.4,-9.2,75.0,75.0,75.0,75.0,,494.3,33.0,155.96,338.34,-16.3,0.379,3.178,240m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,33.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
48.0,early_coast_s0_a,0,0.483649,巡航フェーズ（駅間走行中）,惰行,37.8,力行,10.2,2.78,48.6,75.0,75.0,75.0,57.7,70.3,67.0,惰行 ↔ 勾配ブレーキ,惰行,57.7,-9.1,75.0,75.0,75.0,75.0,,480.9,32.0,158.35,322.5,-16.3,0.378,3.155,225m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,32.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
49.0,early_coast_s0_a,0,0.497201,巡航フェーズ（駅間走行中）,惰行,38.8,力行,10.2,2.76,48.97,75.0,75.0,75.0,58.0,70.3,67.0,惰行 ↔ 勾配ブレーキ,惰行,58.0,-9.0,75.0,75.0,75.0,75.0,,467.3,31.0,160.76,306.54,-16.3,0.376,3.132,215m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,31.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
