time,run_id,section,position_km,phase,current_notch,holding_time,prev_notch,prev_notch_duration,notch_jump,current_speed,atc_now,signal_speed,v_ceiling,v_target,band_upper,band_lower,band_notch_pair,hold_notch,v_std,v_std_deviation,schedule_speed,section_cap,required_speed,target_speed_no_stop,target_speed_spacing,dist_to_next_station,time_to_next_station,req_stop_dist,delta_stop,current_gradient,coast_accel,power_accel,next_gradient_info,limit_drop_ahead,delay,total_delay,stations_remaining,total_remaining_time,forward_info,forward_train_delay,forward_departed_next,standard_headway,forward_clear_remaining_time,forward_observed_delay,backward_info,backward_distance,backward_speed,backward_delay,is_dwelling,dwell_elapsed,dwell_min,dwell_max,mode,reward,reason
16.0,std_s0,0,0.120775,駅出発直後の加速フェーズ（20秒以内）,惰行,1.8,力行,14.2,2.76,48.96,70.0,70.0,70.0,49.2,65.4,61.7,惰行 ↔ 勾配ブレーキ,惰行,49.2,-0.2,57.0,75.0,57.4,57.4,,843.7,64.0,159.04,684.69,-14.2,0.302,3.058,50m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,64.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
17.0,std_s0,0,0.134418,駅出発直後の加速フェーズ（20秒以内）,惰行,2.8,力行,14.2,2.74,49.26,75.0,75.0,75.0,49.5,70.4,66.9,惰行 ↔ 勾配ブレーキ,惰行,49.5,-0.2,57.8,75.0,57.8,57.8,,830.1,63.0,161.44,668.64,-14.2,0.301,3.04,35m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,63.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
18.0,std_s0,0,0.148145,駅出発直後の加速フェーズ（20秒以内）,惰行,3.8,力行,14.2,2.72,49.56,75.0,75.0,75.0,49.8,70.5,67.0,惰行 ↔ 勾配ブレーキ,惰行,49.8,-0.2,57.8,75.0,57.8,57.8,,816.4,62.0,163.88,652.48,-14.2,0.3,3.023,20m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,62.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
19.0,std_s0,0,0.161954,駅出発直後の加速フェーズ（20秒以内）,惰行,4.8,力行,14.2,2.71,49.86,75.0,75.0,75.0,50.1,70.5,67.1,惰行 ↔ 勾配ブレーキ,惰行,50.1,-0.2,57.8,75.0,58.1,58.1,,802.5,61.0,166.3,636.25,-14.2,0.299,3.005,10m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,61.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
20.0,std_s0,0,0.175851,巡航フェーズ（駅間走行中）,惰行,5.8,力行,14.2,2.69,50.21,75.0,75.0,75.0,50.4,70.4,67.1,惰行 ↔ 勾配ブレーキ,惰行,50.4,-0.2,57.8,75.0,58.3,58.3,,788.6,60.0,168.75,619.9,-16.3,0.372,3.059,535m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,60.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
21.0,std_s0,0,0.189849,巡航フェーズ（駅間走行中）,惰行,6.8,力行,14.2,2.67,50.58,75.0,75.0,75.0,50.8,70.4,67.1,惰行 ↔ 勾配ブレーキ,惰行,50.8,-0.2,58.7,75.0,58.7,58.7,,774.7,59.0,171.19,603.46,-16.3,0.37,3.038,520m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,59.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
22.0,std_s0,0,0.20395,巡航フェーズ（駅間走行中）,惰行,7.8,力行,14.2,2.65,50.95,75.0,75.0,75.0,51.2,70.5,67.2,惰行 ↔ 勾配ブレーキ,惰行,51.2,-0.2,58.7,75.0,58.7,58.7,,760.5,58.0,173.63,586.92,-16.3,0.369,3.018,505m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,58.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
23.0,std_s0,0,0.218154,巡航フェーズ（駅間走行中）,惰行,8.8,力行,14.2,2.63,51.31,75.0,75.0,75.0,51.5,70.5,67.2,惰行 ↔ 勾配ブレーキ,惰行,51.5,-0.2,58.7,75.0,58.7,58.7,,746.3,57.0,176.09,570.26,-16.3,0.367,2.997,490m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,57.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
24.0,std_s0,0,0.23246,巡航フェーズ（駅間走行中）,惰行,9.8,力行,14.2,2.61,51.68,75.0,75.0,75.0,51.9,70.5,67.2,惰行 ↔ 勾配ブレーキ,惰行,51.9,-0.2,58.7,75.0,59.5,59.5,,732.0,56.0,178.54,553.5,-16.3,0.366,2.977,480m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,56.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
25.0,std_s0,0,0.246867,巡航フェーズ（駅間走行中）,惰行,10.8,力行,14.2,2.59,52.05,75.0,75.0,75.0,52.3,70.6,67.3,惰行 ↔ 勾配ブレーキ,惰行,52.3,-0.2,59.0,75.0,59.5,59.5,,717.6,55.0,181.01,536.62,-16.3,0.365,2.957,465m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,55.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
26.0,std_s0,0,0.261375,巡航フェーズ（駅間走行中）,惰行,11.8,力行,14.2,2.57,52.41,75.0,75.0,75.0,52.6,70.6,67.3,惰行 ↔ 勾配ブレーキ,惰行,52.6,-0.2,59.5,75.0,59.5,59.5,,703.1,54.0,183.48,519.65,-16.3,0.363,2.938,450m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,54.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
27.0,std_s0,0,0.275984,巡航フェーズ（駅間走行中）,惰行,12.8,力行,14.2,2.56,52.77,75.0,75.0,75.0,53.0,70.6,67.3,惰行 ↔ 勾配ブレーキ,惰行,53.0,-0.2,59.5,75.0,59.5,59.5,,688.5,53.0,185.96,502.56,-16.3,0.362,2.919,435m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,53.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
28.0,std_s0,0,0.290694,巡航フェーズ（駅間走行中）,惰行,13.8,力行,14.2,2.54,53.13,75.0,75.0,75.0,53.3,70.6,67.4,惰行 ↔ 勾配ブレーキ,惰行,53.3,-0.2,59.5,75.0,59.5,59.5,,673.8,52.0,188.44,485.37,-16.3,0.36,2.9,420m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,52.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
29.0,std_s0,0,0.305504,巡航フェーズ（駅間走行中）,惰行,14.8,力行,14.2,2.52,53.49,75.0,75.0,75.0,53.7,70.7,67.4,惰行 ↔ 勾配ブレーキ,惰行,53.7,-0.2,59.5,75.0,60.1,60.1,,659.0,51.0,190.93,468.07,-16.3,0.359,2.882,405m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,51.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
30.0,std_s0,0,0.320414,巡航フェーズ（駅間走行中）,惰行,15.8,力行,14.2,2.51,53.85,75.0,75.0,75.0,54.1,70.7,67.4,惰行 ↔ 勾配ブレーキ,惰行,54.1,-0.2,60.1,75.0,60.4,60.4,,644.1,50.0,193.42,450.67,-16.3,0.357,2.863,390m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,50.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
31.0,std_s0,0,0.335422,巡航フェーズ（駅間走行中）,惰行,16.8,力行,14.2,2.49,54.21,75.0,75.0,75.0,54.4,70.7,67.4,惰行 ↔ 勾配ブレーキ,惰行,54.4,-0.2,60.4,75.0,60.4,60.4,,629.1,49.0,195.92,433.16,-16.3,0.356,2.845,375m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,49.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
32.0,std_s0,0,0.35053,巡航フェーズ（駅間走行中）,惰行,17.8,力行,14.2,2.47,54.56,75.0,75.0,75.0,54.8,70.8,67.5,惰行 ↔ 勾配ブレーキ,惰行,54.8,-0.2,60.4,75.0,60.4,60.4,,614.0,48.0,198.42,415.55,-16.3,0.355,2.828,360m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,48.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
33.0,std_s0,0,0.365736,巡航フェーズ（駅間走行中）,惰行,18.8,力行,14.2,2.46,54.92,75.0,75.0,75.0,55.1,70.8,67.5,惰行 ↔ 勾配ブレーキ,惰行,55.1,-0.2,60.4,75.0,61.2,61.2,,598.8,47.0,200.93,397.84,-16.3,0.353,2.81,345m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,47.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
34.0,std_s0,0,0.381041,巡航フェーズ（駅間走行中）,惰行,19.8,力行,14.2,2.44,55.27,75.0,75.0,75.0,55.5,70.8,67.5,惰行 ↔ 勾配ブレーキ,惰行,55.5,-0.2,61.2,75.0,61.2,61.2,,583.5,46.0,203.44,380.02,-16.3,0.352,2.793,330m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,46.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
35.0,std_s0,0,0.396443,巡航フェーズ（駅間走行中）,惰行,20.8,力行,14.2,2.43,55.62,75.0,75.0,75.0,55.8,70.8,67.5,惰行 ↔ 勾配ブレーキ,惰行,55.8,-0.2,61.2,75.0,62.0,62.0,,568.1,45.0,205.96,362.1,-16.3,0.35,2.777,315m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,45.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
36.0,std_s0,0,0.411942,巡航フェーズ（駅間走行中）,惰行,21.8,力行,14.2,2.41,55.97,75.0,75.0,75.0,56.2,70.9,67.6,惰行 ↔ 勾配ブレーキ,惰行,56.2,-0.2,62.0,75.0,62.0,62.0,,552.6,44.0,208.48,344.08,-16.3,0.349,2.76,300m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,44.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
37.0,std_s0,0,0.427538,巡航フェーズ（駅間走行中）,惰行,22.8,力行,14.2,2.4,56.32,75.0,75.0,75.0,56.5,70.9,67.6,惰行 ↔ 勾配ブレーキ,惰行,56.5,-0.2,62.0,75.0,62.8,62.8,,537.0,43.0,211.0,325.96,-16.3,0.348,2.744,280m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,43.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
38.0,std_s0,0,0.443231,巡航フェーズ（駅間走行中）,惰行,23.8,力行,14.2,2.38,56.67,75.0,75.0,75.0,56.9,70.9,67.6,惰行 ↔ 勾配ブレーキ,惰行,56.9,-0.2,62.0,75.0,62.0,62.0,,521.3,42.0,213.53,307.74,-16.3,0.346,2.728,265m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,42.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
39.0,std_s0,0,0.45902,巡航フェーズ（駅間走行中）,惰行,24.8,力行,14.2,2.37,57.01,75.0,75.0,75.0,57.2,70.9,67.6,惰行 ↔ 勾配ブレーキ,惰行,57.2,-0.2,62.8,75.0,62.8,62.8,,505.5,41.0,216.06,289.42,-16.3,0.345,2.712,250m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,41.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
40.0,std_s0,0,0.474905,巡航フェーズ（駅間走行中）,惰行,25.8,力行,14.2,2.35,57.36,75.0,75.0,75.0,57.5,71.0,67.7,惰行 ↔ 勾配ブレーキ,惰行,57.5,-0.2,63.7,75.0,62.8,62.8,,489.6,40.0,218.59,271.0,-16.3,0.343,2.696,235m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,40.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
41.0,std_s0,0,0.490885,巡航フェーズ（駅間走行中）,惰行,26.8,力行,14.2,2.34,57.7,75.0,75.0,75.0,57.9,71.0,67.7,惰行 ↔ 勾配ブレーキ,惰行,57.9,-0.2,62.8,75.0,63.7,63.7,,473.6,39.0,220.07,253.55,-16.3,0.342,2.681,220m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,39.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
42.0,std_s0,0,0.50696,巡航フェーズ（駅間走行中）,惰行,27.8,力行,14.2,2.33,58.04,75.0,75.0,75.0,58.2,71.0,67.7,惰行 ↔ 勾配ブレーキ,惰行,58.2,-0.2,63.7,75.0,64.4,64.4,,457.5,38.0,218.1,239.44,-16.3,0.34,2.666,205m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,38.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
43.0,std_s0,0,0.52313,巡航フェーズ（駅間走行中）,惰行,28.8,力行,14.2,2.31,58.38,75.0,75.0,75.0,58.6,71.0,67.7,惰行 ↔ 勾配ブレーキ,惰行,58.6,-0.2,64.4,75.0,64.4,64.4,,441.4,37.0,216.19,225.18,-16.3,0.339,2.651,185m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,37.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
44.0,std_s0,0,0.539394,巡航フェーズ（駅間走行中）,惰行,29.8,力行,14.2,2.3,58.72,75.0,75.0,75.0,58.9,71.0,67.7,惰行 ↔ 勾配ブレーキ,惰行,58.9,-0.2,64.4,75.0,65.2,65.2,,425.1,36.0,214.26,210.84,-16.3,0.338,2.636,170m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,36.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
45.0,std_s0,0,0.555751,巡航フェーズ（駅間走行中）,惰行,30.8,力行,14.2,2.29,59.05,75.0,75.0,75.0,59.2,71.1,67.8,惰行 ↔ 勾配ブレーキ,惰行,59.2,-0.2,64.4,75.0,66.0,66.0,,408.7,35.0,212.39,196.36,-16.3,0.336,2.621,155m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,35.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
46.0,std_s0,0,0.572202,次駅への減速フェーズ（駅手前400m以内）,惰行,31.8,力行,14.2,2.27,59.39,75.0,75.0,75.0,59.6,71.1,67.8,惰行 ↔ 勾配ブレーキ,惰行,59.6,-0.2,,75.0,68.3,68.3,,392.3,34.0,210.27,182.02,-16.3,0.335,2.607,140m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,34.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
47.0,std_s0,0,0.588746,次駅への減速フェーズ（駅手前400m以内）,惰行,32.8,力行,14.2,2.26,59.72,75.0,75.0,75.0,59.9,71.1,67.8,惰行 ↔ 勾配ブレーキ,惰行,59.9,-0.2,,75.0,67.5,67.5,,375.8,33.0,208.35,167.41,-16.3,0.333,2.593,120m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,33.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
48.0,std_s0,0,0.605383,次駅への減速フェーズ（駅手前400m以内）,惰行,33.8,力行,14.2,2.25,60.06,75.0,75.0,75.0,60.2,71.1,67.8,惰行 ↔ 勾配ブレーキ,惰行,60.2,-0.2,,75.0,70.5,70.5,,359.1,32.0,206.42,152.7,-16.3,0.332,2.579,105m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,32.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
49.0,std_s0,0,0.622112,次駅への減速フェーズ（駅手前400m以内）,惰行,34.8,力行,14.2,2.23,60.39,75.0,75.0,75.0,60.6,71.2,67.9,惰行 ↔ 勾配ブレーキ,惰行,60.6,-0.2,,75.0,75.0,75.0,,342.4,31.0,204.56,137.83,-16.3,0.331,2.565,90m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,31.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
50.0,std_s0,0,0.638933,次駅への減速フェーズ（駅手前400m以内）,惰行,35.8,力行,14.2,2.22,60.72,75.0,75.0,75.0,60.9,71.2,67.9,惰行 ↔ 勾配ブレーキ,惰行,60.9,-0.2,,75.0,75.0,75.0,,325.6,30.0,202.47,123.1,-16.3,0.329,2.552,70m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,30.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,,,
