source_file,time,run_id,section,position_km,phase,current_notch,holding_time,prev_notch,prev_notch_duration,notch_jump,current_speed,atc_now,signal_speed,v_ceiling,v_target,band_upper,band_lower,band_notch_pair,hold_notch,v_std,v_std_deviation,schedule_speed,section_cap,required_speed,target_speed_no_stop,target_speed_spacing,dist_to_next_station,time_to_next_station,req_stop_dist,delta_stop,current_gradient,coast_accel,power_accel,next_gradient_info,limit_drop_ahead,delay,total_delay,stations_remaining,total_remaining_time,forward_info,forward_train_delay,forward_departed_next,standard_headway,forward_clear_remaining_time,forward_observed_delay,backward_info,backward_distance,backward_speed,backward_delay,is_dwelling,dwell_elapsed,dwell_min,dwell_max,mode,reward,reason,checks
tozai_normal_bad.csv,11.0,early_coast_s0_a,0,0.057787,駅出発直後の加速フェーズ（20秒以内）,惰行,0.8,力行,10.2,3.37,35.16,70.0,70.0,70.0,37.7,64.9,60.6,惰行 ↔ 勾配ブレーキ,惰行,37.7,-2.6,56.0,75.0,57.8,57.8,,906.7,69.0,77.97,828.74,-5.0,0.024,3.398,20m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,69.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,下り勾配で惰行は速度増加を防げず、加速フェーズに不適切なノッチ選択でエネルギーと安全性が低下。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""NG(惰行で加速不可)"", ""phase"": ""NG(加速フェーズで惰行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(エネルギー非効率)""}"
tozai_normal_bad.csv,12.0,early_coast_s0_a,0,0.067558,駅出発直後の加速フェーズ（20秒以内）,惰行,1.8,力行,10.2,3.37,35.19,70.0,70.0,70.0,40.8,64.9,60.9,惰行 ↔ 勾配ブレーキ,惰行,40.8,-5.6,56.5,75.0,58.0,58.0,,896.9,68.0,79.54,817.4,-5.0,0.024,3.398,10m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,68.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,加速フェーズで力行を続けるべきところを惰行に切り替え、下り勾配で減速できず速度維持が不適切で遅延が拡大したため低評価。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""対象外"", ""gradient"": ""NG(惰行不可)"", ""phase"": ""NG(加速不足)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延)""}"
tozai_normal_bad.csv,13.0,early_coast_s0_a,0,0.077336,駅出発直後の加速フェーズ（20秒以内）,惰行,2.8,力行,10.2,3.37,35.21,70.0,70.0,70.0,43.4,64.9,61.1,惰行 ↔ 勾配ブレーキ,惰行,43.4,-8.2,56.9,75.0,58.7,58.7,,887.2,67.0,81.08,806.08,-5.0,0.024,3.398,5m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,67.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.3,加速フェーズで惰行に留まり速度が目標に届かず、下り勾配でも加速すべきで遅延リスクがあるため低評価。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""NG(不適切なノッチ)"", ""phase"": ""NG(加速不足)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延リスク)""}"
tozai_normal_bad.csv,10.0,early_coast_s0_a,0,0.048043,駅出発直後の加速フェーズ（20秒以内）,力行,10.0,なし（または停止）,0.0,0.0,34.43,70.0,70.0,70.0,34.4,64.9,60.3,惰行 ↔ 勾配ブレーキ,惰行,34.4,0.0,55.7,75.0,56.9,56.9,,916.5,70.0,73.2,843.25,-5.0,0.027,3.4,30m先で勾配が-5.0‰から-14.2‰に変わる,前方に現示の低下なし,0.0,0.0,1,70.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.5,下り勾配で速度が上がるにも関わらず力行を継続し、エネルギー無駄かつ加速フェーズで不要な加速となっているため評価を減点。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""対象外"", ""gradient"": ""NG(下りで力行は過剰)"", ""phase"": ""NG(加速フェーズで不要な力行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(エネルギー無駄と評価)""}"
tozai_normal_bad.csv,14.0,early_coast_s0_a,0,0.087164,駅出発直後の加速フェーズ（20秒以内）,惰行,3.8,力行,10.2,3.37,35.55,70.0,70.0,70.0,46.1,64.4,60.7,惰行 ↔ 勾配ブレーキ,惰行,46.1,-10.5,57.5,75.0,59.4,59.4,,877.3,66.0,82.88,794.46,-14.2,0.348,3.721,85m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,66.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.4,加速フェーズで惰行を続け速度が標準曲線(46.1km/h)を10km/h下回り、遅延リスクが高く評価が低下。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(惰行で加速不足)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(速度が標準曲線下回り遅延)""}"
tozai_normal_bad.csv,15.0,early_coast_s0_a,0,0.097088,駅出発直後の加速フェーズ（20秒以内）,惰行,4.8,力行,10.2,3.37,35.9,70.0,70.0,70.0,48.5,64.4,60.8,惰行 ↔ 勾配ブレーキ,惰行,48.5,-12.6,57.8,75.0,59.7,59.7,,867.4,65.0,84.9,782.51,-14.2,0.347,3.72,75m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,65.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.5,加速フェーズで惰行に切り替え、目標速度48.5km/hに対し35.9km/hと大幅に遅れ、遅延拡大とエネルギー非効率が生じているため評価を低減した。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(不必要な惰行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延拡大)""}"
tozai_normal_bad.csv,16.0,early_coast_s0_a,0,0.107109,駅出発直後の加速フェーズ（20秒以内）,惰行,5.8,力行,10.2,3.37,36.25,70.0,70.0,70.0,48.9,64.4,60.8,惰行 ↔ 勾配ブレーキ,惰行,48.9,-12.7,58.6,75.0,60.4,60.4,,857.4,64.0,86.92,770.47,-14.2,0.346,3.719,65m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,64.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.3,加速フェーズで力行すべきところを惰行に留め、目標速度に遠く及ばず遅延回復できていないため評価が低い。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(加速で惰行は不適切)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(目標速度未達で遅延拡大)""}"
tozai_normal_bad.csv,17.0,early_coast_s0_a,0,0.117226,駅出発直後の加速フェーズ（20秒以内）,惰行,6.8,力行,10.2,3.37,36.59,70.0,70.0,70.0,49.1,64.4,60.8,惰行 ↔ 勾配ブレーキ,惰行,49.1,-12.5,58.8,75.0,61.2,61.2,,847.3,63.0,88.97,758.31,-14.2,0.345,3.718,55m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,63.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.3,下り勾配で惰行は減速できず速度が上がるため、加速フェーズでの適切な力行が行われず、目標速度未達と遅延・省エネ低下を招いている。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""NG(下り・惰行で加速)"", ""phase"": ""NG(加速フェーズで惰行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延・省エネ低下)""}"
tozai_normal_bad.csv,18.0,early_coast_s0_a,0,0.127439,駅出発直後の加速フェーズ（20秒以内）,惰行,7.8,力行,10.2,3.37,36.94,75.0,75.0,75.0,49.4,69.4,65.8,惰行 ↔ 勾配ブレーキ,惰行,49.4,-12.4,59.5,75.0,62.0,62.0,,837.1,62.0,91.03,746.03,-14.2,0.343,3.717,45m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,62.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.3,加速フェーズで惰行に留まり目標速度49.4km/hに遠く及ばず、下り勾配で加速すべきところを減速せず遅延回復が不適切。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""NG(下り勾配で加速すべき)"", ""phase"": ""NG(加速フェーズで惰行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延回復に不適切)""}"
tozai_normal_bad.csv,19.0,early_coast_s0_a,0,0.137747,駅出発直後の加速フェーズ（20秒以内）,惰行,8.8,力行,10.2,3.37,37.28,75.0,75.0,75.0,49.6,69.4,65.9,惰行 ↔ 勾配ブレーキ,惰行,49.6,-12.3,60.4,75.0,62.0,62.0,,826.8,61.0,93.08,733.67,-14.2,0.342,3.716,30m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,61.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,下り勾配で惰行は減速できず、加速フェーズで力行せず惰行に切替えたため速度が目標から離れ遅延リスクが高く評価を大幅に減点した。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""対象外"", ""gradient"": ""NG(下り勾配で惰行は減速不可)"", ""phase"": ""NG(加速フェーズで不必要な惰行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延リスク増大)""}"
tozai_normal_bad.csv,20.0,early_coast_s0_a,0,0.14815,巡航フェーズ（駅間走行中）,惰行,9.8,力行,10.2,3.37,37.62,75.0,75.0,75.0,49.8,69.4,66.0,惰行 ↔ 勾配ブレーキ,惰行,49.8,-12.2,60.8,75.0,62.8,62.8,,816.4,60.0,95.19,721.16,-14.2,0.341,3.715,20m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,60.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,現在速度が標準運転速度49.8km/hより約12km/h低く、巡航フェーズで速度不足が顕著で遅延を招くため低評価。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(speed 12 km/h below v_std)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延リスク大)""}"
tozai_normal_bad.csv,21.0,early_coast_s0_a,0,0.158648,巡航フェーズ（駅間走行中）,惰行,10.8,力行,10.2,3.37,37.96,75.0,75.0,75.0,50.0,69.4,66.1,惰行 ↔ 勾配ブレーキ,惰行,50.0,-12.1,61.2,75.0,63.9,63.9,,805.9,59.0,97.26,708.59,-14.2,0.34,3.714,10m先で勾配が-14.2‰から-16.3‰に変わる,前方に現示の低下なし,0.0,0.0,1,59.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,下り勾配で惰行が速度上昇できず、目標速度50km/hに対し38km/hと大幅遅れ、エネルギー効率も低く評価が低い。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""対象外"", ""gradient"": ""NG(惰行で加速が遅く非効率)"", ""phase"": ""NG(目標速度50km/hに対し38km/hと大幅遅れ)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延と省エネ性の低下)""}"
tozai_normal_bad.csv,22.0,early_coast_s0_a,0,0.16924,巡航フェーズ（駅間走行中）,惰行,11.8,力行,10.2,3.37,38.31,75.0,75.0,75.0,50.3,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,50.3,-12.0,62.0,75.0,65.2,65.2,,795.3,58.0,99.38,695.88,-16.3,0.413,3.787,540m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,58.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.3,下り勾配で惰行は速度が上がり減速できず、標準走行速度を12km/h下回り遅延が拡大し省エネも損なうため低評価。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""NG(下り勾配で惰行は加速)"", ""phase"": ""NG(速度が標準より12km/h低く遅延)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延拡大・省エネ損失)""}"
tozai_normal_bad.csv,23.0,early_coast_s0_a,0,0.179941,巡航フェーズ（駅間走行中）,惰行,12.8,力行,10.2,3.37,38.73,75.0,75.0,75.0,50.6,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,50.6,-11.8,62.8,75.0,66.0,66.0,,784.6,57.0,101.5,683.06,-16.3,0.412,3.786,530m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,57.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.5,下り勾配で惰行は適切だが、現在速度が標準走行速度50.6km/hを大きく下回り遅延が予測され、巡航フェーズでの速度不足が評価を下げた。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(速度下回り)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延予測)""}"
tozai_normal_bad.csv,24.0,early_coast_s0_a,0,0.190755,巡航フェーズ（駅間走行中）,惰行,13.8,力行,10.2,3.37,39.14,75.0,75.0,75.0,50.8,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,50.8,-11.7,63.2,75.0,66.8,66.8,,773.7,56.0,103.62,670.12,-16.3,0.41,3.784,520m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,56.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.3,巡航フェーズで目標速度50.8km/hに対し現在速度が39.1km/hと大きく遅れ、低速走行が遅延リスクとなるため評価を低くした。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(速度が目標下回り過大)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延リスク)""}"
tozai_normal_bad.csv,26.0,early_coast_s0_a,0,0.212726,巡航フェーズ（駅間走行中）,惰行,15.8,力行,10.2,3.37,39.95,75.0,75.0,75.0,51.4,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,51.4,-11.4,65.2,75.0,69.8,69.8,,751.8,54.0,107.92,643.85,-16.3,0.408,3.782,495m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,54.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,下り勾配で惰行が速度上昇を招き、目標51.4km/hに対し40km/hと大幅に遅く巡航フェーズで遅延が顕著なため低評価。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""対象外"", ""gradient"": ""NG(惰行で加速)"", ""phase"": ""NG(目標速度大幅不足)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG""}"
tozai_normal_bad.csv,25.0,early_coast_s0_a,0,0.201684,巡航フェーズ（駅間走行中）,惰行,14.8,力行,10.2,3.37,39.55,75.0,75.0,75.0,51.1,69.3,66.0,惰行 ↔ 勾配ブレーキ,惰行,51.1,-11.6,64.2,75.0,68.3,68.3,,762.8,55.0,105.77,657.05,-16.3,0.409,3.783,510m先で勾配が-16.3‰から+2.0‰に変わる,前方に現示の低下なし,0.0,0.0,1,55.0,先行列車なし,0,,0,0,0,後続列車なし,該当なし,該当なし,0,0,0,30,240,normal,0.2,巡航フェーズで目標速度51.1km/hに対し39.5km/hと大きく遅れ、惰行では加速不足で遅延が予測されるため評価を大幅に減点。,"{""immediate_zero_rule"": ""OK"", ""atc"": ""OK"", ""stop_position"": ""OK"", ""gradient"": ""OK"", ""phase"": ""NG(速度低く惰行)"", ""sawtooth"": ""OK"", ""train_interval"": ""対象外"", ""punctuality_energy"": ""NG(遅延リスク)""}"
