raw_speed,raw_stat_dist,raw_rem_time,raw_hold_time,raw_pre_act,raw_stat_dist_2,raw_fw_dist,raw_cbtc_signal,norm_speed,norm_stat_dist_wide,norm_stat_dist_zoom,norm_rem_time,norm_hold_time,norm_pre_act_c,norm_pre_act_a,norm_pre_act_d,norm_fw_dist,norm_cbtc_signal,norm_speed_limit,norm_req_stop_dist,norm_margin_stop_dist,phase_accel,phase_cruise,phase_limit,phase_decel,phase_stop,norm_fw_speed,Q_coast,Q_accel,Q_decel,step_reward,llm_reward
25.14881638758307,2.139912003282898,170.0,10.0,1,2.139912003282898,2.139912003282898,70.0,0.3143602,1.319956,1.0,0.4722222,0.33333334,0.0,1.0,0.0,1.319956,0.875,0.875,0.028498305,1.0,1.0,0.0,0.0,0.0,0.0,1.0,424.02167,428.1361,421.7596,0.8,0.8
26.993734323444887,2.1326650937742677,169.0,11.0,1,2.1326650937742677,2.1326650937742677,70.0,0.3374217,1.3163326,1.0,0.46944445,0.36666667,0.0,1.0,0.0,1.3163326,0.875,0.875,0.032814138,1.0,1.0,0.0,0.0,0.0,0.0,1.0,424.94446,429.0188,422.88623,0.8,0.8
28.74076563054452,2.124919558623116,168.0,12.0,1,2.124919558623116,2.124919558623116,70.0,0.35925958,1.3124598,1.0,0.46666667,0.4,0.0,1.0,0.0,1.3124598,0.875,0.875,0.03717771,1.0,1.0,0.0,0.0,0.0,0.0,1.0,425.90988,429.94525,424.0526,0.8,0.8
30.39497732598752,2.116701871878522,167.0,13.0,1,2.116701871878522,2.116701871878522,70.0,0.3799372,1.3083509,1.0,0.46388888,0.43333334,0.0,1.0,0.0,1.3083509,0.875,0.875,0.041556798,1.0,1.0,0.0,0.0,0.0,0.0,1.0,425.88275,429.86282,424.23563,0.8,0.8
31.96118741293167,2.1080371352702265,166.0,14.0,1,2.1080371352702265,2.1080371352702265,70.0,0.39951485,1.3040186,1.0,0.4611111,0.46666667,0.0,1.0,0.0,1.3040186,0.875,0.875,0.04592403,1.0,1.0,0.0,0.0,0.0,0.0,1.0,425.81906,429.7526,424.37753,0.8,0.8
33.38956556163591,2.0989567704531,165.0,15.0,1,2.0989567704531,2.0989567704531,70.0,0.41736957,1.2994784,1.0,0.45833334,0.5,0.0,1.0,0.0,1.2994784,0.875,0.875,0.049193833,1.0,1.0,0.0,0.0,0.0,0.0,1.0,426.01053,429.91306,424.7398,0.8,0.8
34.74124400116306,2.0894905654534384,164.0,16.0,1,2.0894905654534384,2.0894905654534384,70.0,0.43426555,1.2947453,1.0,0.45555556,0.53333336,0.0,1.0,0.0,1.2947453,0.875,0.875,0.05323032,1.0,1.0,0.0,0.0,0.0,0.0,1.0,426.4069,430.29333,425.31403,0.8,0.8
36.020771480221505,2.0796591052485525,163.0,17.0,1,2.0796591052485525,2.0796591052485525,70.0,0.45025966,1.2898296,1.0,0.45277777,0.56666666,0.0,1.0,0.0,1.2898296,0.875,0.875,0.057195175,1.0,1.0,0.0,0.0,0.0,0.0,1.0,426.75085,430.62952,425.82794,0.8,0.8
37.231931443069435,2.069481896506094,162.0,18.0,1,2.069481896506094,2.069481896506094,70.0,0.46539915,1.2847409,1.0,0.45,0.6,0.0,1.0,0.0,1.2847409,0.875,0.875,0.061076727,1.0,1.0,0.0,0.0,0.0,0.0,1.0,427.10742,430.98984,426.34332,0.8,0.8
38.42520543202613,2.0589717781665904,161.0,19.0,1,2.0589717781665904,2.0589717781665904,70.0,0.48031506,1.279486,1.0,0.44722223,0.6333333,0.0,1.0,0.0,1.279486,0.875,0.875,0.06620996,1.0,1.0,0.0,0.0,0.0,0.0,1.0,427.58694,431.50778,426.9876,0.8,0.8
39.53786155146717,2.0481402613025104,160.0,20.0,1,2.0481402613025104,2.0481402613025104,70.0,0.49422327,1.2740701,1.0,0.44444445,0.6666667,0.0,1.0,0.0,1.2740701,0.875,0.875,0.06943341,1.0,1.0,0.0,0.0,0.0,0.0,1.0,428.43466,432.41382,427.95734,0.8,0.8
40.58822488598231,2.0370088400947353,159.0,21.0,1,2.0370088400947353,2.0370088400947353,70.0,0.5073528,1.2685044,1.0,0.44166666,0.7,0.0,1.0,0.0,1.2685044,0.875,0.875,0.07313871,1.0,0.0,1.0,0.0,0.0,0.0,1.0,447.21167,448.92944,443.61526,0.8,0.8
41.5822664799225,2.0255936227656477,158.0,22.0,1,2.0255936227656477,2.0255936227656477,70.0,0.5197783,1.2627968,1.0,0.43888888,0.73333335,0.0,1.0,0.0,1.2627968,0.875,0.875,0.07673183,1.0,0.0,1.0,0.0,0.0,0.0,1.0,448.66635,450.31262,445.02017,0.8,0.8
42.52872754108959,2.01390952097929,157.0,23.0,1,2.01390952097929,2.01390952097929,70.0,0.5316091,1.2569548,1.0,0.43611112,0.76666665,0.0,1.0,0.0,1.2569548,0.875,0.875,0.08023099,1.0,0.0,1.0,0.0,0.0,0.0,1.0,450.1654,451.73096,446.46347,0.8,0.8
43.467615797622145,2.0019648644447336,156.0,24.0,1,2.0019648644447336,2.0019648644447336,70.0,0.5433452,1.2509824,1.0,0.43333334,0.8,0.0,1.0,0.0,1.2509824,0.875,0.875,0.08454004,1.0,0.0,1.0,0.0,0.0,0.0,1.0,451.3224,452.81696,447.5701,0.7,0.7
44.4073152454624,1.9897583418141238,155.0,25.0,1,1.9897583418141238,1.9897583418141238,70.0,0.55509144,1.2448791,1.0,0.43055555,0.8333333,0.0,1.0,0.0,1.2448791,0.875,0.875,0.088196576,1.0,0.0,1.0,0.0,0.0,0.0,1.0,452.3819,453.81863,448.58704,0.7,0.7
45.33131704463812,1.9772929988316754,154.0,26.0,1,1.9772929988316754,1.9772929988316754,70.0,0.56664145,1.2386465,1.0,0.42777777,0.8666667,0.0,1.0,0.0,1.2386465,0.875,0.875,0.091865346,1.0,0.0,1.0,0.0,0.0,0.0,1.0,453.3937,454.7913,449.5763,0.7,0.7
46.23984668729646,1.9645731642795425,153.0,27.0,1,1.9645731642795425,1.9645731642795425,70.0,0.5779981,1.2322866,1.0,0.425,0.9,0.0,1.0,0.0,1.2322866,0.875,0.875,0.095543385,1.0,0.0,1.0,0.0,0.0,0.0,1.0,454.3461,455.71225,450.5153,0.7,0.7
47.133127735266775,1.9516031045731133,152.0,28.0,1,1.9516031045731133,1.9516031045731133,70.0,0.5891641,1.2258016,1.0,0.42222223,0.93333334,0.0,1.0,0.0,1.2258016,0.875,0.875,0.09922789,1.0,0.0,1.0,0.0,0.0,0.0,1.0,455.45535,456.8091,451.5886,0.6,0.6
48.01138178645524,1.938387024302088,151.0,29.0,1,1.938387024302088,1.938387024302088,70.0,0.6001423,1.2191935,1.0,0.41944444,0.96666664,0.0,1.0,0.0,1.2191935,0.875,0.875,0.10291621,1.0,0.0,1.0,0.0,0.0,0.0,1.0,456.74408,458.0947,452.83023,0.6,0.6
48.87482844365983,1.9249290667802867,150.0,30.0,1,1.9249290667802867,1.9249290667802867,70.0,0.61093533,1.2124646,1.0,0.41666666,1.0,0.0,1.0,0.0,1.2124646,0.875,0.875,0.10660579,1.0,0.0,1.0,0.0,0.0,0.0,1.0,458.13522,459.47327,454.20837,0.6,0.6
49.72368528573123,1.911233314604086,149.0,31.0,1,1.911233314604086,1.911233314604086,70.0,0.6215461,1.2056167,1.0,0.4138889,1.0,0.0,1.0,0.0,1.2056167,0.875,0.875,0.110294215,1.0,0.0,1.0,0.0,0.0,0.0,1.0,458.90543,460.24164,454.9754,0.6,0.6
50.55816784100678,1.8973037902183343,148.0,32.0,1,1.8973037902183343,1.8973037902183343,70.0,0.6319771,1.1986519,1.0,0.41111112,1.0,0.0,1.0,0.0,1.1986519,0.875,0.875,0.11397918,1.0,0.0,1.0,0.0,0.0,0.0,1.0,459.6652,461.00064,455.73077,0.6,0.6
51.378489562944814,1.8831444564893935,147.0,33.0,1,1.8831444564893935,1.8831444564893935,70.0,0.6422311,1.1915722,1.0,0.40833333,1.0,0.0,1.0,0.0,1.1915722,0.875,0.875,0.11765852,1.0,0.0,1.0,0.0,0.0,0.0,1.0,460.43707,461.77283,456.50064,0.5,0.5
52.18486180788789,1.8687592172847083,146.0,34.0,1,1.8687592172847083,1.8687592172847083,70.0,0.6523108,1.1843796,1.0,0.40555555,1.0,0.0,1.0,0.0,1.1843796,0.875,0.875,0.121330135,1.0,0.0,1.0,0.0,0.0,0.0,1.0,461.20865,462.54172,457.26318,0.5,0.5
52.97749381488468,1.8541519180581503,145.0,35.0,1,1.8541519180581503,1.8541519180581503,70.0,0.6622187,1.177076,1.0,0.4027778,1.0,0.0,1.0,0.0,1.177076,0.875,0.875,0.12499209,1.0,0.0,1.0,0.0,0.0,0.0,1.0,462.0227,463.34256,458.05548,0.5,0.5
53.75659268750127,1.8393263464408776,144.0,36.0,1,1.8393263464408776,1.8393263464408776,70.0,0.67195743,1.1696632,1.0,0.4,1.0,0.0,1.0,0.0,1.1696632,0.875,0.875,0.1286425,1.0,0.0,1.0,0.0,0.0,0.0,1.0,462.91516,464.22226,458.9224,0.5,0.5
54.522363377553184,1.8242862328366947,143.0,37.0,1,1.8242862328366947,1.8242862328366947,70.0,0.6815295,1.1621431,1.0,0.39722222,1.0,0.0,1.0,0.0,1.1621431,0.875,0.875,0.13227962,1.0,0.0,1.0,0.0,0.0,0.0,1.0,463.80365,465.1011,459.7818,0.5,0.5
55.27500867069228,1.8090352510219283,142.0,38.0,1,1.8090352510219283,1.8090352510219283,70.0,0.6909376,1.1545177,1.0,0.39444444,1.0,0.0,1.0,0.0,1.1545177,0.875,0.875,0.1359018,1.0,0.0,1.0,0.0,0.0,0.0,1.0,464.6645,465.95337,460.61282,0.5,0.5
56.01472917378099,1.793577018748909,141.0,39.0,1,1.793577018748909,1.793577018748909,70.0,0.7001841,1.1467885,1.0,0.39166668,1.0,0.0,1.0,0.0,1.1467885,0.875,0.875,0.13950743,1.0,0.0,1.0,0.0,0.0,0.0,1.0,465.5788,466.85678,461.4955,0.6,0.6
56.86586343327023,1.7779016202179747,140.0,40.0,1,1.7779016202179747,1.7779016202179747,70.0,0.7108233,1.1389508,1.0,0.3888889,1.0,0.0,1.0,0.0,1.1389508,0.875,0.875,0.15159345,1.0,0.0,1.0,0.0,0.0,0.0,1.0,466.5824,467.82407,462.47913,0.6,0.6
57.73908262527237,1.7619827019064402,139.0,41.0,1,1.7619827019064402,1.7619827019064402,70.0,0.7217385,1.1309913,1.0,0.3861111,1.0,0.0,1.0,0.0,1.1309913,0.875,0.875,0.15620491,1.0,0.0,1.0,0.0,0.0,0.0,1.0,467.96204,469.1838,463.8288,0.5,0.5
58.597213985238675,1.7458233445234868,138.0,42.0,1,1.7458233445234868,1.7458233445234868,70.0,0.73246515,1.1229117,1.0,0.38333333,1.0,0.0,1.0,0.0,1.1229117,0.875,0.875,0.16080078,1.0,0.0,1.0,0.0,0.0,0.0,1.0,469.5531,470.75555,465.39236,0.4,0.4
59.4404865393385,1.7294277069528619,137.0,43.0,1,1.7294277069528619,1.7294277069528619,70.0,0.7430061,1.1147139,1.0,0.38055557,1.0,0.0,1.0,0.0,1.1147139,0.875,0.875,0.16537882,1.0,0.0,1.0,0.0,0.0,0.0,1.0,471.51358,472.62967,467.35605,0.3,0.3
60.269126993146735,1.712799884784868,136.0,44.0,1,1.712799884784868,1.712799884784868,70.0,0.7533641,1.1063999,1.0,0.37777779,1.0,0.0,1.0,0.0,1.1063999,0.875,0.875,0.16993687,1.0,0.0,1.0,0.0,0.0,0.0,1.0,473.5816,474.5874,469.43854,0.2,0.2
61.083359710399804,1.695943910964143,135.0,45.0,1,1.695943910964143,1.695943910964143,70.0,0.763542,1.0979719,1.0,0.375,1.0,0.0,1.0,0.0,1.0979719,0.875,0.875,0.17447293,1.0,0.0,1.0,0.0,0.0,0.0,1.0,475.4415,476.35855,471.3093,0.1,0.1
61.883406693976156,1.6788637564428122,134.0,46.0,1,1.6788637564428122,1.6788637564428122,70.0,0.7735426,1.0894319,1.0,0.37222221,1.0,0.0,1.0,0.0,1.0894319,0.875,0.875,0.17898507,0.9999191,0.0,1.0,0.0,0.0,0.0,1.0,476.5079,477.38278,472.43024,0.1,0.1
62.66948756902297,1.6615633308387032,133.0,47.0,1,1.6615633308387032,1.6615633308387032,70.0,0.7833686,1.0807817,1.0,0.36944443,1.0,0.0,1.0,0.0,1.0807817,0.875,0.875,0.18347156,0.98539454,0.0,1.0,0.0,0.0,0.0,1.0,479.96356,480.46997,476.05292,-0.0,-0.0
63.44181956815132,1.6440464830979877,132.0,48.0,1,1.6440464830979877,1.6440464830979877,70.0,0.79302275,1.0720233,1.0,0.36666667,1.0,0.0,1.0,0.0,1.0720233,0.875,0.875,0.18793069,0.97074383,0.0,1.0,0.0,0.0,0.0,1.0,483.4272,483.55353,479.6861,0.0,0.0
64.01982676502095,1.6263366317579049,131.0,49.0,1,1.6263366317579049,1.6263366317579049,70.0,0.80024785,1.0631683,1.0,0.3638889,1.0,0.0,1.0,0.0,1.0631683,0.875,0.875,0.17720811,0.9660857,0.0,1.0,0.0,0.0,0.0,1.0,485.3781,485.3921,481.6541,-0.0,-0.0
64.53416485320778,1.6084809854409734,130.0,50.0,1,1.6084809854409734,1.6084809854409734,70.0,0.80667704,1.0542405,1.0,0.3611111,1.0,0.0,1.0,0.0,1.0542405,0.875,0.875,0.18001257,0.9523123,0.0,1.0,0.0,0.0,0.0,1.0,488.26965,487.982,484.68073,0.8,0.8
64.30815416275529,1.5905865516922013,129.0,1.0,0,1.5905865516922013,1.5905865516922013,70.0,0.8038519,1.0452933,1.0,0.35833332,0.033333335,1.0,0.0,0.0,1.0452933,0.875,0.875,0.17877766,0.9412059,0.0,1.0,0.0,0.0,0.0,1.0,487.26114,487.5566,484.08087,0.0,0.0
64.81742753691242,1.5726515268276096,128.0,1.0,1,1.5726515268276096,1.5726515268276096,70.0,0.81021786,1.0363258,1.0,0.35555556,0.033333335,0.0,1.0,0.0,1.0363258,0.875,0.875,0.18156596,0.9273904,0.0,1.0,0.0,0.0,0.0,1.0,484.6986,485.272,480.58673,0.0,0.0
65.31774644031323,1.5545762966686283,127.0,2.0,1,1.5545762966686283,1.5545762966686283,70.0,0.8164718,1.0272882,1.0,0.35277778,0.06666667,0.0,1.0,0.0,1.0272882,0.875,0.875,0.18432511,0.9135008,0.0,1.0,0.0,0.0,0.0,1.0,487.80032,488.25833,483.75452,0.0,0.0
65.80925755647444,1.536363327945061,126.0,3.0,1,1.536363327945061,1.536363327945061,70.0,0.82261574,1.0181817,1.0,0.35,0.1,0.0,1.0,0.0,1.0181817,0.875,0.875,0.18705486,0.899539,0.0,1.0,0.0,0.0,0.0,1.0,490.98767,491.30716,487.0163,-0.0,-0.0
66.29210555503194,1.5180150469240559,125.0,4.0,1,1.5180150469240559,1.5180150469240559,70.0,0.8286513,1.0090076,1.0,0.3472222,0.13333334,0.0,1.0,0.0,1.0090076,0.875,0.875,0.18975493,0.88550675,0.0,1.0,0.0,0.0,0.0,1.0,494.34717,494.50287,490.45172,-0.0,-0.0
66.76643310494838,1.4995338399677571,124.0,5.0,1,1.4995338399677571,1.4995338399677571,70.0,0.8345804,0.99976695,1.0,0.34444445,0.16666667,0.0,1.0,0.0,0.99976695,0.875,0.875,0.19242516,0.8714058,0.0,1.0,0.0,0.0,0.0,1.0,497.79977,497.7886,493.9811,0.2,0.2
66.53227309460289,1.4810204760821009,123.0,1.0,0,1.4810204760821009,1.4810204760821009,70.0,0.8316534,0.9905102,1.0,0.34166667,0.033333335,1.0,0.0,0.0,0.9905102,0.875,0.875,0.19110475,0.8599438,0.0,1.0,0.0,0.0,0.0,1.0,500.8524,500.49008,497.9845,0.2,0.2
66.2989781084448,1.4625720351706697,122.0,2.0,0,1.4625720351706697,1.4625720351706697,70.0,0.8287372,0.981286,1.0,0.33888888,0.06666667,1.0,0.0,0.0,0.981286,0.875,0.875,0.1897935,0.848519,0.0,1.0,0.0,0.0,0.0,1.0,501.88095,501.30438,499.04315,0.2,0.2
66.0665425785711,1.4441882777310973,121.0,3.0,0,1.4441882777310973,1.4441882777310973,70.0,0.8258318,0.9720941,1.0,0.3361111,0.1,1.0,0.0,0.0,0.9720941,0.875,0.875,0.18849131,0.8371313,0.0,1.0,0.0,0.0,0.0,1.0,502.91574,502.1418,500.10846,0.2,0.2
65.8349609838113,1.4258689658011434,120.0,4.0,0,1.4258689658011434,1.4258689658011434,70.0,0.822937,0.9629345,1.0,0.33333334,0.13333334,1.0,0.0,0.0,0.9629345,0.875,0.875,0.18719812,0.8257806,0.0,1.0,0.0,0.0,0.0,1.0,503.8007,502.92566,501.0146,0.2,0.2
65.60422784923442,1.4076138629456487,119.0,5.0,0,1.4076138629456487,1.4076138629456487,70.0,0.82005286,0.95380694,1.0,0.33055556,0.16666667,1.0,0.0,0.0,0.95380694,0.875,0.875,0.18591386,0.81446666,0.0,1.0,0.0,0.0,0.0,1.0,504.56583,503.59183,501.81155,0.2,0.2
65.37433774566381,1.3894227342438654,118.0,6.0,0,1.3894227342438654,1.3894227342438654,70.0,0.8171792,0.9447114,1.0,0.32777777,0.2,1.0,0.0,0.0,0.9447114,0.875,0.875,0.18463844,0.8031895,0.0,1.0,0.0,0.0,0.0,1.0,505.13345,504.10767,502.40314,0.2,0.2
65.14528528919672,1.371295346276824,117.0,7.0,0,1.371295346276824,1.371295346276824,70.0,0.8143161,0.93564767,1.0,0.325,0.23333333,1.0,0.0,0.0,0.93564767,0.875,0.875,0.1833718,0.79194903,0.0,1.0,0.0,0.0,0.0,1.0,505.8257,504.74677,503.12427,0.2,0.2
64.91706514073041,1.3532314671147638,116.0,8.0,0,1.3532314671147638,1.3532314671147638,70.0,0.8114633,0.9266157,1.0,0.32222223,0.26666668,1.0,0.0,0.0,0.9266157,0.875,0.875,0.18211387,0.7807451,0.0,1.0,0.0,0.0,0.0,1.0,506.79382,505.66165,504.12656,0.2,0.2
64.68967200549429,1.3352308663047658,115.0,9.0,0,1.3352308663047658,1.3352308663047658,70.0,0.8086209,0.9176154,1.0,0.31944445,0.3,1.0,0.0,0.0,0.9176154,0.875,0.875,0.18086457,0.7695775,0.0,1.0,0.0,0.0,0.0,1.0,507.59702,506.41653,504.97073,0.2,0.2
64.46310063258778,1.3172933148585244,114.0,10.0,0,1.3172933148585244,1.3172933148585244,70.0,0.80578876,0.90864664,1.0,0.31666666,0.33333334,1.0,0.0,0.0,0.90864664,0.875,0.875,0.17962384,0.75844634,0.0,1.0,0.0,0.0,0.0,1.0,508.19586,506.9735,505.60828,0.2,0.2
64.23734581452368,1.299418585240236,113.0,11.0,0,1.299418585240236,1.299418585240236,70.0,0.80296683,0.8997093,1.0,0.31388888,0.36666667,1.0,0.0,0.0,0.8997093,0.875,0.875,0.1783916,0.74735135,0.0,1.0,0.0,0.0,0.0,1.0,508.8328,507.55035,506.30084,0.2,0.2
64.01240238677768,1.2816064513545307,112.0,12.0,0,1.2816064513545307,1.2816064513545307,70.0,0.80015504,0.8908032,1.0,0.31111112,0.4,1.0,0.0,0.0,0.8908032,0.875,0.875,0.17716779,0.7362924,0.0,1.0,0.0,0.0,0.0,1.0,509.6401,508.2876,507.1671,0.2,0.2
63.7882652273435,1.2638566885347515,111.0,13.0,0,1.2638566885347515,1.2638566885347515,70.0,0.7973533,0.8819283,1.0,0.30833334,0.43333334,1.0,0.0,0.0,0.8819283,0.875,0.875,0.17595233,0.72526956,0.0,1.0,0.0,0.0,0.0,1.0,510.68683,509.23633,508.2808,0.2,0.2
63.564929256292814,1.246169073531,110.0,14.0,0,1.246169073531,1.246169073531,70.0,0.7945616,0.87308455,1.0,0.30555555,0.46666667,1.0,0.0,0.0,0.87308455,0.875,0.875,0.17474517,0.71428263,0.0,1.0,0.0,0.0,0.0,1.0,511.80667,510.2472,509.4677,0.2,0.2
63.34238943534122,1.2285433844986997,109.0,15.0,0,1.2285433844986997,1.2285433844986997,70.0,0.7917799,0.8642717,1.0,0.30277777,0.5,1.0,0.0,0.0,0.8642717,0.875,0.875,0.17354622,0.7033315,0.0,1.0,0.0,0.0,0.0,1.0,512.7143,511.05835,510.43018,0.2,0.2
63.12064076741967,1.2109794009869397,108.0,16.0,0,1.2109794009869397,1.2109794009869397,70.0,0.789008,0.8554897,1.0,0.3,0.53333336,1.0,0.0,0.0,0.8554897,0.875,0.875,0.17235544,0.69241595,0.0,1.0,0.0,0.0,0.0,1.0,513.7067,511.95218,511.4786,0.2,0.2
62.89967829625076,1.193476903927202,107.0,17.0,0,1.193476903927202,1.193476903927202,70.0,0.786246,0.84673846,1.0,0.29722223,0.56666666,1.0,0.0,0.0,0.84673846,0.875,0.875,0.17117275,0.6815361,0.0,1.0,0.0,0.0,0.0,1.0,514.63837,512.75256,512.4716,0.2,0.2
62.67949710593043,1.1760356756220283,106.0,18.0,0,1.1760356756220283,1.1760356756220283,70.0,0.7834937,0.8380178,1.0,0.29444444,0.6,1.0,0.0,0.0,0.8380178,0.875,0.875,0.1699981,0.6706917,0.0,1.0,0.0,0.0,0.0,1.0,515.5328,513.5154,513.39105,0.2,0.2
62.46009232051481,1.1586554997338432,105.0,19.0,0,1.1586554997338432,1.1586554997338432,70.0,0.78075117,0.82932776,1.0,0.29166666,0.6333333,1.0,0.0,0.0,0.82932776,0.875,0.875,0.16883138,0.6598827,0.0,1.0,0.0,0.0,0.0,1.0,516.25867,514.11365,514.1445,0.2,0.2
62.241459103612065,1.1413361612739905,104.0,20.0,0,1.1413361612739905,1.1413361612739905,70.0,0.77801824,0.8206681,1.0,0.2888889,0.6666667,1.0,0.0,0.0,0.8206681,0.875,0.875,0.16767259,0.64910907,0.0,1.0,0.0,0.0,0.0,1.0,517.021,514.74585,514.93616,0.1,0.1
62.02359265797929,1.124077446591702,103.0,21.0,0,1.124077446591702,1.124077446591702,70.0,0.7752949,0.8120387,1.0,0.28611112,0.7,1.0,0.0,0.0,0.8120387,0.875,0.875,0.16652162,0.6383706,0.0,1.0,0.0,0.0,0.0,1.0,518.6094,516.20056,516.5636,0.1,0.1
61.8064882251242,1.1068791433633898,102.0,22.0,0,1.1068791433633898,1.1068791433633898,70.0,0.7725811,0.80343956,1.0,0.28333333,0.73333335,1.0,0.0,0.0,0.80343956,0.875,0.875,0.16537844,0.6276671,0.0,1.0,0.0,0.0,0.0,1.0,520.07874,517.54913,518.06946,0.1,0.1
61.59014108491188,1.0897410405818455,101.0,23.0,0,1.0897410405818455,1.0897410405818455,70.0,0.7698768,0.7948705,1.0,0.28055555,0.76666665,1.0,0.0,0.0,0.7948705,0.875,0.875,0.16424297,0.61699873,0.0,1.0,0.0,0.0,0.0,1.0,521.69916,519.05695,519.73175,0.1,0.1
61.37454655517601,1.0726629285456717,100.0,24.0,0,1.0726629285456717,1.0726629285456717,70.0,0.7671818,0.7863315,1.0,0.2777778,0.8,1.0,0.0,0.0,0.7863315,0.875,0.875,0.16311514,0.6063652,0.0,1.0,0.0,0.0,0.0,1.0,523.3586,520.6027,521.4317,0.1,0.1
61.15969999133502,1.055644598848808,99.0,25.0,0,1.055644598848808,1.055644598848808,70.0,0.76449627,0.7778223,1.0,0.275,0.8333333,1.0,0.0,0.0,0.7778223,0.875,0.875,0.1619949,0.5957665,0.0,1.0,0.0,0.0,0.0,1.0,525.07196,522.183,523.1864,0.1,0.1
60.94559678601293,1.0386858443701037,98.0,26.0,0,1.0386858443701037,1.0386858443701037,70.0,0.76181996,0.7693429,1.0,0.27222222,0.8666667,1.0,0.0,0.0,0.7693429,0.875,0.875,0.1608822,0.58520246,0.0,1.0,0.0,0.0,0.0,1.0,526.8158,523.79535,524.9737,0.1,0.1
60.73223236866438,1.0217864592630939,97.0,27.0,0,1.0217864592630939,1.0217864592630939,70.0,0.7591529,0.7608932,1.0,0.26944444,0.9,1.0,0.0,0.0,0.7608932,0.875,0.875,0.15977697,0.574673,0.0,1.0,0.0,0.0,0.0,1.0,528.7747,525.6071,526.9822,0.1,0.1
