time,position_km,kilometrage,speed,notch,gradient,atc_ceiling,atc_now
2.80,2.025986,13.985814,8.9246,P1,3.00,70.00,70.0
2.90,2.026238,13.985562,9.2425,P1,3.00,70.00,70.0
3.00,2.026500,13.985300,9.5604,P1,3.00,70.00,70.0
3.10,2.026770,13.985030,9.8783,P1,3.00,70.00,70.0
3.20,2.027050,13.984750,10.1961,P1,3.00,70.00,70.0
3.30,2.027338,13.984462,10.5138,P1,3.00,70.00,70.0
3.40,2.027635,13.984165,10.8230,P1,9.00,70.00,70.0
3.50,2.027940,13.983860,11.1194,P1,9.00,70.00,70.0
3.60,2.028253,13.983547,11.4158,P1,9.00,70.00,70.0
3.70,2.028575,13.983225,11.7121,P1,9.00,70.00,70.0
3.80,2.028905,13.982895,12.0084,P1,9.00,70.00,70.0
3.90,2.029243,13.982557,12.3046,P1,9.00,70.00,70.0
4.00,2.029589,13.982211,12.6007,P1,9.00,70.00,70.0
4.10,2.029944,13.981856,12.8968,P1,9.00,70.00,70.0
4.20,2.030306,13.981494,13.1929,P1,9.00,70.00,70.0
4.30,2.030677,13.981123,13.4888,P1,9.00,70.00,70.0
4.40,2.031057,13.980743,13.7848,P1,9.00,70.00,70.0
4.50,2.031444,13.980356,14.0806,P1,9.00,70.00,70.0
4.60,2.031840,13.979960,14.3764,P1,9.00,70.00,70.0
4.70,2.032244,13.979556,14.6721,P1,9.00,70.00,70.0
4.80,2.032656,13.979144,14.9678,P1,9.00,70.00,70.0
4.90,2.033076,13.978724,15.2634,P1,9.00,70.00,70.0
5.00,2.033504,13.978296,15.5589,P1,9.00,70.00,70.0
5.10,2.033941,13.977859,15.8544,P1,9.00,70.00,70.0
5.20,2.034386,13.977414,16.1498,P1,9.00,70.00,70.0
5.30,2.034839,13.976961,16.4452,P1,9.00,70.00,70.0
5.40,2.035300,13.976500,16.7405,P1,9.00,70.00,70.0
5.50,2.035770,13.976030,17.0357,P1,9.00,70.00,70.0
5.60,2.036248,13.975552,17.3309,P1,9.00,70.00,70.0
5.70,2.036734,13.975066,17.6260,P1,9.00,70.00,70.0
5.80,2.037228,13.974572,17.9210,P1,9.00,70.00,70.0
5.90,2.037730,13.974070,18.2160,P1,9.00,70.00,70.0
6.00,2.038241,13.973559,18.5109,P1,9.00,70.00,70.0
6.10,2.038759,13.973041,18.8057,P1,9.00,70.00,70.0
6.20,2.039286,13.972514,19.1004,P1,9.00,70.00,70.0
6.30,2.039821,13.971979,19.3951,P1,9.00,70.00,70.0
6.40,2.040364,13.971436,19.6898,P1,9.00,70.00,70.0
6.50,2.040916,13.970884,19.9843,P1,9.00,70.00,70.0
6.60,2.041476,13.970324,20.2788,P1,9.00,70.00,70.0
6.70,2.042043,13.969757,20.5732,P1,9.00,70.00,70.0
6.80,2.042619,13.969181,20.8676,P1,9.00,70.00,70.0
6.90,2.043203,13.968597,21.1619,P1,9.00,70.00,70.0
7.00,2.043796,13.968004,21.4561,P1,9.00,70.00,70.0
7.10,2.044396,13.967404,21.7502,P1,9.00,70.00,70.0
7.20,2.045005,13.966795,22.0443,P1,9.00,70.00,70.0
7.30,2.045622,13.966178,22.3383,P1,9.00,70.00,70.0
7.40,2.046247,13.965553,22.6322,P1,9.00,70.00,70.0
7.50,2.046880,13.964920,22.9260,P1,9.00,70.00,70.0
7.60,2.047521,13.964279,23.2198,P1,9.00,70.00,70.0
7.70,2.048171,13.963629,23.5135,P1,9.00,70.00,70.0
7.80,2.048828,13.962972,23.8071,P1,9.00,70.00,70.0
7.90,2.049494,13.962306,24.1007,P1,9.00,70.00,70.0
8.00,2.050168,13.961632,24.3942,P1,9.00,70.00,70.0
8.10,2.050850,13.960950,24.6876,P1,9.00,70.00,70.0
8.20,2.051540,13.960260,24.9809,P1,9.00,70.00,70.0
8.30,2.052239,13.959561,25.2742,P1,9.00,70.00,70.0
8.40,2.052945,13.958855,25.5673,P1,9.00,70.00,70.0
8.50,2.053660,13.958140,25.8605,P1,9.00,70.00,70.0
8.60,2.054383,13.957417,26.1535,P1,9.00,70.00,70.0
8.70,2.055114,13.956686,26.4464,P1,9.00,70.00,70.0
8.80,2.055853,13.955947,26.7393,P1,9.00,70.00,70.0
8.90,2.056600,13.955200,27.0321,P1,9.00,70.00,70.0
9.00,2.057356,13.954444,27.3248,P1,9.00,70.00,70.0
9.10,2.058119,13.953681,27.6174,P1,9.00,70.00,70.0
9.20,2.058891,13.952909,27.9100,P1,9.00,70.00,70.0
9.30,2.059670,13.952130,28.2025,P1,9.00,70.00,70.0
9.40,2.060458,13.951342,28.4949,P1,9.00,70.00,70.0
9.50,2.061254,13.950546,28.7872,P1,9.00,70.00,70.0
9.60,2.062058,13.949742,29.0794,P1,9.00,70.00,70.0
9.70,2.062871,13.948929,29.3716,P1,9.00,70.00,70.0
9.80,2.063691,13.948109,29.6637,P1,9.00,70.00,70.0
9.90,2.064519,13.947281,29.9557,P1,9.00,70.00,70.0
10.00,2.065356,13.946444,30.2476,P1,9.00,70.00,70.0
10.10,2.066201,13.945599,30.5394,P1,9.00,70.00,70.0
10.20,2.067053,13.944747,30.8311,P1,9.00,70.00,70.0
10.30,2.067914,13.943886,31.1228,P1,9.00,70.00,70.0
10.40,2.068783,13.943017,31.4144,P1,9.00,70.00,70.0
10.50,2.069660,13.942140,31.7059,P1,9.00,70.00,70.0
10.60,2.070546,13.941254,31.9973,P1,9.00,70.00,70.0
10.70,2.071439,13.940361,32.2886,P1,9.00,70.00,70.0
10.80,2.072340,13.939460,32.5798,P1,9.00,70.00,70.0
10.90,2.073250,13.938550,32.8710,P1,9.00,70.00,70.0
11.00,2.074167,13.937633,33.1621,P1,9.00,70.00,70.0
11.10,2.075093,13.936707,33.4530,P1,9.00,70.00,70.0
11.20,2.076026,13.935774,33.7439,P1,9.00,70.00,70.0
11.30,2.076968,13.934832,34.0347,P1,9.00,70.00,70.0
11.40,2.077918,13.933882,34.3255,P1,9.00,70.00,70.0
11.50,2.078876,13.932924,34.6161,P1,9.00,70.00,70.0
11.60,2.079842,13.931958,34.9066,P1,9.00,70.00,70.0
11.70,2.080816,13.930984,35.1971,P1,9.00,70.00,70.0
11.80,2.081798,13.930002,35.4874,P1,9.00,70.00,70.0
11.90,2.082788,13.929012,35.7777,P1,9.00,70.00,70.0
12.00,2.083787,13.928013,36.0679,P1,9.00,70.00,70.0
12.10,2.084793,13.927007,36.3580,P1,9.00,70.00,70.0
12.20,2.085807,13.925993,36.6480,P1,9.00,70.00,70.0
12.30,2.086830,13.924970,36.9379,P1,9.00,70.00,70.0
12.40,2.087860,13.923940,37.2278,P1,9.00,70.00,70.0
12.50,2.088899,13.922901,37.5175,P1,9.00,70.00,70.0
12.60,2.089945,13.921855,37.8071,P1,9.00,70.00,70.0
12.70,2.091000,13.920800,38.0967,P1,9.00,70.00,70.0
12.80,2.092063,13.919737,38.3861,P1,9.00,70.00,70.0
12.90,2.093133,13.918667,38.6755,P1,9.00,70.00,70.0
13.00,2.094212,13.917588,38.9648,P1,9.00,70.00,70.0
13.10,2.095299,13.916501,39.2539,P1,9.00,70.00,70.0
13.20,2.096394,13.915406,39.5430,P1,9.00,70.00,70.0
13.30,2.097496,13.914304,39.8320,P1,9.00,70.00,70.0
13.40,2.098607,13.913193,40.1207,P1,9.00,70.00,70.0
13.50,2.099726,13.912074,40.4074,P1,9.00,70.00,70.0
13.60,2.100853,13.910947,40.6917,P1,9.00,70.00,70.0
13.70,2.101988,13.909812,40.9735,P1,9.00,70.00,70.0
13.80,2.103130,13.908670,41.2530,P1,9.00,70.00,70.0
13.90,2.104280,13.907520,41.5302,P1,9.00,70.00,70.0
14.00,2.105438,13.906362,41.8051,P1,9.00,70.00,70.0
14.10,2.106603,13.905197,42.0778,P1,9.00,70.00,70.0
14.20,2.107776,13.904024,42.3484,P1,9.00,70.00,70.0
14.30,2.108957,13.902843,42.6168,P1,9.00,70.00,70.0
14.40,2.110145,13.901655,42.8832,P1,9.00,70.00,70.0
14.50,2.111340,13.900460,43.1475,P1,9.00,70.00,70.0
14.60,2.112543,13.899257,43.4098,P1,9.00,70.00,70.0
14.70,2.113752,13.898048,43.6701,P1,9.00,70.00,70.0
14.80,2.114969,13.896831,43.9286,P1,9.00,70.00,70.0
14.90,2.116193,13.895607,44.1851,P1,9.00,70.00,70.0
15.00,2.117425,13.894375,44.4398,P1,9.00,70.00,70.0
15.10,2.118663,13.893137,44.6926,P1,9.00,70.00,70.0
15.20,2.119908,13.891892,44.9437,P1,9.00,70.00,70.0
15.30,2.121161,13.890639,45.1930,P1,9.00,70.00,70.0
15.40,2.122420,13.889380,45.4405,P1,9.00,70.00,70.0
15.50,2.123686,13.888114,45.6864,P1,9.00,70.00,70.0
15.60,2.124959,13.886841,45.9306,P1,9.00,70.00,70.0
15.70,2.126238,13.885562,46.1731,P1,9.00,70.00,70.0
15.80,2.127524,13.884276,46.4140,P1,9.00,70.00,70.0
15.90,2.128817,13.882983,46.6534,P1,9.00,70.00,70.0
16.00,2.130117,13.881683,46.8911,P1,9.00,70.00,70.0
16.10,2.131423,13.880377,47.1274,P1,9.00,70.00,70.0
16.20,2.132736,13.879064,47.3621,P1,9.00,70.00,70.0
16.30,2.134055,13.877745,47.5953,P1,9.00,70.00,70.0
16.40,2.135381,13.876419,47.8270,P1,9.00,70.00,70.0
16.50,2.136713,13.875087,48.0573,P1,9.00,70.00,70.0
16.60,2.138051,13.873749,48.2862,P1,9.00,70.00,70.0
16.70,2.139396,13.872404,48.5136,P1,9.00,70.00,70.0
16.80,2.140747,13.871053,48.7397,P1,9.00,70.00,70.0
16.90,2.142104,13.869696,48.9644,P1,9.00,70.00,70.0
17.00,2.143468,13.868332,49.1878,P1,9.00,70.00,70.0
17.10,2.144837,13.866963,49.4098,P1,9.00,70.00,70.0
17.20,2.146213,13.865587,49.6306,P1,9.00,70.00,70.0
17.30,2.147595,13.864205,49.8500,P1,9.00,70.00,70.0
17.40,2.148983,13.862817,50.0682,P1,9.00,70.00,70.0
17.50,2.150377,13.861423,50.2851,P1,9.00,70.00,70.0
17.60,2.151778,13.860022,50.5008,P1,9.00,70.00,70.0
17.70,2.153184,13.858616,50.7152,P1,9.00,70.00,70.0
17.80,2.154596,13.857204,50.9285,P1,9.00,70.00,70.0
17.90,2.156014,13.855786,51.1405,P1,9.00,70.00,70.0
18.00,2.157437,13.854363,51.3514,P1,9.00,70.00,70.0
18.10,2.158867,13.852933,51.5612,P1,9.00,70.00,70.0
18.20,2.160302,13.851498,51.7698,P1,9.00,70.00,70.0
18.30,2.161744,13.850056,51.9772,P1,9.00,70.00,70.0
18.40,2.163191,13.848609,52.1836,P1,9.00,70.00,70.0
18.50,2.164643,13.847157,52.3888,P1,9.00,70.00,70.0
18.60,2.166102,13.845698,52.5930,P1,9.00,70.00,70.0
18.70,2.167566,13.844234,52.7961,P1,9.00,70.00,70.0
18.80,2.169035,13.842765,52.9981,P1,9.00,70.00,70.0
18.90,2.170511,13.841289,53.1991,P1,9.00,70.00,70.0
19.00,2.171991,13.839809,53.3990,P1,9.00,70.00,70.0
19.10,2.173478,13.838322,53.5980,P1,9.00,70.00,70.0
19.20,2.174970,13.836830,53.7959,P1,9.00,70.00,70.0
19.30,2.176467,13.835333,53.9928,P1,9.00,70.00,70.0
19.40,2.177970,13.833830,54.1887,P1,9.00,70.00,70.0
19.50,2.179478,13.832322,54.3837,P1,9.00,70.00,70.0
19.60,2.180992,13.830808,54.5776,P1,9.00,70.00,70.0
19.70,2.182511,13.829289,54.7707,P1,9.00,70.00,70.0
19.80,2.184035,13.827765,54.9628,P1,9.00,70.00,70.0
19.90,2.185565,13.826235,55.1539,P1,9.00,70.00,70.0
20.00,2.187100,13.824700,55.3441,P1,9.00,70.00,70.0
20.10,2.188640,13.823160,55.5334,P1,9.00,70.00,70.0
20.20,2.190185,13.821615,55.7219,P1,9.00,70.00,70.0
20.30,2.191736,13.820064,55.9094,P1,9.00,70.00,70.0
20.40,2.193292,13.818508,56.0960,P1,9.00,70.00,70.0
20.50,2.194853,13.816947,56.2818,P1,9.00,70.00,70.0
20.60,2.196419,13.815381,56.4667,P1,9.00,70.00,70.0
20.70,2.197990,13.813810,56.6507,P1,9.00,70.00,70.0
20.80,2.199567,13.812233,56.8339,P1,9.00,70.00,70.0
20.90,2.201148,13.810652,57.0163,P1,9.00,70.00,70.0
21.00,2.202735,13.809065,57.1978,P1,9.00,70.00,70.0
21.10,2.204326,13.807474,57.3785,P1,9.00,70.00,70.0
21.20,2.205923,13.805877,57.5584,P1,9.00,70.00,70.0
21.30,2.207525,13.804275,57.7374,P1,9.00,70.00,70.0
21.40,2.209131,13.802669,57.9157,P1,9.00,70.00,70.0
21.50,2.210743,13.801057,58.0932,P1,9.00,70.00,70.0
21.60,2.212359,13.799441,58.2699,P1,9.00,70.00,70.0
21.70,2.213980,13.797820,58.4459,P1,9.00,70.00,70.0
21.80,2.215607,13.796193,58.6210,P1,9.00,70.00,70.0
21.90,2.217238,13.794562,58.7954,P1,9.00,70.00,70.0
22.00,2.218873,13.792927,58.9691,P1,9.00,70.00,70.0
22.10,2.220514,13.791286,59.1420,P1,9.00,70.00,70.0
22.20,2.222160,13.789640,59.3142,P1,9.00,70.00,70.0
22.30,2.223810,13.787990,59.4856,P1,9.00,70.00,70.0
22.40,2.225465,13.786335,59.6563,P1,9.00,70.00,70.0
22.50,2.227125,13.784675,59.8263,P1,9.00,70.00,70.0
22.60,2.228790,13.783010,60.0474,P1,-12.00,70.00,70.0
22.70,2.230461,13.781339,60.2897,P1,-12.00,70.00,70.0
22.80,2.232140,13.779660,60.5310,P1,-12.00,70.00,70.0
22.90,2.233825,13.777975,60.7714,P1,-12.00,70.00,70.0
23.00,2.235516,13.776284,61.0107,P1,-12.00,70.00,70.0
23.10,2.237215,13.774585,61.2491,P1,-12.00,70.00,70.0
23.20,2.238920,13.772880,61.4865,P1,-12.00,70.00,70.0
23.30,2.240631,13.771169,61.7230,P1,-12.00,70.00,70.0
23.40,2.242350,13.769450,61.9585,P1,-12.00,70.00,70.0
23.50,2.244074,13.767726,62.1931,P1,-12.00,70.00,70.0
23.60,2.245805,13.765995,62.4268,P1,-12.00,70.00,70.0
23.70,2.247543,13.764257,62.6595,P1,-12.00,70.00,70.0
23.80,2.249287,13.762513,62.8914,P1,-12.00,70.00,70.0
23.90,2.251038,13.760762,63.1224,P1,-12.00,69.92,70.0
24.00,2.252795,13.759005,63.3525,P1,-12.00,69.74,70.0
24.10,2.254558,13.757242,63.5817,P1,-12.00,69.50,70.0
24.20,2.256327,13.755473,63.8101,P1,-12.00,69.31,70.0
24.30,2.258103,13.753697,64.0067,B2,-12.00,69.07,70.0
24.40,2.259880,13.751920,63.9256,B2,-12.00,68.88,70.0
24.50,2.261655,13.750145,63.8445,B2,-12.00,68.64,70.0
24.60,2.263427,13.748373,63.7633,B2,-12.00,68.45,70.0
24.70,2.265197,13.746603,63.6822,B2,-12.00,68.20,70.0
24.80,2.266964,13.744836,63.6010,B2,-12.00,68.01,70.0
24.90,2.268730,13.743070,63.5199,B2,-12.00,67.76,70.0
25.00,2.270493,13.741307,63.4387,B2,-12.00,67.58,70.0
25.10,2.272254,13.739546,63.3576,B2,-12.00,67.33,70.0
25.20,2.274013,13.737787,63.2764,B2,-12.00,67.07,70.0
25.30,2.275769,13.736031,63.1953,B2,-12.00,66.88,70.0
25.40,2.277523,13.734277,63.1142,B2,-12.00,66.63,70.0
25.50,2.279275,13.732525,63.0330,B2,-12.00,66.44,70.0
25.60,2.281025,13.730775,62.9519,B2,-12.00,66.18,70.0
25.70,2.282772,13.729028,62.8707,B2,-12.00,65.99,70.0
25.80,2.284518,13.727282,62.7896,B2,-12.00,65.74,70.0
25.90,2.286261,13.725539,62.7084,B2,-12.00,65.54,70.0
26.00,2.288001,13.723799,62.6273,B2,-12.00,65.29,70.0
26.10,2.289740,13.722060,62.5461,B2,-12.00,65.09,70.0
26.20,2.291476,13.720324,62.4650,B2,-12.00,64.90,70.0
26.30,2.293210,13.718590,62.3839,B2,-12.00,64.64,70.0
26.40,2.294941,13.716859,62.3027,B2,-12.00,64.44,70.0
26.50,2.296671,13.715129,62.2216,B2,-12.00,64.18,70.0
26.60,2.298398,13.713402,62.1404,B2,-12.00,63.98,70.0
26.70,2.300123,13.711677,62.0593,B2,-12.00,63.72,70.0
26.80,2.301845,13.709955,61.9781,B2,-12.00,63.52,70.0
26.90,2.303566,13.708234,61.8970,B2,-12.00,63.25,70.0
27.00,2.305284,13.706516,61.8159,B2,-12.00,63.05,70.0
27.10,2.307000,13.704800,61.7347,B2,-12.00,62.85,70.0
27.20,2.308713,13.703087,61.6536,B2,-12.00,62.59,70.0
27.30,2.310425,13.701375,61.5724,B2,-12.00,62.39,70.0
27.40,2.312134,13.699666,61.4913,B2,-12.00,62.12,70.0
27.50,2.313841,13.697959,61.4101,B2,-12.00,61.91,70.0
27.60,2.315545,13.696255,61.3290,B2,-12.00,61.64,70.0
27.70,2.317248,13.694552,61.2478,B2,-12.00,61.44,70.0
27.80,2.318948,13.692852,61.1667,B2,-12.00,61.23,70.0
27.90,2.320645,13.691155,61.0856,B2,-12.00,60.96,70.0
28.00,2.322341,13.689459,61.0044,B2,-12.00,60.75,70.0
28.10,2.324034,13.687766,60.9233,B2,-12.00,60.48,70.0
28.20,2.325725,13.686075,60.8421,B2,-12.00,60.27,70.0
28.30,2.327414,13.684386,60.7610,B2,-12.00,60.06,70.0
28.40,2.329101,13.682699,60.6798,B2,-12.00,59.78,70.0
28.50,2.330785,13.681015,60.5987,B2,-12.00,59.57,70.0
28.60,2.332467,13.679333,60.5175,B2,-12.00,59.36,70.0
28.70,2.334147,13.677653,60.4364,B2,-12.00,59.08,70.0
28.80,2.335825,13.675975,60.3553,B2,-12.00,58.87,70.0
28.90,2.337500,13.674300,60.2741,B2,-12.00,58.65,70.0
29.00,2.339173,13.672627,60.1930,B2,-12.00,58.37,70.0
29.10,2.340844,13.670956,60.1118,B2,-12.00,58.16,70.0
29.20,2.342512,13.669288,60.0307,B2,-12.00,57.87,70.0
29.30,2.344179,13.667621,59.9495,B2,-12.00,57.65,70.0
29.40,2.345843,13.665957,59.8684,B2,-12.00,57.44,70.0
29.50,2.347504,13.664296,59.7873,B2,-12.00,57.15,70.0
29.60,2.349164,13.662636,59.7061,B2,-12.00,56.93,70.0
29.70,2.350821,13.660979,59.6250,B2,-12.00,56.71,70.0
29.80,2.352476,13.659324,59.5438,B2,-12.00,56.49,70.0
29.90,2.354129,13.657671,59.4627,B2,-12.00,56.19,70.0
30.00,2.355779,13.656021,59.3815,B2,-12.00,55.97,70.0
30.10,2.357428,13.654372,59.3004,B2,-12.00,55.75,70.0
30.20,2.359074,13.652726,59.2192,B2,-12.00,55.45,70.0
30.30,2.360717,13.651083,59.1381,B2,-12.00,55.23,70.0
30.40,2.362359,13.649441,59.0570,B2,-12.00,55.00,55.0
30.50,2.363998,13.647802,58.9758,B2,-12.00,55.00,55.0
30.60,2.365635,13.646165,58.8947,B2,-12.00,55.00,55.0
30.70,2.367270,13.644530,58.8135,B2,-12.00,55.00,55.0
30.80,2.368902,13.642898,58.7324,B2,-12.00,55.00,55.0
30.90,2.370532,13.641268,58.6512,B2,-12.00,55.00,55.0
31.00,2.372160,13.639640,58.5701,B2,-12.00,55.00,55.0
31.10,2.373786,13.638014,58.4889,B2,-12.00,55.00,55.0
31.20,2.375410,13.636390,58.4078,B2,-12.00,55.00,55.0
31.30,2.377031,13.634769,58.3267,B2,-12.00,55.00,55.0
31.40,2.378650,13.633150,58.2455,B2,-12.00,55.00,55.0
31.50,2.380266,13.631534,58.1644,B2,-12.00,55.00,55.0
31.60,2.381881,13.629919,58.0832,B2,-12.00,55.00,55.0
31.70,2.383493,13.628307,58.0021,B2,-12.00,55.00,55.0
31.80,2.385103,13.626697,57.9209,B2,-12.00,55.00,55.0
31.90,2.386711,13.625089,57.8398,B2,-12.00,55.00,55.0
32.00,2.388316,13.623484,57.7717,C,9.00,55.00,55.0
32.10,2.389920,13.621880,57.7166,C,9.00,55.00,55.0
32.20,2.391522,13.620278,57.6615,C,9.00,55.00,55.0
32.30,2.393123,13.618677,57.6065,C,9.00,55.00,55.0
32.40,2.394723,13.617077,57.5514,C,9.00,55.00,55.0
32.50,2.396320,13.615480,57.4964,C,9.00,55.00,55.0
32.60,2.397917,13.613883,57.4415,C,9.00,55.00,55.0
32.70,2.399512,13.612288,57.3865,C,9.00,55.00,55.0
32.80,2.401105,13.610695,57.3316,C,9.00,55.00,55.0
32.90,2.402696,13.609104,57.2767,C,9.00,55.00,55.0
33.00,2.404287,13.607513,57.2218,C,9.00,55.00,55.0
33.10,2.405875,13.605925,57.1669,C,9.00,55.00,55.0
33.20,2.407462,13.604338,57.1121,C,9.00,55.00,55.0
33.30,2.409048,13.602752,57.0573,C,9.00,55.00,55.0
33.40,2.410632,13.601168,57.0025,C,9.00,55.00,55.0
33.50,2.412215,13.599585,56.9477,C,9.00,55.00,55.0
33.60,2.413796,13.598004,56.8930,C,9.00,55.00,55.0
33.70,2.415375,13.596425,56.8382,C,9.00,55.00,55.0
33.80,2.416953,13.594847,56.7835,C,9.00,55.00,55.0
33.90,2.418530,13.593270,56.7288,C,9.00,55.00,55.0
34.00,2.420105,13.591695,56.6742,C,9.00,55.00,55.0
34.10,2.421678,13.590122,56.6195,C,9.00,55.00,55.0
34.20,2.423250,13.588550,56.5649,C,9.00,55.00,55.0
34.30,2.424821,13.586979,56.5103,C,9.00,55.00,55.0
34.40,2.426389,13.585411,56.4558,C,9.00,55.00,55.0
34.50,2.427957,13.583843,56.4012,C,9.00,55.00,55.0
34.60,2.429523,13.582277,56.3467,C,9.00,55.00,55.0
34.70,2.431087,13.580713,56.2922,C,9.00,55.00,55.0
34.80,2.432650,13.579150,56.2377,C,9.00,55.00,55.0
34.90,2.434211,13.577589,56.1832,C,9.00,55.00,55.0
35.00,2.435771,13.576029,56.1288,C,9.00,55.00,55.0
35.10,2.437329,13.574471,56.0744,C,9.00,55.00,55.0
35.20,2.438886,13.572914,56.0200,C,9.00,55.00,55.0
35.30,2.440441,13.571359,55.9656,C,9.00,55.00,55.0
35.40,2.441995,13.569805,55.9113,C,9.00,55.00,55.0
35.50,2.443547,13.568253,55.8569,C,9.00,55.00,55.0
35.60,2.445098,13.566702,55.8026,C,9.00,55.00,55.0
35.70,2.446647,13.565153,55.7483,C,9.00,55.00,55.0
35.80,2.448195,13.563605,55.6941,C,9.00,55.00,55.0
35.90,2.449741,13.562059,55.6398,C,9.00,55.00,55.0
36.00,2.451286,13.560514,55.5856,C,9.00,55.00,55.0
36.10,2.452829,13.558971,55.5314,C,9.00,55.00,55.0
36.20,2.454371,13.557429,55.4772,C,9.00,55.00,55.0
36.30,2.455911,13.555889,55.4231,C,9.00,55.00,55.0
36.40,2.457450,13.554350,55.3690,C,9.00,55.00,55.0
36.50,2.458987,13.552813,55.3148,C,9.00,55.00,55.0
36.60,2.460523,13.551277,55.2608,C,9.00,55.00,55.0
36.70,2.462057,13.549743,55.2067,C,9.00,55.00,55.0
36.80,2.463590,13.548210,55.1526,C,9.00,55.00,55.0
36.90,2.465121,13.546679,55.0986,C,9.00,55.00,55.0
37.00,2.466651,13.545149,55.0446,C,9.00,55.00,55.0
37.10,2.468179,13.543621,54.9906,C,9.00,55.00,55.0
37.20,2.469705,13.542095,54.9367,C,9.00,55.00,55.0
37.30,2.471231,13.540569,54.8828,C,9.00,55.00,55.0
37.40,2.472754,13.539046,54.8288,C,9.00,55.00,55.0
37.50,2.474277,13.537523,54.7749,C,9.00,55.00,55.0
37.60,2.475797,13.536003,54.7211,C,9.00,55.00,55.0
37.70,2.477316,13.534484,54.6672,C,9.00,55.00,55.0
37.80,2.478834,13.532966,54.6134,C,9.00,55.00,55.0
37.90,2.480350,13.531450,54.5596,C,9.00,55.00,55.0
38.00,2.481865,13.529935,54.5058,C,9.00,55.00,55.0
38.10,2.483378,13.528422,54.4520,C,9.00,55.00,55.0
38.20,2.484890,13.526910,54.3983,C,9.00,55.00,55.0
38.30,2.486400,13.525400,54.3446,C,9.00,55.00,55.0
38.40,2.487909,13.523891,54.2909,C,9.00,55.00,55.0
38.50,2.489416,13.522384,54.2372,C,9.00,55.00,55.0
38.60,2.490922,13.520878,54.1835,C,9.00,55.00,55.0
38.70,2.492426,13.519374,54.1299,C,9.00,55.00,55.0
38.80,2.493929,13.517871,54.0763,C,9.00,55.00,55.0
38.90,2.495430,13.516370,54.0227,C,9.00,55.00,55.0
39.00,2.496930,13.514870,53.9691,C,9.00,55.00,55.0
39.10,2.498429,13.513371,53.9156,C,9.00,55.00,55.0
39.20,2.499925,13.511875,53.8620,C,9.00,55.00,55.0
39.30,2.501421,13.510379,53.8085,C,9.00,55.00,55.0
39.40,2.502915,13.508885,53.7551,C,9.00,55.00,55.0
39.50,2.504407,13.507393,53.7016,C,9.00,55.00,55.0
39.60,2.505898,13.505902,53.6481,C,9.00,55.00,55.0
39.70,2.507387,13.504413,53.5947,C,9.00,55.00,55.0
39.80,2.508875,13.502925,53.5413,C,9.00,55.00,55.0
39.90,2.510362,13.501438,53.4879,C,9.00,55.00,55.0
40.00,2.511847,13.499953,53.4346,C,9.00,55.00,55.0
40.10,2.513330,13.498470,53.3812,C,9.00,55.00,55.0
40.20,2.514812,13.496988,53.3279,C,9.00,55.00,55.0
40.30,2.516293,13.495507,53.2746,C,9.00,55.00,55.0
40.40,2.517772,13.494028,53.2213,C,9.00,55.00,55.0
40.50,2.519249,13.492551,53.1681,C,9.00,55.00,55.0
40.60,2.520725,13.491075,53.1149,C,9.00,55.00,55.0
40.70,2.522200,13.489600,53.0616,C,9.00,55.00,55.0
40.80,2.523673,13.488127,53.0084,C,9.00,55.00,55.0
