time,position_km,kilometrage,speed,notch,gradient,atc_ceiling,atc_now
7.90,0.992404,15.019396,25.3330,P1,2.00,75.00,75.0
8.00,0.993113,15.018687,25.6508,P1,2.00,75.00,75.0
8.10,0.993830,15.017970,25.9686,P1,2.00,75.00,75.0
8.20,0.994556,15.017244,26.2863,P1,2.00,75.00,75.0
8.30,0.995291,15.016509,26.6039,P1,2.00,75.00,75.0
8.40,0.996035,15.015765,26.9214,P1,2.00,75.00,75.0
8.50,0.996788,15.015012,27.2389,P1,2.00,75.00,75.0
8.60,0.997549,15.014251,27.5562,P1,2.00,75.00,75.0
8.70,0.998319,15.013481,27.8735,P1,2.00,75.00,75.0
8.80,0.999099,15.012701,28.1907,P1,2.00,75.00,75.0
8.90,0.999887,15.011913,28.5077,P1,2.00,75.00,75.0
9.00,1.000683,15.011117,28.8248,P1,2.00,75.00,75.0
9.10,1.001489,15.010311,29.1417,P1,2.00,75.00,75.0
9.20,1.002303,15.009497,29.4585,P1,2.00,75.00,75.0
9.30,1.003126,15.008674,29.7752,P1,2.00,75.00,75.0
9.40,1.003958,15.007842,30.0919,P1,2.00,75.00,75.0
9.50,1.004799,15.007001,30.4085,P1,2.00,75.00,75.0
9.60,1.005648,15.006152,30.7249,P1,2.00,75.00,75.0
9.70,1.006507,15.005293,31.0413,P1,2.00,75.00,75.0
9.80,1.007374,15.004426,31.3576,P1,2.00,75.00,75.0
9.90,1.008250,15.003550,31.6738,P1,2.00,75.00,75.0
10.00,1.009134,15.002666,31.9899,P1,2.00,75.00,75.0
10.10,1.010028,15.001772,32.3059,P1,2.00,75.00,75.0
10.20,1.010930,15.000870,32.6219,P1,2.00,75.00,75.0
10.30,1.011841,14.999959,32.9377,P1,2.00,75.00,75.0
10.40,1.012761,14.999039,33.2534,P1,2.00,75.00,75.0
10.50,1.013689,14.998111,33.5691,P1,2.00,75.00,75.0
10.60,1.014627,14.997173,33.8846,P1,2.00,75.00,75.0
10.70,1.015573,14.996227,34.2001,P1,2.00,75.00,75.0
10.80,1.016527,14.995273,34.5155,P1,2.00,75.00,75.0
10.90,1.017491,14.994309,34.8307,P1,2.00,75.00,75.0
11.00,1.018463,14.993337,35.1459,P1,2.00,75.00,75.0
11.10,1.019444,14.992356,35.4610,P1,2.00,75.00,75.0
11.20,1.020434,14.991366,35.7759,P1,2.00,75.00,75.0
11.30,1.021433,14.990367,36.0908,P1,2.00,75.00,75.0
11.40,1.022440,14.989360,36.4056,P1,2.00,75.00,75.0
11.50,1.023456,14.988344,36.7203,P1,2.00,75.00,75.0
11.60,1.024481,14.987319,37.0349,P1,2.00,75.00,75.0
11.70,1.025515,14.986285,37.3494,P1,2.00,75.00,75.0
11.80,1.026557,14.985243,37.6637,P1,2.00,75.00,75.0
11.90,1.027608,14.984192,37.9780,P1,2.00,75.00,75.0
12.00,1.028668,14.983132,38.2922,P1,2.00,75.00,75.0
12.10,1.029736,14.982064,38.6063,P1,2.00,75.00,75.0
12.20,1.030813,14.980987,38.9203,P1,2.00,75.00,75.0
12.30,1.031899,14.979901,39.2342,P1,2.00,75.00,75.0
12.40,1.032994,14.978806,39.5479,P1,2.00,75.00,75.0
12.50,1.034097,14.977703,39.8616,P1,2.00,75.00,75.0
12.60,1.035209,14.976591,40.1749,P1,2.00,75.00,75.0
12.70,1.036330,14.975470,40.4857,P1,2.00,75.00,75.0
12.80,1.037459,14.974341,40.7939,P1,2.00,75.00,75.0
12.90,1.038597,14.973203,41.0995,P1,2.00,75.00,75.0
13.00,1.039743,14.972057,41.4025,P1,2.00,75.00,75.0
13.10,1.040898,14.970902,41.7031,P1,2.00,75.00,75.0
13.20,1.042061,14.969739,42.0012,P1,2.00,75.00,75.0
13.30,1.043232,14.968568,42.2970,P1,2.00,75.00,75.0
13.40,1.044412,14.967388,42.5904,P1,2.00,75.00,75.0
13.50,1.045599,14.966201,42.8816,P1,2.00,75.00,75.0
13.60,1.046795,14.965005,43.1705,P1,2.00,75.00,75.0
13.70,1.047998,14.963802,43.4573,P1,2.00,75.00,75.0
13.80,1.049210,14.962590,43.7419,P1,2.00,75.00,75.0
13.90,1.050429,14.961371,44.0244,P1,2.00,75.00,75.0
14.00,1.051656,14.960144,44.3049,P1,2.00,75.00,75.0
14.10,1.052891,14.958909,44.5833,P1,2.00,75.00,75.0
14.20,1.054134,14.957666,44.8597,P1,2.00,75.00,75.0
14.30,1.055384,14.956416,45.1342,P1,2.00,75.00,75.0
14.40,1.056642,14.955158,45.4068,P1,2.00,75.00,75.0
14.50,1.057908,14.953892,45.6775,P1,2.00,75.00,75.0
14.60,1.059181,14.952619,45.9464,P1,2.00,75.00,75.0
14.70,1.060461,14.951339,46.2135,P1,2.00,75.00,75.0
14.80,1.061749,14.950051,46.4787,P1,2.00,75.00,75.0
14.90,1.063044,14.948756,46.7423,P1,2.00,75.00,75.0
15.00,1.064346,14.947454,47.0041,P1,2.00,75.00,75.0
15.10,1.065656,14.946144,47.2642,P1,2.00,75.00,75.0
15.20,1.066973,14.944827,47.5227,P1,2.00,75.00,75.0
15.30,1.068297,14.943503,47.7795,P1,2.00,75.00,75.0
15.40,1.069628,14.942172,48.0347,P1,2.00,75.00,75.0
15.50,1.070966,14.940834,48.2883,P1,2.00,75.00,75.0
15.60,1.072311,14.939489,48.5404,P1,2.00,75.00,75.0
15.70,1.073663,14.938137,48.7909,P1,2.00,75.00,75.0
15.80,1.075023,14.936777,49.0400,P1,2.00,75.00,75.0
15.90,1.076389,14.935411,49.2875,P1,2.00,75.00,75.0
16.00,1.077761,14.934039,49.5336,P1,2.00,75.00,75.0
16.10,1.079141,14.932659,49.7782,P1,2.00,75.00,75.0
16.20,1.080528,14.931272,50.0215,P1,2.00,75.00,75.0
16.30,1.081921,14.929879,50.2633,P1,2.00,75.00,75.0
16.40,1.083321,14.928479,50.5037,P1,2.00,75.00,75.0
16.50,1.084727,14.927073,50.7428,P1,2.00,75.00,75.0
16.60,1.086140,14.925660,50.9805,P1,2.00,75.00,75.0
16.70,1.087560,14.924240,51.2169,P1,2.00,75.00,75.0
16.80,1.088986,14.922814,51.4520,P1,2.00,75.00,75.0
16.90,1.090419,14.921381,51.6859,P1,2.00,75.00,75.0
17.00,1.091858,14.919942,51.9184,P1,2.00,75.00,75.0
17.10,1.093304,14.918496,52.1497,P1,2.00,75.00,75.0
17.20,1.094756,14.917044,52.3798,P1,2.00,75.00,75.0
17.30,1.096215,14.915585,52.6086,P1,2.00,75.00,75.0
17.40,1.097680,14.914120,52.8363,P1,2.00,75.00,75.0
17.50,1.099151,14.912649,53.0627,P1,2.00,75.00,75.0
17.60,1.100628,14.911172,53.2880,P1,2.00,75.00,75.0
17.70,1.102112,14.909688,53.5121,P1,2.00,75.00,75.0
17.80,1.103602,14.908198,53.7351,P1,2.00,75.00,75.0
17.90,1.105098,14.906702,53.9570,P1,2.00,75.00,75.0
18.00,1.106600,14.905200,54.1777,P1,2.00,75.00,75.0
18.10,1.108108,14.903692,54.3974,P1,2.00,75.00,75.0
18.20,1.109623,14.902177,54.6159,P1,2.00,75.00,75.0
18.30,1.111143,14.900657,54.8334,P1,2.00,75.00,75.0
18.40,1.112669,14.899131,55.0498,P1,2.00,75.00,75.0
18.50,1.114202,14.897598,55.2652,P1,2.00,75.00,75.0
18.60,1.115740,14.896060,55.4795,P1,2.00,75.00,75.0
18.70,1.117285,14.894515,55.6929,P1,2.00,75.00,75.0
18.80,1.118835,14.892965,55.9052,P1,2.00,75.00,75.0
18.90,1.120391,14.891409,56.1165,P1,2.00,75.00,75.0
19.00,1.121953,14.889847,56.3268,P1,2.00,75.00,75.0
19.10,1.123521,14.888279,56.5361,P1,2.00,75.00,75.0
19.20,1.125095,14.886705,56.7445,P1,2.00,75.00,75.0
19.30,1.126674,14.885126,56.9519,P1,2.00,75.00,75.0
19.40,1.128259,14.883541,57.1583,P1,2.00,75.00,75.0
19.50,1.129850,14.881950,57.3639,P1,2.00,75.00,75.0
19.60,1.131447,14.880353,57.5685,P1,2.00,75.00,75.0
19.70,1.133049,14.878751,57.7721,P1,2.00,75.00,75.0
19.80,1.134657,14.877143,57.9749,P1,2.00,75.00,75.0
19.90,1.136270,14.875530,58.1768,P1,2.00,75.00,75.0
20.00,1.137889,14.873911,58.3778,P1,2.00,75.00,75.0
20.10,1.139514,14.872286,58.5779,P1,2.00,75.00,75.0
20.20,1.141144,14.870656,58.7771,P1,2.00,75.00,75.0
20.30,1.142780,14.869020,58.9755,P1,2.00,75.00,75.0
20.40,1.144421,14.867379,59.1731,P1,2.00,75.00,75.0
20.50,1.146068,14.865732,59.3697,P1,2.00,75.00,75.0
20.60,1.147720,14.864080,59.5656,P1,2.00,75.00,75.0
20.70,1.149378,14.862422,59.7606,P1,2.00,75.00,75.0
20.80,1.151041,14.860759,59.9548,P1,2.00,75.00,75.0
20.90,1.152709,14.859091,60.1482,P1,2.00,75.00,75.0
21.00,1.154383,14.857417,60.3408,P1,2.00,75.00,75.0
21.10,1.156062,14.855738,60.5326,P1,2.00,75.00,75.0
21.20,1.157746,14.854054,60.7236,P1,2.00,75.00,75.0
21.30,1.159436,14.852364,60.9139,P1,2.00,75.00,75.0
21.40,1.161131,14.850669,61.1033,P1,2.00,75.00,75.0
21.50,1.162831,14.848969,61.2920,P1,2.00,75.00,75.0
21.60,1.164536,14.847264,61.4800,P1,2.00,75.00,75.0
21.70,1.166247,14.845553,61.6672,P1,2.00,75.00,75.0
21.80,1.167963,14.843837,61.8536,P1,2.00,75.00,75.0
21.90,1.169684,14.842116,62.0393,P1,2.00,75.00,75.0
22.00,1.171410,14.840390,62.2243,P1,2.00,75.00,75.0
22.10,1.173141,14.838659,62.4086,P1,2.00,75.00,75.0
22.20,1.174878,14.836922,62.5921,P1,2.00,75.00,75.0
22.30,1.176619,14.835181,62.7749,P1,2.00,75.00,75.0
22.40,1.178366,14.833434,62.9570,P1,2.00,75.00,75.0
22.50,1.180117,14.831683,63.1385,P1,2.00,75.00,75.0
22.60,1.181874,14.829926,63.3192,P1,2.00,75.00,75.0
22.70,1.183635,14.828165,63.4992,P1,2.00,75.00,75.0
22.80,1.185402,14.826398,63.6786,P1,2.00,75.00,75.0
22.90,1.187174,14.824626,63.8573,P1,2.00,75.00,75.0
23.00,1.188950,14.822850,64.0353,P1,2.00,75.00,75.0
23.10,1.190732,14.821068,64.2126,P1,2.00,75.00,75.0
23.20,1.192518,14.819282,64.3893,P1,2.00,75.00,75.0
23.30,1.194309,14.817491,64.5654,P1,2.00,75.00,75.0
23.40,1.196105,14.815695,64.7407,P1,2.00,75.00,75.0
23.50,1.197906,14.813894,64.9155,P1,2.00,75.00,75.0
23.60,1.199712,14.812088,65.0896,P1,2.00,75.00,75.0
23.70,1.201523,14.810277,65.2631,P1,2.00,75.00,75.0
23.80,1.203338,14.808462,65.4359,P1,2.00,75.00,75.0
23.90,1.205159,14.806641,65.6082,P1,2.00,75.00,75.0
24.00,1.206984,14.804816,65.7798,P1,2.00,75.00,75.0
24.10,1.208814,14.802986,65.9508,P1,2.00,75.00,75.0
24.20,1.210648,14.801152,66.1212,P1,2.00,75.00,75.0
24.30,1.212488,14.799312,66.2910,P1,2.00,75.00,75.0
24.40,1.214332,14.797468,66.4602,P1,2.00,75.00,75.0
24.50,1.216180,14.795620,66.6288,P1,2.00,75.00,75.0
24.60,1.218034,14.793766,66.7968,P1,2.00,75.00,75.0
24.70,1.219892,14.791908,66.9642,P1,2.00,75.00,75.0
24.80,1.221754,14.790046,67.1311,P1,2.00,75.00,75.0
24.90,1.223622,14.788178,67.2973,P1,2.00,75.00,75.0
25.00,1.225493,14.786307,67.4630,P1,2.00,75.00,75.0
25.10,1.227370,14.784430,67.6282,P1,2.00,75.00,75.0
25.20,1.229251,14.782549,67.7880,P1,3.50,75.00,75.0
25.30,1.231136,14.780664,67.9467,P1,3.50,75.00,75.0
25.40,1.233026,14.778774,68.1050,P1,3.50,75.00,75.0
25.50,1.234920,14.776880,68.2626,P1,3.50,75.00,75.0
25.60,1.236819,14.774981,68.4198,P1,3.50,75.00,75.0
25.70,1.238722,14.773078,68.5764,P1,3.50,75.00,75.0
25.80,1.240629,14.771171,68.7325,P1,3.50,75.00,75.0
25.90,1.242541,14.769259,68.8881,P1,3.50,75.00,75.0
26.00,1.244457,14.767343,69.0432,P1,3.50,75.00,75.0
26.10,1.246377,14.765423,69.1977,P1,3.50,75.00,75.0
26.20,1.248302,14.763498,69.3511,P1,4.00,75.00,75.0
26.30,1.250230,14.761570,69.5029,P1,4.00,75.00,75.0
26.40,1.252163,14.759637,69.6541,P1,4.00,75.00,75.0
26.50,1.254100,14.757700,69.8049,P1,4.00,75.00,75.0
26.60,1.256042,14.755758,69.9553,P1,4.00,75.00,75.0
26.70,1.257987,14.753813,70.1051,P1,4.00,75.00,75.0
26.80,1.259937,14.751863,70.2544,P1,4.00,75.00,75.0
26.90,1.261891,14.749909,70.4033,P1,4.00,75.00,75.0
27.00,1.263849,14.747951,70.5517,P1,4.00,75.00,75.0
27.10,1.265811,14.745989,70.6996,P1,4.00,75.00,75.0
27.20,1.267777,14.744023,70.8471,P1,4.00,75.00,75.0
27.30,1.269747,14.742053,70.9941,P1,4.00,75.00,75.0
27.40,1.271721,14.740079,71.1406,P1,4.00,75.00,75.0
27.50,1.273700,14.738100,71.2866,P1,4.00,75.00,75.0
27.60,1.275682,14.736118,71.4322,P1,4.00,75.00,75.0
27.70,1.277668,14.734132,71.5774,P1,4.00,75.00,75.0
27.80,1.279659,14.732141,71.7221,P1,4.00,75.00,75.0
27.90,1.281653,14.730147,71.8663,P1,4.00,75.00,75.0
28.00,1.283652,14.728148,72.0102,P1,4.00,75.00,75.0
28.10,1.285654,14.726146,72.1535,P1,4.00,75.00,75.0
28.20,1.287661,14.724139,72.2964,P1,4.00,75.00,75.0
28.30,1.289671,14.722129,72.4389,P1,4.00,75.00,75.0
28.40,1.291686,14.720114,72.5810,P1,4.00,75.00,75.0
28.50,1.293704,14.718096,72.7226,P1,4.00,75.00,75.0
28.60,1.295726,14.716074,72.8638,P1,4.00,75.00,75.0
28.70,1.297752,14.714048,73.0045,P1,4.00,75.00,75.0
28.80,1.299782,14.712018,73.1449,P1,4.00,75.00,75.0
28.90,1.301816,14.709984,73.2848,P1,4.00,75.00,75.0
29.00,1.303854,14.707946,73.4243,P1,4.00,75.00,75.0
29.10,1.305896,14.705904,73.5634,P1,4.00,75.00,75.0
29.20,1.307941,14.703859,73.7020,P1,4.00,75.00,75.0
29.30,1.309991,14.701809,73.8403,P1,4.00,75.00,75.0
29.40,1.312044,14.699756,73.9781,P1,4.00,75.00,75.0
29.50,1.314099,14.697701,73.9698,C,4.00,75.00,75.0
29.60,1.316153,14.695647,73.9250,C,4.00,75.00,75.0
29.70,1.318206,14.693594,73.8802,C,4.00,75.00,75.0
29.80,1.320258,14.691542,73.8355,C,4.00,75.00,75.0
29.90,1.322308,14.689492,73.7908,C,4.00,75.00,75.0
30.00,1.324357,14.687443,73.7461,C,4.00,75.00,75.0
30.10,1.326405,14.685395,73.7014,C,4.00,75.00,75.0
30.20,1.328451,14.683349,73.6568,C,4.00,75.00,75.0
30.30,1.330497,14.681303,73.6121,C,4.00,75.00,75.0
30.40,1.332541,14.679259,73.5675,C,4.00,75.00,75.0
30.50,1.334584,14.677216,73.5229,C,4.00,75.00,75.0
30.60,1.336625,14.675175,73.4784,C,4.00,75.00,75.0
30.70,1.338666,14.673134,73.4338,C,4.00,75.00,75.0
30.80,1.340705,14.671095,73.3893,C,4.00,75.00,75.0
30.90,1.342743,14.669057,73.3448,C,4.00,75.00,75.0
31.00,1.344779,14.667021,73.3003,C,4.00,75.00,75.0
31.10,1.346815,14.664985,73.2559,C,4.00,75.00,75.0
31.20,1.348849,14.662951,73.2114,C,4.00,75.00,75.0
31.30,1.350882,14.660918,73.1670,C,4.00,75.00,75.0
31.40,1.352914,14.658886,73.1226,C,4.00,75.00,75.0
31.50,1.354944,14.656856,73.0783,C,4.00,75.00,75.0
31.60,1.356973,14.654827,73.0339,C,4.00,75.00,75.0
31.70,1.359002,14.652798,72.9896,C,4.00,75.00,75.0
31.80,1.361028,14.650772,72.9453,C,4.00,75.00,75.0
31.90,1.363054,14.648746,72.8604,C,27.00,75.00,75.0
32.00,1.365076,14.646724,72.7351,C,27.00,75.00,75.0
32.10,1.367094,14.644706,72.6098,C,27.00,75.00,75.0
32.20,1.369109,14.642691,72.4845,C,27.00,75.00,75.0
32.30,1.371121,14.640679,72.3593,C,27.00,75.00,75.0
32.40,1.373129,14.638671,72.2342,C,27.00,75.00,75.0
32.50,1.375133,14.636667,72.1091,C,27.00,75.00,75.0
32.60,1.377134,14.634666,71.9841,C,27.00,75.00,75.0
32.70,1.379132,14.632668,71.8592,C,27.00,75.00,75.0
32.80,1.381126,14.630674,71.7343,C,27.00,75.00,75.0
32.90,1.383117,14.628683,71.6095,C,27.00,75.00,75.0
33.00,1.385104,14.626696,71.4847,C,27.00,75.00,75.0
33.10,1.387088,14.624712,71.3600,C,27.00,75.00,75.0
33.20,1.389068,14.622732,71.2354,C,27.00,75.00,75.0
33.30,1.391045,14.620755,71.1108,C,27.00,75.00,75.0
33.40,1.393019,14.618781,70.9863,C,27.00,75.00,75.0
33.50,1.394989,14.616811,70.8618,C,27.00,75.00,75.0
33.60,1.396955,14.614845,70.7374,C,27.00,75.00,75.0
33.70,1.398918,14.612882,70.6130,C,27.00,75.00,75.0
33.80,1.400878,14.610922,70.4887,C,27.00,75.00,75.0
33.90,1.402834,14.608966,70.3645,C,27.00,75.00,75.0
34.00,1.404786,14.607014,70.2403,C,27.00,75.00,75.0
34.10,1.406736,14.605064,70.1162,C,27.00,75.00,75.0
34.20,1.408681,14.603119,69.9922,C,27.00,75.00,75.0
34.30,1.410624,14.601176,69.8682,C,27.00,75.00,75.0
34.40,1.412563,14.599237,69.7442,C,27.00,75.00,75.0
34.50,1.414498,14.597302,69.6204,C,27.00,75.00,75.0
34.60,1.416430,14.595370,69.4965,C,27.00,75.00,75.0
34.70,1.418359,14.593441,69.3728,C,27.00,75.00,75.0
34.80,1.420284,14.591516,69.2491,C,27.00,75.00,75.0
34.90,1.422205,14.589595,69.1254,C,27.00,75.00,75.0
35.00,1.424124,14.587676,69.0018,C,27.00,75.00,75.0
35.10,1.426039,14.585761,68.8783,C,27.00,75.00,75.0
35.20,1.427950,14.583850,68.7548,C,27.00,75.00,75.0
35.30,1.429858,14.581942,68.6314,C,27.00,75.00,75.0
35.40,1.431762,14.580038,68.5081,C,27.00,75.00,75.0
35.50,1.433664,14.578136,68.3848,C,27.00,75.00,75.0
35.60,1.435561,14.576239,68.2615,C,27.00,75.00,75.0
35.70,1.437456,14.574344,68.1383,C,27.00,75.00,75.0
35.80,1.439346,14.572454,68.0152,C,27.00,75.00,75.0
35.90,1.441234,14.570566,67.8921,C,27.00,75.00,75.0
36.00,1.443119,14.568681,67.8599,P2,27.00,75.00,75.0
36.10,1.445004,14.566796,67.8881,P2,27.00,75.00,75.0
36.20,1.446890,14.564910,67.9163,P2,27.00,75.00,75.0
36.30,1.448777,14.563023,67.9445,P2,27.00,75.00,75.0
36.40,1.450665,14.561135,67.9728,P2,27.00,75.00,75.0
36.50,1.452554,14.559246,68.0010,P2,27.00,75.00,75.0
36.60,1.454443,14.557357,68.0292,P2,27.00,75.00,75.0
36.70,1.456333,14.555467,68.0574,C,27.00,75.00,75.0
36.80,1.458222,14.553578,67.9343,C,27.00,75.00,75.0
36.90,1.460107,14.551693,67.8113,C,27.00,75.00,75.0
37.00,1.461989,14.549811,67.6883,C,27.00,75.00,75.0
37.10,1.463867,14.547933,67.5654,C,27.00,75.00,75.0
37.20,1.465742,14.546058,67.4425,C,27.00,75.00,75.0
37.30,1.467614,14.544186,67.3197,C,27.00,75.00,75.0
37.40,1.469482,14.542318,67.1970,C,27.00,75.00,75.0
37.50,1.471346,14.540454,67.0743,C,27.00,75.00,75.0
37.60,1.473208,14.538592,66.9517,C,27.00,75.00,75.0
37.70,1.475066,14.536734,66.8291,C,27.00,75.00,75.0
37.80,1.476920,14.534880,66.7066,C,27.00,75.00,75.0
37.90,1.478771,14.533029,66.5841,C,27.00,75.00,75.0
38.00,1.480619,14.531181,66.4617,C,27.00,75.00,75.0
38.10,1.482463,14.529337,66.3393,C,27.00,75.00,75.0
38.20,1.484304,14.527496,66.2170,C,27.00,75.00,75.0
38.30,1.486142,14.525658,66.0948,C,27.00,75.00,75.0
38.40,1.487976,14.523824,65.9719,C,28.00,75.00,75.0
38.50,1.489806,14.521994,65.8462,C,28.00,75.00,75.0
38.60,1.491633,14.520167,65.7206,C,28.00,75.00,75.0
38.70,1.493457,14.518343,65.5950,C,28.00,75.00,75.0
38.80,1.495277,14.516523,65.4695,C,28.00,75.00,75.0
38.90,1.497094,14.514706,65.3441,C,28.00,75.00,75.0
39.00,1.498907,14.512893,65.2187,C,28.00,75.00,75.0
39.10,1.500717,14.511083,65.0934,C,28.00,75.00,75.0
39.20,1.502523,14.509277,64.9681,C,28.00,75.00,75.0
39.30,1.504326,14.507474,64.8429,C,28.00,75.00,75.0
39.40,1.506125,14.505675,64.7178,C,28.00,75.00,75.0
39.50,1.507921,14.503879,64.5927,C,28.00,75.00,75.0
39.60,1.509713,14.502087,64.4676,C,28.00,75.00,75.0
39.70,1.511502,14.500298,64.3426,C,28.00,75.00,75.0
39.80,1.513287,14.498513,64.2177,C,28.00,75.00,75.0
39.90,1.515069,14.496731,64.0928,C,28.00,75.00,75.0
40.00,1.516848,14.494952,63.9680,C,28.00,75.00,75.0
40.10,1.518623,14.493177,63.8433,C,28.00,75.00,75.0
40.20,1.520394,14.491406,63.7185,C,28.00,75.00,75.0
40.30,1.522162,14.489638,63.5939,C,28.00,75.00,75.0
40.40,1.523927,14.487873,63.4693,C,28.00,75.00,75.0
40.50,1.525688,14.486112,63.3447,C,28.00,75.00,75.0
40.60,1.527446,14.484354,63.2203,C,28.00,75.00,75.0
40.70,1.529200,14.482600,63.0958,C,28.00,75.00,75.0
40.80,1.530951,14.480849,62.9714,C,28.00,75.00,75.0
40.90,1.532698,14.479102,62.8471,C,28.00,75.00,75.0
41.00,1.534442,14.477358,62.7228,C,28.00,75.00,75.0
41.10,1.536182,14.475618,62.5986,C,28.00,75.00,75.0
