time,position,kilometrage,speed,action
98,0.964500,15.047300,0.0000,B1
99,0.964500,15.047300,0.0000,B1
100,0.964500,15.047300,0.0000,B1
101,0.964500,15.047300,0.0000,B1
102,0.964500,15.047300,0.0000,B1
103,0.964500,15.047300,0.0000,B1
104,0.964500,15.047300,0.0000,B1
105,0.964500,15.047300,0.0000,B1
106,0.964500,15.047300,0.0000,B1
107,0.964500,15.047300,0.0000,B1
108,0.964500,15.047300,0.0000,B1
109,0.964500,15.047300,0.0000,B1
110,0.964500,15.047300,0.0000,B1
111,0.964500,15.047300,0.0000,B1
112,0.964500,15.047300,0.0000,B1
113,0.964500,15.047300,0.0000,B1
114,0.964500,15.047300,0.0000,B1
115,0.964500,15.047300,0.0000,B1
116,0.964500,15.047300,0.0000,B1
117,0.964798,15.047002,2.6143,P1
118,0.965976,15.045824,5.8375,P1
119,0.968049,15.043751,9.0553,P1
120,0.971015,15.040785,12.2672,P1
121,0.974873,15.036927,15.4728,P1
122,0.979620,15.032180,18.6716,P1
123,0.985254,15.026546,21.8631,P1
124,0.991774,15.020026,25.0468,P1
125,0.999177,15.012623,28.2224,P1
126,1.007461,15.004339,31.3892,P1
127,1.016623,14.995177,34.5470,P1
128,1.026662,14.985138,37.6952,P1
129,1.037573,14.974227,40.8245,P1
130,1.049332,14.962468,43.7702,P1
131,1.061878,14.949922,46.5052,P1
132,1.075159,14.936641,49.0648,P1
133,1.089129,14.922671,51.4755,P1
134,1.103751,14.908049,53.7574,P1
135,1.118897,14.892903,54.6600,C
136,1.134039,14.877761,54.3692,C
137,1.149101,14.862699,54.0796,C
138,1.164083,14.847717,53.7910,C
139,1.178984,14.832816,53.5037,C
140,1.193806,14.817994,53.2174,C
141,1.208549,14.803251,52.9323,C
142,1.223212,14.788588,52.6483,C
143,1.237794,14.774006,52.3284,C
144,1.252282,14.759518,51.9881,C
145,1.266674,14.745126,51.6373,C
146,1.280969,14.730831,51.2879,C
147,1.295166,14.716634,50.9398,C
148,1.309268,14.702532,50.5930,C
149,1.323273,14.688527,50.2476,C
150,1.337182,14.674618,49.9034,C
151,1.350996,14.660804,49.5606,C
152,1.364711,14.647089,49.0649,C
153,1.378178,14.633622,47.9152,C
154,1.391327,14.620473,46.7697,C
155,1.404159,14.607641,45.6284,C
156,1.416674,14.595126,44.4911,C
157,1.428873,14.582927,43.3579,C
158,1.440759,14.571041,42.2285,C
159,1.452331,14.559469,41.1029,C
160,1.463591,14.548209,39.9812,C
161,1.474540,14.537260,38.8631,C
162,1.485179,14.526621,37.7486,C
163,1.495506,14.516294,36.6106,C
164,1.505515,14.506285,35.4680,C
165,1.515367,14.496433,36.2839,P1
166,1.525759,14.486041,38.5108,P1
167,1.536767,14.475033,40.7209,P1
168,1.548373,14.463427,42.7878,P1
169,1.560523,14.451277,44.6471,P1
170,1.573170,14.438630,46.3783,P1
171,1.586283,14.425517,47.9982,P1
172,1.599831,14.411969,49.5201,P1
173,1.613790,14.398010,50.9551,P1
174,1.628136,14.383664,52.3121,P1
175,1.642849,14.368951,53.5987,P1
176,1.657911,14.353889,54.7967,C
177,1.672954,14.338846,53.5300,C
178,1.687647,14.324153,52.2683,C
179,1.701989,14.309811,51.0115,C
180,1.716001,14.295799,50.0983,C
181,1.729874,14.281926,49.7899,C
182,1.743661,14.268139,49.4827,C
183,1.757363,14.254437,49.1767,C
184,1.770981,14.240819,48.8717,C
185,1.784514,14.227286,48.5679,C
186,1.797962,14.213838,48.2653,C
187,1.811327,14.200473,47.9637,C
188,1.824608,14.187192,47.6633,C
189,1.837806,14.173994,47.3639,C
190,1.850920,14.160880,47.0657,C
191,1.863953,14.147847,46.7685,C
192,1.876902,14.134898,46.4724,C
193,1.889770,14.122030,46.1773,C
194,1.902556,14.109244,45.8833,C
195,1.915260,14.096540,45.5904,C
196,1.927658,14.084142,43.3013,B1
197,1.939296,14.072504,40.5216,B1
198,1.950163,14.061637,37.7511,B1
199,1.960262,14.051538,34.9895,B1
200,1.969595,14.042205,32.2362,B1
201,1.978164,14.033636,29.4911,B1
202,1.985972,14.025828,26.7536,B1
203,1.993020,14.018780,24.0233,B1
204,1.999311,14.012489,21.3000,B1
205,2.004847,14.006953,18.5832,B1
206,2.009628,14.002172,15.8726,B1
207,2.013658,13.998142,13.1678,B1
208,2.016937,13.994863,10.4685,B1
209,2.019467,13.992333,7.7743,B1
210,2.021249,13.990551,5.0848,B1
211,2.022285,13.989515,2.3997,B1
212,2.022500,13.989300,0.0000,B1
213,2.022500,13.989300,0.0000,B1
214,2.022500,13.989300,0.0000,B1
215,2.022500,13.989300,0.0000,B1
216,2.022500,13.989300,0.0000,B1
217,2.022500,13.989300,0.0000,B1
218,2.022500,13.989300,0.0000,B1
219,2.022500,13.989300,0.0000,B1
220,2.022500,13.989300,0.0000,B1
221,2.022500,13.989300,0.0000,B1
222,2.022500,13.989300,0.0000,B1
223,2.022500,13.989300,0.0000,B1
224,2.022500,13.989300,0.0000,B1
225,2.022500,13.989300,0.0000,B1
226,2.022500,13.989300,0.0000,B1
227,2.022500,13.989300,0.0000,B1
228,2.022500,13.989300,0.0000,B1
229,2.022500,13.989300,0.0000,B1
230,2.022500,13.989300,0.0000,B1
231,2.022500,13.989300,0.0000,B1
232,2.022500,13.989300,0.0000,B1
233,2.022500,13.989300,0.0000,B1
234,2.022500,13.989300,0.0000,B1
235,2.022500,13.989300,0.0000,B1
236,2.022500,13.989300,0.0000,B1
237,2.022500,13.989300,0.0000,B1
238,2.022500,13.989300,0.0000,B1
239,2.022500,13.989300,0.0000,B1
240,2.022500,13.989300,0.0000,B1
241,2.022500,13.989300,0.0000,B1
242,2.022500,13.989300,0.0000,B1
243,2.022500,13.989300,0.0000,B1
244,2.022500,13.989300,0.0000,B1
245,2.022500,13.989300,0.0000,B1
246,2.022500,13.989300,0.0000,B1
247,2.022500,13.989300,0.0000,B1
248,2.022500,13.989300,0.0000,B1
249,2.022500,13.989300,0.0000,B1
250,2.022500,13.989300,0.0000,B1
251,2.022500,13.989300,0.0000,B1
252,2.022500,13.989300,0.0000,B1
253,2.022500,13.989300,0.0000,B1
254,2.022500,13.989300,0.0000,B1
255,2.022500,13.989300,0.0000,B1
256,2.022500,13.989300,0.0000,B1
257,2.022500,13.989300,0.0000,B1
258,2.022500,13.989300,0.0000,B1
259,2.022500,13.989300,0.0000,B1
260,2.022500,13.989300,0.0000,B1
261,2.022500,13.989300,0.0000,B1
262,2.022500,13.989300,0.0000,B1
263,2.022500,13.989300,0.0000,B1
264,2.022500,13.989300,0.0000,B1
265,2.022500,13.989300,0.0000,B1
266,2.022500,13.989300,0.0000,B1
267,2.022500,13.989300,0.0000,B1
268,2.022500,13.989300,0.0000,B1
269,2.022500,13.989300,0.0000,B1
270,2.022500,13.989300,0.0000,B1
271,2.022500,13.989300,0.0000,B1
272,2.022500,13.989300,0.0000,B1
273,2.022500,13.989300,0.0000,B1
274,2.022500,13.989300,0.0000,B1
275,2.022500,13.989300,0.0000,B1
276,2.022500,13.989300,0.0000,B1
277,2.022500,13.989300,0.0000,B1
278,2.022500,13.989300,0.0000,B1
279,2.022500,13.989300,0.0000,B1
280,2.022500,13.989300,0.0000,B1
281,2.022500,13.989300,0.0000,B1
282,2.022500,13.989300,0.0000,B1
283,2.022500,13.989300,0.0000,B1
284,2.022500,13.989300,0.0000,B1
285,2.022500,13.989300,0.0000,B1
286,2.022500,13.989300,0.0000,B1
287,2.022500,13.989300,0.0000,B1
288,2.022500,13.989300,0.0000,B1
289,2.022500,13.989300,0.0000,B1
290,2.022500,13.989300,0.0000,B1
291,2.022500,13.989300,0.0000,B1
292,2.022500,13.989300,0.0000,B1
293,2.022500,13.989300,0.0000,B1
294,2.022500,13.989300,0.0000,B1
295,2.022500,13.989300,0.0000,B1
296,2.022500,13.989300,0.0000,B1
297,2.022500,13.989300,0.0000,B1
298,2.022500,13.989300,0.0000,B1
299,2.022500,13.989300,0.0000,B1
300,2.022500,13.989300,0.0000,B1
301,2.022500,13.989300,0.0000,B1
302,2.022500,13.989300,0.0000,B1
303,2.022500,13.989300,0.0000,B1
304,2.022500,13.989300,0.0000,B1
305,2.022500,13.989300,0.0000,B1
306,2.022500,13.989300,0.0000,B1
307,2.022500,13.989300,0.0000,B1
308,2.022500,13.989300,0.0000,B1
309,2.022500,13.989300,0.0000,B1
310,2.022500,13.989300,0.0000,B1
311,2.022500,13.989300,0.0000,B1
312,2.022500,13.989300,0.0000,B1
313,2.022500,13.989300,0.0000,B1
314,2.022500,13.989300,0.0000,B1
315,2.022500,13.989300,0.0000,B1
316,2.022500,13.989300,0.0000,B1
317,2.022500,13.989300,0.0000,B1
318,2.022500,13.989300,0.0000,B1
319,2.022500,13.989300,0.0000,B1
320,2.022500,13.989300,0.0000,B1
321,2.022500,13.989300,0.0000,B1
322,2.022500,13.989300,0.0000,B1
323,2.022500,13.989300,0.0000,B1
324,2.022500,13.989300,0.0000,B1
325,2.022500,13.989300,0.0000,B1
326,2.022500,13.989300,0.0000,B1
327,2.022500,13.989300,0.0000,B1
328,2.022500,13.989300,0.0000,B1
329,2.022500,13.989300,0.0000,B1
330,2.022500,13.989300,0.0000,B1
331,2.022500,13.989300,0.0000,B1
331,2.022500,13.989300,0.0000,B1
