time,position,kilometrage,speed,action
98,0.964500,15.047300,0.0000,B1
99,0.964500,15.047300,0.0000,B1
100,0.964500,15.047300,0.0000,B1
101,0.964500,15.047300,0.0000,B1
102,0.964500,15.047300,0.0000,B1
103,0.964500,15.047300,0.0000,B1
104,0.964500,15.047300,0.0000,B1
105,0.964500,15.047300,0.0000,B1
106,0.964500,15.047300,0.0000,B1
107,0.964500,15.047300,0.0000,B1
108,0.964500,15.047300,0.0000,B1
109,0.964500,15.047300,0.0000,B1
110,0.964500,15.047300,0.0000,B1
111,0.964500,15.047300,0.0000,B1
112,0.964500,15.047300,0.0000,B1
113,0.964500,15.047300,0.0000,B1
114,0.964500,15.047300,0.0000,B1
115,0.964500,15.047300,0.0000,B1
116,0.964500,15.047300,0.0000,B1
117,0.964500,15.047300,0.0000,B1
118,0.964500,15.047300,0.0000,B1
119,0.964500,15.047300,0.0000,B1
120,0.964500,15.047300,0.0000,B1
121,0.964500,15.047300,0.0000,B1
122,0.964500,15.047300,0.0000,B1
123,0.964500,15.047300,0.0000,B1
124,0.964500,15.047300,0.0000,B1
125,0.964512,15.047288,0.5167,P1
126,0.965108,15.046692,3.7430,P1
127,0.966600,15.045200,6.9644,P1
128,0.968986,15.042814,10.1801,P1
129,0.972264,15.039536,13.3899,P1
130,0.976433,15.035367,16.5932,P1
131,0.981491,15.030309,19.7894,P1
132,0.987435,15.024365,22.9783,P1
133,0.994265,15.017535,26.1592,P1
134,1.001976,15.009824,29.3318,P1
135,1.010568,15.001232,32.4955,P1
136,1.020037,14.991763,35.6500,P1
137,1.030381,14.981419,38.7947,P1
138,1.041595,14.970205,41.8823,P1
139,1.053636,14.958164,44.7494,P1
140,1.066445,14.945355,47.4195,P1
141,1.079972,14.931828,49.9243,P1
142,1.094175,14.917625,52.2879,P1
143,1.109016,14.902784,54.5286,P1
144,1.124464,14.887336,56.6612,P1
145,1.140491,14.871309,58.6975,P1
146,1.157072,14.854728,60.6473,P1
147,1.174182,14.837618,62.5188,P1
148,1.191803,14.819997,64.3187,P1
149,1.209914,14.801886,66.0531,P1
150,1.228498,14.783302,67.7243,P1
151,1.247531,14.764269,69.2902,P1
152,1.266990,14.744810,70.7881,P1
153,1.286858,14.724942,72.2393,P1
154,1.307123,14.704677,73.6466,P1
155,1.327575,14.684225,73.4200,C
156,1.347907,14.663893,72.9758,C
157,1.368106,14.643694,72.2905,C
158,1.388011,14.623789,71.0423,C
159,1.407571,14.604229,69.8000,C
160,1.426786,14.585014,68.5636,C
161,1.445659,14.566141,67.3329,C
162,1.464190,14.547610,66.1079,C
163,1.482382,14.529418,64.8884,C
164,1.500234,14.511566,63.6493,C
165,1.517740,14.494060,62.4056,C
166,1.534901,14.476899,61.1672,C
167,1.551718,14.460082,59.9192,C
168,1.568182,14.443618,58.6315,C
169,1.584288,14.427512,57.3493,C
170,1.600039,14.411761,56.0723,C
171,1.615436,14.396364,54.8006,C
172,1.630481,14.381319,53.5339,C
173,1.645174,14.366626,52.2721,C
174,1.659518,14.352282,51.0153,C
175,1.673513,14.338287,49.7632,C
176,1.687161,14.324639,48.5159,C
177,1.700463,14.311337,47.2731,C
178,1.713426,14.298374,46.2138,C
179,1.726222,14.285578,45.9197,C
180,1.738936,14.272864,45.6267,C
181,1.751569,14.260231,45.3346,C
182,1.764121,14.247679,45.0436,C
183,1.776593,14.235207,44.7537,C
184,1.788984,14.222816,44.4647,C
185,1.801295,14.210505,44.1768,C
186,1.813526,14.198274,43.8899,C
187,1.825677,14.186123,43.6039,C
188,1.837750,14.174050,43.3190,C
189,1.849743,14.162057,43.0351,C
190,1.861657,14.150143,42.7521,C
191,1.873493,14.138307,42.4701,C
192,1.885251,14.126549,42.1890,C
193,1.896931,14.114869,41.9089,C
194,1.908533,14.103267,41.6297,C
195,1.920058,14.091742,41.3515,C
196,1.931505,14.080295,41.0743,C
197,1.942801,14.068999,39.6488,B1
198,1.953426,14.058374,36.8811,B1
199,1.963284,14.048516,34.1221,B1
200,1.972376,14.039424,31.3715,B1
201,1.980705,14.031095,28.6288,B1
202,1.988274,14.023526,25.8936,B1
203,1.995084,14.016716,23.1656,B1
204,2.001137,14.010663,20.4444,B1
205,2.006435,14.005365,17.7296,B1
206,2.010980,14.000820,15.0208,B1
207,2.014773,13.997027,12.3178,B1
208,2.017816,13.993984,9.6201,B1
209,2.020110,13.991690,6.9274,B1
210,2.021657,13.990143,4.2393,B1
211,2.022458,13.989342,1.5555,B1
212,2.022500,13.989300,0.0000,B1
213,2.022500,13.989300,0.0000,B1
214,2.022500,13.989300,0.0000,B1
215,2.022500,13.989300,0.0000,B1
216,2.022500,13.989300,0.0000,B1
217,2.022500,13.989300,0.0000,B1
218,2.022500,13.989300,0.0000,B1
219,2.022500,13.989300,0.0000,B1
220,2.022500,13.989300,0.0000,B1
221,2.022500,13.989300,0.0000,B1
222,2.022500,13.989300,0.0000,B1
223,2.022500,13.989300,0.0000,B1
224,2.022500,13.989300,0.0000,B1
225,2.022500,13.989300,0.0000,B1
226,2.022500,13.989300,0.0000,B1
227,2.022500,13.989300,0.0000,B1
228,2.022500,13.989300,0.0000,B1
229,2.022500,13.989300,0.0000,B1
230,2.022500,13.989300,0.0000,B1
231,2.022500,13.989300,0.0000,B1
232,2.022500,13.989300,0.0000,B1
233,2.022500,13.989300,0.0000,B1
234,2.022500,13.989300,0.0000,B1
235,2.022500,13.989300,0.0000,B1
236,2.022500,13.989300,0.0000,B1
237,2.022500,13.989300,0.0000,B1
238,2.022500,13.989300,0.0000,B1
239,2.022500,13.989300,0.0000,B1
240,2.022500,13.989300,0.0000,B1
241,2.022500,13.989300,0.0000,B1
242,2.022500,13.989300,0.0000,B1
243,2.022500,13.989300,0.0000,B1
244,2.022500,13.989300,0.0000,B1
245,2.022500,13.989300,0.0000,B1
246,2.022500,13.989300,0.0000,B1
247,2.022500,13.989300,0.0000,B1
248,2.022500,13.989300,0.0000,B1
249,2.022500,13.989300,0.0000,B1
250,2.022500,13.989300,0.0000,B1
251,2.022500,13.989300,0.0000,B1
252,2.022500,13.989300,0.0000,B1
253,2.022500,13.989300,0.0000,B1
254,2.022500,13.989300,0.0000,B1
255,2.022500,13.989300,0.0000,B1
256,2.022500,13.989300,0.0000,B1
257,2.022500,13.989300,0.0000,B1
258,2.022500,13.989300,0.0000,B1
259,2.022500,13.989300,0.0000,B1
260,2.022500,13.989300,0.0000,B1
261,2.022500,13.989300,0.0000,B1
262,2.022500,13.989300,0.0000,B1
263,2.022500,13.989300,0.0000,B1
264,2.022500,13.989300,0.0000,B1
265,2.022500,13.989300,0.0000,B1
266,2.022500,13.989300,0.0000,B1
267,2.022500,13.989300,0.0000,B1
268,2.022500,13.989300,0.0000,B1
269,2.022500,13.989300,0.0000,B1
270,2.022500,13.989300,0.0000,B1
271,2.022500,13.989300,0.0000,B1
272,2.022500,13.989300,0.0000,B1
273,2.022500,13.989300,0.0000,B1
274,2.022500,13.989300,0.0000,B1
275,2.022500,13.989300,0.0000,B1
276,2.022500,13.989300,0.0000,B1
277,2.022500,13.989300,0.0000,B1
278,2.022500,13.989300,0.0000,B1
279,2.022500,13.989300,0.0000,B1
280,2.022500,13.989300,0.0000,B1
281,2.022500,13.989300,0.0000,B1
282,2.022500,13.989300,0.0000,B1
283,2.022500,13.989300,0.0000,B1
284,2.022500,13.989300,0.0000,B1
285,2.022500,13.989300,0.0000,B1
286,2.022500,13.989300,0.0000,B1
287,2.022500,13.989300,0.0000,B1
288,2.022500,13.989300,0.0000,B1
289,2.022500,13.989300,0.0000,B1
290,2.022500,13.989300,0.0000,B1
291,2.022500,13.989300,0.0000,B1
292,2.022500,13.989300,0.0000,B1
293,2.022500,13.989300,0.0000,B1
294,2.022500,13.989300,0.0000,B1
295,2.022500,13.989300,0.0000,B1
296,2.022500,13.989300,0.0000,B1
297,2.022500,13.989300,0.0000,B1
298,2.022500,13.989300,0.0000,B1
299,2.022500,13.989300,0.0000,B1
300,2.022500,13.989300,0.0000,B1
301,2.022500,13.989300,0.0000,B1
302,2.022500,13.989300,0.0000,B1
303,2.022500,13.989300,0.0000,B1
304,2.022500,13.989300,0.0000,B1
305,2.022500,13.989300,0.0000,B1
306,2.022500,13.989300,0.0000,B1
307,2.022500,13.989300,0.0000,B1
308,2.022500,13.989300,0.0000,B1
309,2.022500,13.989300,0.0000,B1
310,2.022500,13.989300,0.0000,B1
311,2.022500,13.989300,0.0000,B1
312,2.022500,13.989300,0.0000,B1
313,2.022500,13.989300,0.0000,B1
314,2.022500,13.989300,0.0000,B1
315,2.022500,13.989300,0.0000,B1
316,2.022500,13.989300,0.0000,B1
317,2.022500,13.989300,0.0000,B1
318,2.022500,13.989300,0.0000,B1
319,2.022500,13.989300,0.0000,B1
320,2.022500,13.989300,0.0000,B1
321,2.022500,13.989300,0.0000,B1
322,2.022500,13.989300,0.0000,B1
323,2.022500,13.989300,0.0000,B1
324,2.022500,13.989300,0.0000,B1
325,2.022500,13.989300,0.0000,B1
326,2.022500,13.989300,0.0000,B1
327,2.022500,13.989300,0.0000,B1
328,2.022500,13.989300,0.0000,B1
329,2.022500,13.989300,0.0000,B1
330,2.022500,13.989300,0.0000,B1
331,2.022500,13.989300,0.0000,B1
332,2.022500,13.989300,0.0000,B1
333,2.022500,13.989300,0.0000,B1
334,2.022500,13.989300,0.0000,B1
335,2.022500,13.989300,0.0000,B1
336,2.022500,13.989300,0.0000,B1
337,2.022500,13.989300,0.0000,B1
338,2.022500,13.989300,0.0000,B1
339,2.022500,13.989300,0.0000,B1
340,2.022500,13.989300,0.0000,B1
341,2.022500,13.989300,0.0000,B1
342,2.022500,13.989300,0.0000,B1
343,2.022500,13.989300,0.0000,B1
344,2.022500,13.989300,0.0000,B1
345,2.022500,13.989300,0.0000,B1
346,2.022500,13.989300,0.0000,B1
347,2.022500,13.989300,0.0000,B1
348,2.022500,13.989300,0.0000,B1
349,2.022500,13.989300,0.0000,B1
350,2.022500,13.989300,0.0000,B1
351,2.022500,13.989300,0.0000,B1
352,2.022500,13.989300,0.0000,B1
353,2.022500,13.989300,0.0000,B1
354,2.022500,13.989300,0.0000,B1
355,2.022500,13.989300,0.0000,B1
356,2.022500,13.989300,0.0000,B1
357,2.022500,13.989300,0.0000,B1
358,2.022500,13.989300,0.0000,B1
359,2.022500,13.989300,0.0000,B1
360,2.022500,13.989300,0.0000,B1
361,2.022500,13.989300,0.0000,B1
362,2.022500,13.989300,0.0000,B1
363,2.022500,13.989300,0.0000,B1
364,2.022500,13.989300,0.0000,B1
365,2.022500,13.989300,0.0000,B1
366,2.022500,13.989300,0.0000,B1
367,2.022500,13.989300,0.0000,B1
368,2.022500,13.989300,0.0000,B1
369,2.022500,13.989300,0.0000,B1
370,2.022500,13.989300,0.0000,B1
371,2.022500,13.989300,0.0000,B1
372,2.022500,13.989300,0.0000,B1
373,2.022500,13.989300,0.0000,B1
374,2.022500,13.989300,0.0000,B1
375,2.022500,13.989300,0.0000,B1
376,2.022500,13.989300,0.0000,B1
377,2.022500,13.989300,0.0000,B1
378,2.022500,13.989300,0.0000,B1
379,2.022500,13.989300,0.0000,B1
380,2.022500,13.989300,0.0000,B1
381,2.022500,13.989300,0.0000,B1
382,2.022500,13.989300,0.0000,B1
383,2.022500,13.989300,0.0000,B1
384,2.022500,13.989300,0.0000,B1
385,2.022500,13.989300,0.0000,B1
386,2.022500,13.989300,0.0000,B1
387,2.022500,13.989300,0.0000,B1
388,2.022500,13.989300,0.0000,B1
389,2.022500,13.989300,0.0000,B1
390,2.022500,13.989300,0.0000,B1
391,2.022500,13.989300,0.0000,B1
392,2.022500,13.989300,0.0000,B1
393,2.022500,13.989300,0.0000,B1
394,2.022500,13.989300,0.0000,B1
395,2.022500,13.989300,0.0000,B1
396,2.022500,13.989300,0.0000,B1
397,2.022500,13.989300,0.0000,B1
398,2.022500,13.989300,0.0000,B1
399,2.022500,13.989300,0.0000,B1
400,2.022500,13.989300,0.0000,B1
401,2.022500,13.989300,0.0000,B1
402,2.022500,13.989300,0.0000,B1
403,2.022500,13.989300,0.0000,B1
404,2.022500,13.989300,0.0000,B1
405,2.022500,13.989300,0.0000,B1
406,2.022500,13.989300,0.0000,B1
407,2.022500,13.989300,0.0000,B1
408,2.022500,13.989300,0.0000,B1
409,2.022500,13.989300,0.0000,B1
410,2.022500,13.989300,0.0000,B1
411,2.022500,13.989300,0.0000,B1
412,2.022500,13.989300,0.0000,B1
413,2.022500,13.989300,0.0000,B1
414,2.022500,13.989300,0.0000,B1
415,2.022500,13.989300,0.0000,B1
416,2.022500,13.989300,0.0000,B1
417,2.022500,13.989300,0.0000,B1
418,2.022500,13.989300,0.0000,B1
419,2.022500,13.989300,0.0000,B1
420,2.022500,13.989300,0.0000,B1
421,2.022500,13.989300,0.0000,B1
422,2.022500,13.989300,0.0000,B1
423,2.022500,13.989300,0.0000,B1
424,2.022500,13.989300,0.0000,B1
425,2.022500,13.989300,0.0000,B1
426,2.022500,13.989300,0.0000,B1
427,2.022500,13.989300,0.0000,B1
428,2.022500,13.989300,0.0000,B1
429,2.022500,13.989300,0.0000,B1
430,2.022500,13.989300,0.0000,B1
431,2.022500,13.989300,0.0000,B1
432,2.022500,13.989300,0.0000,B1
433,2.022500,13.989300,0.0000,B1
434,2.022500,13.989300,0.0000,B1
435,2.022500,13.989300,0.0000,B1
436,2.022500,13.989300,0.0000,B1
437,2.022500,13.989300,0.0000,B1
438,2.022500,13.989300,0.0000,B1
439,2.022500,13.989300,0.0000,B1
440,2.022500,13.989300,0.0000,B1
441,2.022500,13.989300,0.0000,B1
442,2.022500,13.989300,0.0000,B1
443,2.022500,13.989300,0.0000,B1
444,2.022500,13.989300,0.0000,B1
445,2.022500,13.989300,0.0000,B1
446,2.022500,13.989300,0.0000,B1
447,2.022500,13.989300,0.0000,B1
448,2.022500,13.989300,0.0000,B1
449,2.022500,13.989300,0.0000,B1
450,2.022500,13.989300,0.0000,B1
451,2.022500,13.989300,0.0000,B1
451,2.022500,13.989300,0.0000,B1
