position,v_std,t_std
21.216000,36.6942,17.556
21.217000,36.8133,17.654
21.218000,36.9323,17.753
21.219000,37.0513,17.851
21.220000,37.1703,17.949
21.221000,37.2866,18.046
21.222000,37.4002,18.141
21.223000,37.5137,18.236
21.224000,37.6273,18.331
21.225000,37.7408,18.426
21.226000,37.8543,18.522
21.227000,37.9679,18.617
21.228000,38.0814,18.712
21.229000,38.1949,18.807
21.230000,38.3085,18.902
21.231000,38.4220,18.997
21.232000,38.5250,19.090
21.233000,38.6278,19.182
21.234000,38.7305,19.274
21.235000,38.8332,19.367
21.236000,38.9359,19.459
21.237000,39.0387,19.551
21.238000,39.1414,19.644
21.239000,39.2441,19.736
21.240000,39.3468,19.828
21.241000,39.4495,19.921
21.242000,39.5511,20.013
21.243000,39.6455,20.102
21.244000,39.7398,20.192
21.245000,39.8342,20.282
21.246000,39.9285,20.372
21.247000,40.0229,20.462
21.248000,40.1173,20.552
21.249000,40.2116,20.641
21.250000,40.3060,20.731
21.251000,40.4003,20.821
21.252000,40.4947,20.911
21.253000,40.5890,21.001
21.254000,40.6761,21.088
21.255000,40.7632,21.176
21.256000,40.8502,21.264
21.257000,40.9373,21.351
21.258000,41.0244,21.439
21.259000,41.1115,21.526
21.260000,41.1986,21.614
21.261000,41.2856,21.702
21.262000,41.3727,21.789
21.263000,41.4598,21.877
21.264000,41.5469,21.964
21.265000,41.6304,22.051
21.266000,41.7114,22.136
21.267000,41.7924,22.222
21.268000,41.8734,22.308
21.269000,41.9544,22.393
21.270000,42.0354,22.479
21.271000,42.1164,22.564
21.272000,42.1974,22.650
21.273000,42.2784,22.735
21.274000,42.3594,22.821
21.275000,42.4404,22.907
21.276000,42.5214,22.992
21.277000,42.6002,23.076
21.278000,42.6788,23.160
21.279000,42.7574,23.244
21.280000,42.8360,23.327
21.281000,42.9146,23.411
21.282000,42.9932,23.495
21.283000,43.0718,23.578
21.284000,43.1504,23.662
21.285000,43.2290,23.746
21.286000,43.3076,23.830
21.287000,43.3863,23.913
21.288000,43.4649,23.997
21.289000,43.5419,24.079
21.290000,43.6189,24.161
21.291000,43.6959,24.243
21.292000,43.7728,24.325
21.293000,43.8498,24.407
21.294000,43.9268,24.489
21.295000,44.0038,24.571
21.296000,44.0808,24.653
21.297000,44.1578,24.734
21.298000,44.2347,24.816
21.299000,44.3117,24.898
21.300000,44.3887,24.980
21.301000,44.4635,25.061
21.302000,44.5377,25.141
21.303000,44.6118,25.221
21.304000,44.6859,25.302
21.305000,44.7600,25.382
21.306000,44.8342,25.462
21.307000,44.9083,25.542
21.308000,44.9824,25.622
21.309000,45.0565,25.703
21.310000,45.1307,25.783
21.311000,45.2048,25.863
21.312000,45.2789,25.943
21.313000,45.3522,26.023
21.314000,45.4237,26.102
21.315000,45.4951,26.180
21.316000,45.5665,26.259
21.317000,45.6379,26.338
21.318000,45.7094,26.416
21.319000,45.7808,26.495
21.320000,45.8522,26.573
21.321000,45.9237,26.652
21.322000,45.9951,26.731
21.323000,46.0665,26.809
21.324000,46.1379,26.888
21.325000,46.2094,26.966
21.326000,46.2793,27.044
21.327000,46.3482,27.121
21.328000,46.4171,27.198
21.329000,46.4859,27.275
21.330000,46.5548,27.353
21.331000,46.6237,27.430
21.332000,46.6926,27.507
21.333000,46.7614,27.584
21.334000,46.8303,27.661
21.335000,46.8992,27.738
21.336000,46.9680,27.815
21.337000,47.0369,27.892
21.338000,47.1058,27.969
21.339000,47.1732,28.046
21.340000,47.2397,28.121
21.341000,47.3061,28.197
21.342000,47.3726,28.273
21.343000,47.4390,28.348
21.344000,47.5055,28.424
21.345000,47.5719,28.500
21.346000,47.6384,28.575
21.347000,47.7048,28.651
21.348000,47.7713,28.727
21.349000,47.8377,28.802
21.350000,47.9042,28.878
21.351000,47.9706,28.954
21.352000,48.0362,29.029
21.353000,48.1004,29.103
21.354000,48.1645,29.177
21.355000,48.2287,29.252
21.356000,48.2928,29.326
21.357000,48.3570,29.400
21.358000,48.4212,29.475
21.359000,48.4853,29.549
21.360000,48.5495,29.623
21.361000,48.6136,29.698
21.362000,48.6778,29.772
21.363000,48.7420,29.846
21.364000,48.8061,29.920
21.365000,48.8703,29.995
21.366000,48.9324,30.068
21.367000,48.9944,30.141
21.368000,49.0564,30.214
21.369000,49.1184,30.287
21.370000,49.1803,30.360
21.371000,49.2423,30.433
21.372000,49.3043,30.506
21.373000,49.3663,30.579
21.374000,49.4282,30.652
21.375000,49.4902,30.725
21.376000,49.5522,30.798
21.377000,49.6142,30.871
21.378000,49.6762,30.944
21.379000,49.7377,31.017
21.380000,49.7976,31.089
21.381000,49.8575,31.160
21.382000,49.9174,31.232
21.383000,49.9773,31.304
21.384000,50.0372,31.376
21.385000,50.0971,31.447
21.386000,50.1570,31.519
21.387000,50.2169,31.591
21.388000,50.2768,31.663
21.389000,50.3367,31.735
21.390000,50.3966,31.806
21.391000,50.4566,31.878
21.392000,50.5165,31.950
21.393000,50.5758,32.021
21.394000,50.6337,32.092
21.395000,50.6916,32.163
21.396000,50.7496,32.233
21.397000,50.8075,32.304
21.398000,50.8654,32.375
21.399000,50.9234,32.445
21.400000,50.9813,32.516
21.401000,51.0392,32.586
21.402000,51.0972,32.657
21.403000,51.1551,32.728
21.404000,51.2131,32.798
21.405000,51.2710,32.869
21.406000,51.3289,32.940
21.407000,51.3866,33.010
21.408000,51.4426,33.080
21.409000,51.4987,33.149
21.410000,51.5548,33.219
21.411000,51.6108,33.288
21.412000,51.6669,33.358
21.413000,51.7229,33.427
21.414000,51.7790,33.497
21.415000,51.8350,33.566
21.416000,51.8911,33.636
21.417000,51.9471,33.705
21.418000,52.0032,33.775
21.419000,52.0593,33.844
21.420000,52.1153,33.914
21.421000,52.1714,33.983
21.422000,52.2261,34.052
21.423000,52.2803,34.120
21.424000,52.3346,34.189
21.425000,52.3888,34.257
21.426000,52.4431,34.326
21.427000,52.4974,34.394
21.428000,52.5516,34.463
21.429000,52.6059,34.531
21.430000,52.6602,34.600
21.431000,52.7144,34.668
21.432000,52.7687,34.737
21.433000,52.8229,34.805
21.434000,52.8772,34.873
21.435000,52.9315,34.942
21.436000,52.9855,35.010
21.437000,53.0380,35.078
21.438000,53.0906,35.145
21.439000,53.1431,35.213
21.440000,53.1957,35.280
21.441000,53.2482,35.348
21.442000,53.3008,35.415
21.443000,53.3533,35.482
21.444000,53.4059,35.550
21.445000,53.4584,35.617
21.446000,53.5110,35.685
21.447000,53.5635,35.752
21.448000,53.6161,35.820
21.449000,53.6686,35.887
21.450000,53.7212,35.955
21.451000,53.7732,36.022
21.452000,53.8241,36.088
21.453000,53.8750,36.155
21.454000,53.9260,36.221
21.455000,53.9769,36.288
21.456000,54.0278,36.354
21.457000,54.0787,36.421
21.458000,54.1296,36.487
21.459000,54.1805,36.554
21.460000,54.2314,36.620
21.461000,54.2824,36.687
21.462000,54.3333,36.753
21.463000,54.3842,36.820
21.464000,54.4351,36.886
21.465000,54.4860,36.953
21.466000,54.5365,37.019
21.467000,54.5858,37.084
21.468000,54.6352,37.150
21.469000,54.6845,37.215
21.470000,54.7339,37.281
21.471000,54.7832,37.347
21.472000,54.8326,37.412
21.473000,54.8819,37.478
21.474000,54.9313,37.543
21.475000,54.9806,37.609
21.476000,55.0300,37.674
21.477000,55.0793,37.740
21.478000,55.1287,37.806
21.479000,55.1780,37.871
21.480000,55.2274,37.937
21.481000,55.2767,38.002
21.482000,55.3245,38.067
21.483000,55.3724,38.132
21.484000,55.4203,38.196
21.485000,55.4681,38.261
21.486000,55.5160,38.326
21.487000,55.5638,38.390
21.488000,55.6117,38.455
21.489000,55.6595,38.520
21.490000,55.7074,38.584
21.491000,55.7552,38.649
21.492000,55.8031,38.714
21.493000,55.8509,38.779
21.494000,55.8988,38.843
21.495000,55.9466,38.908
21.496000,55.9945,38.973
21.497000,56.0461,39.037
21.498000,56.1004,39.101
21.499000,56.1547,39.164
21.500000,56.2090,39.228
21.501000,56.2632,39.292
21.502000,56.3175,39.356
21.503000,56.3718,39.420
21.504000,56.4261,39.483
21.505000,56.4804,39.547
21.506000,56.5347,39.611
21.507000,56.5890,39.675
21.508000,56.6433,39.739
21.509000,56.6976,39.802
21.510000,56.7519,39.866
21.511000,56.8062,39.930
21.512000,56.8605,39.994
21.513000,56.9153,40.057
21.514000,56.9702,40.119
21.515000,57.0250,40.182
21.516000,57.0799,40.245
21.517000,57.1347,40.308
21.518000,57.1896,40.371
21.519000,57.2444,40.434
21.520000,57.2993,40.496
21.521000,57.3542,40.559
21.522000,57.4090,40.622
21.523000,57.4639,40.685
21.524000,57.5187,40.748
21.525000,57.5736,40.810
21.526000,57.6284,40.873
21.527000,57.6833,40.936
21.528000,57.7381,40.999
21.529000,57.7913,41.061
21.530000,57.8444,41.123
21.531000,57.8975,41.185
21.532000,57.9506,41.246
21.533000,58.0037,41.308
21.534000,58.0568,41.370
21.535000,58.1099,41.432
21.536000,58.1630,41.494
21.537000,58.2161,41.556
21.538000,58.2692,41.618
21.539000,58.3223,41.680
21.540000,58.3754,41.742
21.541000,58.4285,41.803
21.542000,58.4816,41.865
21.543000,58.5347,41.927
21.544000,58.5878,41.989
21.545000,58.6396,42.050
21.546000,58.6910,42.111
21.547000,58.7424,42.172
21.548000,58.7939,42.233
21.549000,58.8453,42.294
21.550000,58.8967,42.355
21.551000,58.9482,42.416
21.552000,58.9996,42.477
21.553000,59.0510,42.538
21.554000,59.1025,42.599
21.555000,59.1539,42.660
21.556000,59.2053,42.721
21.557000,59.2568,42.782
21.558000,59.3082,42.843
21.559000,59.3596,42.904
21.560000,59.4111,42.965
21.561000,59.4618,43.026
21.562000,59.5116,43.086
21.563000,59.5615,43.146
21.564000,59.6113,43.206
21.565000,59.6611,43.266
21.566000,59.7110,43.326
21.567000,59.7608,43.387
21.568000,59.8106,43.447
21.569000,59.8605,43.507
21.570000,59.9103,43.567
21.571000,59.9601,43.627
21.572000,60.0100,43.687
21.573000,60.0598,43.747
21.574000,60.1097,43.808
21.575000,60.1595,43.868
21.576000,60.2093,43.928
21.577000,60.2592,43.988
21.578000,60.3078,44.047
21.579000,60.3561,44.107
21.580000,60.4044,44.166
21.581000,60.4527,44.225
21.582000,60.5010,44.285
21.583000,60.5493,44.344
21.584000,60.5976,44.403
21.585000,60.6459,44.463
21.586000,60.6942,44.522
21.587000,60.7425,44.581
21.588000,60.7908,44.641
21.589000,60.8391,44.700
21.590000,60.8874,44.759
21.591000,60.9357,44.819
21.592000,60.9840,44.878
21.593000,61.0323,44.937
21.594000,61.0807,44.997
21.595000,61.1276,45.055
21.596000,61.1744,45.114
21.597000,61.2213,45.172
21.598000,61.2681,45.231
21.599000,61.3149,45.289
21.600000,61.3618,45.348
21.601000,61.4086,45.407
21.602000,61.4555,45.465
21.603000,61.5023,45.524
21.604000,61.5491,45.582
21.605000,61.5960,45.641
21.606000,61.6428,45.699
21.607000,61.6897,45.758
21.608000,61.7365,45.816
21.609000,61.7833,45.875
21.610000,61.8302,45.933
21.611000,61.8770,45.992
21.612000,61.9227,46.050
21.613000,61.9681,46.108
21.614000,62.0135,46.166
21.615000,62.0590,46.223
21.616000,62.1044,46.281
21.617000,62.1498,46.339
21.618000,62.1953,46.397
21.619000,62.2407,46.455
21.620000,62.2861,46.512
21.621000,62.3316,46.570
21.622000,62.3770,46.628
21.623000,62.4225,46.686
21.624000,62.4679,46.744
21.625000,62.5133,46.801
21.626000,62.5588,46.859
21.627000,62.6042,46.917
21.628000,62.6496,46.975
21.629000,62.6943,47.032
21.630000,62.7384,47.089
21.631000,62.7825,47.146
21.632000,62.8266,47.203
21.633000,62.8707,47.261
21.634000,62.9148,47.318
21.635000,62.9589,47.375
21.636000,63.0030,47.432
21.637000,63.0471,47.489
21.638000,63.0911,47.546
21.639000,63.1352,47.603
21.640000,63.1793,47.660
21.641000,63.2234,47.717
21.642000,63.2675,47.774
21.643000,63.3116,47.831
21.644000,63.3557,47.888
21.645000,63.3998,47.946
21.646000,63.4433,48.003
21.647000,63.4760,48.059
21.648000,63.5086,48.116
21.649000,63.5412,48.172
21.650000,63.5739,48.228
21.651000,63.6065,48.285
21.652000,63.6392,48.341
21.653000,63.6718,48.398
21.654000,63.7044,48.454
21.655000,63.7371,48.511
21.656000,63.7697,48.567
21.657000,63.8024,48.624
21.658000,63.8350,48.680
21.659000,63.8676,48.737
21.660000,63.9003,48.793
21.661000,63.9329,48.850
21.662000,63.9655,48.906
21.663000,63.9982,48.963
21.664000,64.0295,49.019
21.665000,64.0583,49.075
21.666000,64.0871,49.131
21.667000,64.1159,49.187
21.668000,64.1447,49.243
21.669000,64.1736,49.299
21.670000,64.2024,49.355
21.671000,64.2312,49.411
21.672000,64.2600,49.467
21.673000,64.2888,49.523
21.674000,64.3176,49.579
21.675000,64.3464,49.635
21.676000,64.3752,49.691
21.677000,64.4040,49.747
21.678000,64.4328,49.803
21.679000,64.4616,49.859
21.680000,64.4904,49.915
21.681000,64.5192,49.971
21.682000,64.5477,50.027
21.683000,64.5757,50.082
21.684000,64.6038,50.138
21.685000,64.6319,50.193
21.686000,64.6600,50.249
21.687000,64.6881,50.305
21.688000,64.7161,50.360
21.689000,64.7442,50.416
21.690000,64.7723,50.471
21.691000,64.8004,50.527
21.692000,64.8284,50.582
21.693000,64.8565,50.638
21.694000,64.8846,50.693
21.695000,64.9127,50.749
21.696000,64.9407,50.805
21.697000,64.9688,50.860
21.698000,64.9969,50.916
21.699000,65.0250,50.971
21.700000,65.0529,51.027
21.701000,65.0805,51.082
21.702000,65.0737,51.137
21.703000,65.0610,51.193
21.704000,65.0484,51.248
21.705000,65.0358,51.304
21.706000,65.0231,51.359
21.707000,65.0105,51.415
21.708000,64.9979,51.470
21.709000,64.9852,51.525
21.710000,64.9726,51.581
21.711000,64.9600,51.636
21.712000,64.9473,51.692
21.713000,64.9347,51.747
21.714000,64.9221,51.802
21.715000,64.9094,51.858
21.716000,64.8968,51.913
21.717000,64.8842,51.969
21.718000,64.8715,52.024
21.719000,64.8589,52.079
21.720000,64.8463,52.135
21.721000,64.8336,52.191
21.722000,64.8210,52.246
21.723000,64.8084,52.302
21.724000,64.7957,52.357
21.725000,64.7831,52.413
21.726000,64.7705,52.469
21.727000,64.7578,52.524
21.728000,64.7452,52.580
21.729000,64.7326,52.635
21.730000,64.7200,52.691
21.731000,64.7073,52.747
21.732000,64.6947,52.802
21.733000,64.6821,52.858
21.734000,64.6694,52.914
21.735000,64.6568,52.969
21.736000,64.6442,53.025
21.737000,64.6315,53.080
21.738000,64.6189,53.136
21.739000,64.6063,53.192
21.740000,64.5936,53.248
21.741000,64.5810,53.304
21.742000,64.5684,53.359
21.743000,64.5557,53.415
21.744000,64.5431,53.471
21.745000,64.5305,53.527
21.746000,64.5178,53.583
21.747000,64.5052,53.638
21.748000,64.4926,53.694
21.749000,64.4800,53.750
21.750000,64.4673,53.806
21.751000,64.4547,53.862
21.752000,64.4421,53.917
21.753000,64.4294,53.973
21.754000,64.4168,54.029
21.755000,64.4042,54.085
21.756000,64.3915,54.141
21.757000,64.3789,54.197
21.758000,64.3663,54.253
21.759000,64.3537,54.309
21.760000,64.3410,54.365
21.761000,64.3284,54.421
21.762000,64.3158,54.477
21.763000,64.3031,54.533
21.764000,64.2905,54.589
21.765000,64.2779,54.645
21.766000,64.2652,54.701
21.767000,64.2526,54.757
21.768000,64.2400,54.813
21.769000,64.2274,54.869
21.770000,64.2147,54.925
21.771000,64.2021,54.981
21.772000,64.1895,55.037
21.773000,64.1768,55.093
21.774000,64.1642,55.149
21.775000,64.1516,55.205
21.776000,64.1390,55.261
21.777000,64.1263,55.317
21.778000,64.1137,55.374
21.779000,64.1011,55.430
21.780000,64.0884,55.486
21.781000,64.0758,55.542
21.782000,64.0632,55.598
21.783000,64.0506,55.655
21.784000,64.0379,55.711
21.785000,64.0253,55.767
21.786000,64.0127,55.823
21.787000,64.0000,55.879
21.788000,63.9874,55.936
21.789000,63.9748,55.992
21.790000,63.9622,56.048
21.791000,63.9495,56.104
21.792000,63.9369,56.161
21.793000,63.9243,56.217
21.794000,63.9116,56.273
21.795000,63.8990,56.330
21.796000,63.8864,56.386
21.797000,63.8738,56.443
21.798000,63.8611,56.499
21.799000,63.8485,56.555
21.800000,63.8359,56.612
21.801000,63.8233,56.668
21.802000,63.8106,56.725
21.803000,63.7980,56.781
21.804000,63.7854,56.837
21.805000,63.7727,56.894
21.806000,63.7601,56.950
21.807000,63.7475,57.006
21.808000,63.7349,57.063
21.809000,63.7222,57.119
21.810000,63.7096,57.176
21.811000,63.6970,57.233
21.812000,63.6844,57.289
21.813000,63.6717,57.346
21.814000,63.6591,57.402
21.815000,63.6465,57.459
21.816000,63.6339,57.515
21.817000,63.6212,57.572
21.818000,63.6086,57.629
21.819000,63.5960,57.685
21.820000,63.5833,57.742
21.821000,63.5707,57.798
21.822000,63.5581,57.855
21.823000,63.5455,57.912
21.824000,63.5328,57.968
21.825000,63.5202,58.025
21.826000,63.5076,58.081
21.827000,63.4950,58.138
21.828000,63.4823,58.195
21.829000,63.4697,58.252
21.830000,63.4571,58.308
21.831000,63.4445,58.365
21.832000,63.4318,58.422
21.833000,63.4192,58.479
21.834000,63.4066,58.536
21.835000,63.3940,58.592
21.836000,63.3813,58.649
21.837000,63.3687,58.706
21.838000,63.3561,58.763
21.839000,63.3435,58.820
21.840000,63.3308,58.876
21.841000,63.3182,58.933
21.842000,63.3056,58.990
21.843000,63.2930,59.047
21.844000,63.2803,59.104
21.845000,63.2677,59.161
21.846000,63.2551,59.218
21.847000,63.2425,59.275
21.848000,63.2298,59.332
21.849000,63.2172,59.389
21.850000,63.2046,59.446
21.851000,63.1920,59.502
21.852000,63.1793,59.559
21.853000,63.1667,59.616
21.854000,63.1541,59.673
21.855000,63.1415,59.730
21.856000,63.1288,59.787
21.857000,63.1162,59.844
21.858000,63.1036,59.901
21.859000,63.0909,59.958
21.860000,63.0783,60.015
21.861000,63.0657,60.072
21.862000,63.0531,60.129
21.863000,63.0405,60.187
21.864000,63.0278,60.244
21.865000,63.0152,60.301
21.866000,63.0026,60.358
21.867000,62.9900,60.415
21.868000,62.9773,60.473
21.869000,62.9647,60.530
21.870000,62.9521,60.587
21.871000,62.9395,60.644
21.872000,62.9268,60.701
21.873000,62.9142,60.759
21.874000,62.9016,60.816
21.875000,62.8890,60.873
21.876000,62.8763,60.930
21.877000,62.8637,60.987
21.878000,62.8511,61.045
21.879000,62.8385,61.102
21.880000,62.8258,61.159
21.881000,62.8132,61.217
21.882000,62.8006,61.274
21.883000,62.7880,61.331
21.884000,62.7753,61.389
21.885000,62.7627,61.446
21.886000,62.7501,61.503
21.887000,62.7375,61.561
21.888000,62.7248,61.618
21.889000,62.7122,61.676
21.890000,62.6996,61.733
21.891000,62.6870,61.790
21.892000,62.6743,61.848
21.893000,62.6617,61.905
21.894000,62.6491,61.963
21.895000,62.6365,62.020
21.896000,62.6238,62.077
21.897000,62.6112,62.135
21.898000,62.5986,62.192
21.899000,62.5860,62.250
21.900000,62.5734,62.308
21.901000,62.5607,62.365
21.902000,62.5481,62.423
21.903000,62.5355,62.480
21.904000,62.5229,62.538
21.905000,62.5102,62.596
21.906000,62.4976,62.653
21.907000,62.4850,62.711
21.908000,62.4724,62.768
21.909000,62.4597,62.826
21.910000,62.4471,62.884
21.911000,62.4345,62.941
21.912000,62.4219,62.999
21.913000,62.4092,63.056
21.914000,62.3966,63.114
21.915000,62.3840,63.172
21.916000,62.3714,63.230
21.917000,62.3588,63.287
21.918000,62.3461,63.345
21.919000,62.3335,63.403
21.920000,62.3209,63.461
21.921000,62.3083,63.519
21.922000,62.2956,63.576
21.923000,62.2830,63.634
21.924000,62.2704,63.692
21.925000,62.2578,63.750
21.926000,62.2451,63.808
21.927000,62.2325,63.865
21.928000,62.2199,63.923
21.929000,62.2073,63.981
21.930000,62.1946,64.039
21.931000,62.1820,64.097
21.932000,62.1694,64.155
21.933000,62.1568,64.213
21.934000,62.1441,64.271
21.935000,62.1315,64.329
21.936000,62.1189,64.386
21.937000,62.1063,64.444
21.938000,62.0937,64.502
21.939000,62.0810,64.560
21.940000,62.0684,64.618
21.941000,62.0558,64.676
21.942000,62.0432,64.734
21.943000,62.0305,64.792
21.944000,62.0179,64.850
21.945000,62.0053,64.908
21.946000,61.9927,64.966
21.947000,61.9800,65.024
21.948000,61.9674,65.082
21.949000,61.9548,65.141
21.950000,61.9422,65.199
21.951000,61.9295,65.257
21.952000,61.9169,65.315
21.953000,61.9043,65.373
21.954000,61.8917,65.432
21.955000,61.8791,65.490
21.956000,61.8664,65.548
21.957000,61.8538,65.606
21.958000,61.8412,65.664
21.959000,61.8286,65.723
21.960000,61.8159,65.781
21.961000,61.8033,65.839
21.962000,61.7907,65.897
21.963000,61.7781,65.955
21.964000,61.7654,66.014
21.965000,61.7528,66.072
21.966000,61.7402,66.130
21.967000,61.7276,66.189
21.968000,61.7149,66.247
21.969000,61.7023,66.305
21.970000,61.6897,66.364
21.971000,61.6771,66.422
21.972000,61.6645,66.481
21.973000,61.6518,66.539
21.974000,61.6392,66.597
21.975000,61.6266,66.656
21.976000,61.6140,66.714
21.977000,61.6013,66.773
21.978000,61.5887,66.831
21.979000,61.5761,66.889
21.980000,61.5635,66.948
21.981000,61.5508,67.006
21.982000,61.5382,67.065
21.983000,61.5256,67.123
21.984000,61.5130,67.182
21.985000,61.5003,67.240
21.986000,61.4877,67.299
21.987000,61.4751,67.358
21.988000,61.4625,67.416
21.989000,61.4498,67.475
21.990000,61.4372,67.533
21.991000,61.4246,67.592
21.992000,61.4120,67.651
21.993000,61.3993,67.709
21.994000,61.3867,67.768
21.995000,61.3741,67.826
21.996000,61.3615,67.885
21.997000,61.3489,67.944
21.998000,61.3362,68.002
21.999000,61.3236,68.061
22.000000,61.3110,68.120
22.001000,61.2984,68.178
22.002000,61.2857,68.237
22.003000,61.2731,68.296
22.004000,61.2605,68.355
22.005000,61.2479,68.414
22.006000,61.2352,68.472
22.007000,61.2226,68.531
22.008000,61.2100,68.590
22.009000,61.1974,68.649
22.010000,61.1847,68.708
22.011000,61.1721,68.767
22.012000,61.1595,68.825
22.013000,61.1469,68.884
22.014000,61.1342,68.943
22.015000,61.1216,69.002
22.016000,61.1090,69.061
22.017000,61.0964,69.120
22.018000,61.0837,69.179
22.019000,61.0711,69.238
22.020000,61.0585,69.297
22.021000,61.0459,69.356
22.022000,61.0332,69.415
22.023000,61.0206,69.474
22.024000,61.0080,69.533
22.025000,60.9954,69.592
22.026000,60.9827,69.651
22.027000,60.9701,69.710
22.028000,60.9575,69.769
22.029000,60.9449,69.828
22.030000,60.9322,69.887
22.031000,60.9196,69.946
22.032000,60.9070,70.005
22.033000,60.8944,70.064
22.034000,60.8817,70.123
22.035000,60.8691,70.182
22.036000,60.8565,70.241
22.037000,60.8439,70.301
22.038000,60.8312,70.360
22.039000,60.8186,70.419
22.040000,60.8060,70.478
22.041000,60.7934,70.538
22.042000,60.7807,70.597
22.043000,60.7681,70.656
22.044000,60.7555,70.715
22.045000,60.7429,70.775
22.046000,60.7302,70.834
22.047000,60.7176,70.893
22.048000,60.7050,70.952
22.049000,60.6923,71.011
22.050000,60.6797,71.071
22.051000,60.6671,71.130
22.052000,60.6545,71.190
22.053000,60.6418,71.249
22.054000,60.6292,71.308
22.055000,60.6166,71.368
22.056000,60.6040,71.427
22.057000,60.5913,71.487
22.058000,60.5787,71.546
22.059000,60.5661,71.606
22.060000,60.5535,71.665
22.061000,60.5408,71.724
22.062000,60.5282,71.784
22.063000,60.5156,71.843
22.064000,60.5030,71.903
22.065000,60.4903,71.962
22.066000,60.4777,72.022
22.067000,60.4651,72.081
22.068000,60.4524,72.141
22.069000,60.4398,72.200
22.070000,60.4272,72.260
22.071000,60.4146,72.320
22.072000,60.4019,72.379
22.073000,60.3893,72.439
22.074000,60.3767,72.499
22.075000,60.3641,72.558
22.076000,60.3514,72.618
22.077000,60.3388,72.677
22.078000,60.3262,72.737
22.079000,60.3135,72.797
22.080000,60.3009,72.856
22.081000,60.2883,72.916
22.082000,60.2757,72.976
22.083000,60.2630,73.035
22.084000,60.2504,73.095
22.085000,60.2378,73.155
22.086000,60.2251,73.215
22.087000,60.2125,73.275
22.088000,60.1999,73.334
22.089000,60.1873,73.394
22.090000,60.1746,73.454
22.091000,60.1620,73.514
22.092000,60.1494,73.574
22.093000,60.1367,73.634
22.094000,60.1241,73.694
22.095000,60.1115,73.753
22.096000,60.0989,73.813
22.097000,60.0862,73.873
22.098000,60.0736,73.933
22.099000,60.0610,73.993
22.100000,60.0483,74.053
22.101000,60.0357,74.113
22.102000,60.0231,74.173
22.103000,60.0105,74.233
22.104000,59.9978,74.293
22.105000,59.9852,74.353
22.106000,59.9726,74.413
22.107000,59.9599,74.473
22.108000,59.9473,74.533
22.109000,59.9347,74.593
