time,train_id,phase,act,speed_limit,current_speed,dist_to_next_station,delay,current_gradient,next_limit_info,next_gradient_info,w_surv,w_conf,w_comp,reason
390.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.06,1578.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は巡航フェーズで遅延なし、勾配も平坦、制限速度に余裕があるため安全リスクは低い。乗客快適性を最大化しつつ、エネルギー消費を抑えるために効率性も中程度に重視する。
420.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,88.58,811.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,現在は制限速度を下回り遅延もなく平坦区間で惰行中のため安全リスクは低く、乗り心地と省エネを重視すべき。
450.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,70.57,64.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.5,0.7,速度は制限以下で安全リスク低く、駅停車のため滑らかな減速が必要。回生ブレーキでエネルギー回収を重視。
510.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,51.2,2486.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.3,0.6,現在は加速フェーズで速度は制限の半分以下、勾配・遅延なし。安全リスクは低く快適性と省エネを重視。
540.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,97.96,1786.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度未満で遅延なし、平坦区間の惰行のため安全リスク低く、乗り心地とエネルギー効率を重視し、Survivalを低め、Confidenceを高め、Competenceは中程度に設定する。
570.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,92.19,1017.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,速度は制限以下で遅延なし、平坦区間の惰行のため安全リスク低。乗り心地維持が重要で、エネルギーは既に最適化済み。
600.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,86.85,252.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.7,速度は制限内で遅延なし、減速フェーズで自然減速可能。安全リスク低くSurvivalは低め、乗り心地とエネルギー回生を重視しConfidenceとCompetenceを高める。適切にバランス調整する。
660.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,19.2,1084.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,駅出発直後の加速で速度は制限の1/4程度、リスク低く安全は確保。快適性と省エネ加速が重要なのでSurvivalを低めにし、Confidenceを中程度、Competenceを高めに設定する。
690.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,65.6,599.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り勾配も平坦で遅延なし。安全リスク低く快適走行を重視し、回生機会は限定的なので、Survival低め、Confidence高め、Competenceは中程度に設定する。
720.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,80.0,53.53,4.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,駅手前減速中で速度は制限以下、遅延なし。安全は確保されているが、滑らかな停止と回生ブレーキでエネルギー回収を重視する。
780.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,90.0,57.6,1256.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.4,現在は駅出発直後の加速フェーズで速度は制限の約64%に留まり、勾配・遅延もなく安全リスクは低い。乗客の快適性を保ちつつエネルギー消費を抑える必要があるため、Survivalをやや高め(0.6)にし、Confidenceを最も重視(0.5)し、Competenceはやや低め(0.4)に設定する。
810.0,T1,巡航フェーズ（駅間走行中）,惰行中,90.0,81.59,588.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.8,0.6,現在は制限速度以下で遅延なし、平坦区間の惰行中のため安全リスクは低く、乗り心地の維持とエネルギー回生による省エネ効果を最大化すべき。したがってSurvivalは中程度、Confidenceは高く、Competenceもやや高めに設定する。安全余裕が大きいためSurvivalは0.4、快適性を最優先しConfidenceは0.8、エネルギー効率を考慮しCompetenceは0.6とする。
840.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,90.0,45.24,1965.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,速度は制限の半分以下で遅延なし、平坦区間のため安全リスクは低い。乗り心地を重視し回生ブレーキで回収を期待できるが緊急性は低く、Survival低、Confidence高、Competence中に設定する。
900.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,68.8,1694.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.4,現在速度は制限の約70%で安全余裕が大きく、勾配も平坦。乗客の快適性を重視しつつ、エネルギー消費を抑える必要があるため、Survivalを低め、ConfidenceとCompetenceを中程度に設定する。
930.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,87.71,944.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,制限速度を大きく下回り平坦で遅延なし、危険度低く安全重視は低め。惰行で加減速がなく乗り心地最適なのでConfidenceを高く、エネルギーは最小消費だが若干の効率向上余地があるためCompetenceは中程度に設定。
960.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,100.0,87.53,182.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.9,0.4,0.8,現在、駅手前約180mで減速すべきなのに加速状態で速度87.5km/hは制限内でも停止リスクが高く、安全確保が最優先。駅到着直前の回生ブレーキでエネルギー回収が可能なため効率も重視し、乗り心地は急ブレーキ回避のため中程度に設定する。
1020.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,32.0,2055.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は加速フェーズで速度は制限の3割程度、勾配平坦・遅延なし。安全リスク低くSurvivalは低め、乗り心地とエネルギー効率を重視しConfidenceとCompetenceを高める。
1050.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,84.33,1442.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在速度は制限以下で遅延なし、平坦区間の巡航のため安全リスクは低く、乗り心地とエネルギー効率を重視し、Survivalを低め、ConfidenceとCompetenceを高める。
1080.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,93.93,677.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.3,現在速度は制限下限内で余裕があり安全リスクは低いが、巡航中の快適性を重視し、加速によるエネルギー消費は抑制したい。したがってSurvivalは中程度、Confidenceを高め、Competenceはやや低めに設定する。
1110.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,48.57,2673.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在速度は制限の半分以下で安全リスクは低く、平坦区間の減速は回生でエネルギー回収が可能。乗客の快適性を保ちつつ省エネを促すため、Survivalを低め、ConfidenceとCompetenceを中程度に設定する。
1170.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,68.8,2394.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は制限速度を大きく下回り勾配も平坦で遅延なし。安全リスクは低く、快適な巡航を維持しつつエネルギー効率を高めるべき。加速中であるためエネルギー消費が増えるが、目標速度までの余裕があるので無理な加速は避け、適度な加速と回生ブレーキの活用を促す。
1200.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,87.71,1644.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度を下回り平坦区間で惰行中。安全リスク低く快適性を重視し、エネルギー回収の余地もあるため、Survival低め、Confidence高め、Competenceは中程度に設定する。
1230.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,87.53,882.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.6,速度は制限の約88%で安全余裕が大きく、遅延なし。快適な巡航が可能なのでConfidenceを重視し、エネルギー効率も考慮してCompetenceを中程度に設定。Survivalは低めに。
1260.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,79.13,121.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.3,0.6,現在は制限速度を大きく下回り遅延もなく、平坦区間で減速中のため安全リスクは低いが、乗客快適性を保ちつつ回生ブレーキでエネルギー回収を促す必要がある。
1320.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,36.8,1041.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.6,加速フェーズで速度は制限の半分以下、リスク低く安全は低重み。乗客快適性とエネルギー効率を重視し、平坦路でのスムーズ加速を促すためConfidenceとCompetenceを高める。
1350.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,80.0,489.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.3,0.5,速度は制限限界で平坦区間、遅延なし。安全は重要だが過剰リスクは低く、快適な加速とエネルギー節約をバランスさせる。次駅まで約500mと近く、余裕があるため回生ブレーキの活用や滑走走行を検討でき、快適性も維持できる。
1380.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,80.0,31.53,1439.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は制限速度を大きく下回り遅延もなく、勾配も平坦で安全リスクは低い。乗り心地を保つため快適性を重視し、回生ブレーキの活用でエネルギー効率も適度に考慮する。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定する。
1440.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,90.0,75.2,1154.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.5,0.3,現在は制限速度90km/hに対し75.2km/hと余裕があり遅延0秒、平坦区間で加速中のため安全リスクは低い。乗り心地とエネルギー効率をバランスさせSurvival0.4、Confidence0.5、Competence0.3と設定する。
1470.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,90.0,78.04,469.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.5,現在は制限速度を下回り遅延もなく平坦区間で加速中。安全リスクは低いが速度超過防止のためSurvivalは中程度。乗り心地重視でConfidenceを高く設定し、エネルギー効率は適度に考慮してCompetenceはやや低めにする。
1500.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,90.0,23.24,1913.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は駅間巡航中で速度は制限の23%に留まり安全リスクは低く、ブレーキは回生可能な減速段階であるため省エネ効果を活かす必要がある。一方、乗客の快適性確保が重要となるためConfidenceを最重視し、Survivalは低めに設定する。
1560.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,86.4,1576.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.6,速度は制限の15%下回り安全リスク低く、快適性とエネルギー効率を重視し、加速中のジャーク抑制と省エネをバランスさせる。
1590.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.53,809.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.5,速度が制限値に近く超過リスクは低いが安全は確保すべき。加速中で乗り心地は普通。エネルギー消費が続くため効率も考慮。
1620.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,69.13,60.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.7,現在は制限速度以下で遅延なし、減速フェーズで回生ブレーキ活用可能。前方列車なし・勾配平坦のため安全リスクは低く、乗客快適性とエネルギー回収を重視すべき。したがってSurvivalはやや低め、ConfidenceとCompetenceを高めに設定する。
1680.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,49.6,1993.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,駅出発直後の加速で速度は制限の半分以下、超過リスク低く安全重視は低め。乗客の快適な加速とエネルギー効率を同時に確保するため、ConfidenceとCompetenceを中程度以上に設定する。
1710.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,98.98,1300.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度下回りで遅延なし、勾配平坦の巡航惰行状態。安全リスク低く快適性を重視し、エネルギー回生の余地は限定的なので、Survivalを低め、Confidenceを高め、Competenceは中程度に設定する。
1740.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,93.12,529.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.5,速度は制限内で遅延なし、平坦区間の巡航なので安全リスク低く快適性と省エネを重視し、Survivalは中程度、Confidenceは高め、Competenceはやや高めに設定する。
1770.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,26.57,2616.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在速度は制限の大幅下回りで安全リスクは低く、減速中のジャーク抑制と乗客快適性を重視し、回生ブレーキでエネルギー回収も期待できるため、Survivalを低め、Confidenceを高め、Competenceは中程度に設定する。
1830.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,86.4,2276.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在速度は制限の86%で安全余裕が大きく、遅延もゼロ。巡航フェーズで加速中のため乗り心地を重視し、過度なエネルギー消費は抑制する程度に設定する。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定する。
1860.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.53,1509.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.8,0.5,現在は制限速度100km/hに対し95.5km/hで走行し、安全リスクは低いが速度超過の余地が僅か。快適性確保のため加速は抑え、乗客の乗り心地を優先すべき。エネルギー効率は回生ブレーキ活用の余地が少ないため、適度に考慮する。
1890.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,96.97,737.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,巡航中で速度は制限限界付近だが超過なし。遅延もなく安定走行のため安全重視は低め、快適性と省エネを優先し、コーストでエネルギー回収の余地は小さいが無駄な加減速は避ける。したがってSurvivalを0.3、Confidenceを0.7、Competenceを0.5に設定する。
1920.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,57.13,17.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,速度は制限以下で安全リスク低く、駅停車直前の減速で乗り心地と正確停止が重要。回生ブレーキの余地はあるが距離短いため省エネは中程度。
1980.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,54.4,971.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.6,現在は加速フェーズで速度は制限の約68%で安全余裕が大きく、遅延なし。乗客快適性とエネルギー効率を重視しつつ安全は最低限に。したがってSurvivalは低め、ConfidenceとCompetenceをやや高めに設定する。
2010.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,80.0,72.04,373.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,速度は制限以下で平坦勾配、遅延なしの減速フェーズのため安全リスクは低くSurvivalを低めに設定。乗客快適性確保のためジャーク抑制を重視しConfidenceを高く、回生ブレーキ活用でエネルギー効率を上げるべきなのでCompetenceを中程度に設定。
2040.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,80.0,13.13,1402.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.3,0.8,速度は制限の大幅下回りで安全リスク低く、減速中の回生ブレーキでエネルギー回収が期待できるためCompetenceを高め、乗客快適性は重要だが急ブレーキは不可避なのでConfidenceは中程度に設定する。
2100.0,T1,巡航フェーズ（駅間走行中）,惰行中,90.0,89.11,1026.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.5,現在は制限速度付近で惰行中、速度超過リスクは低く安全は確保できる。安定走行で乗り心地が重要で、エネルギーは既に最小。したがってSurvival低め、Confidence高め、Competenceは中程度に設定する。
2130.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,90.0,87.36,338.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.8,0.7,駅手前の減速フェーズで速度は制限内だが停止位置確保が必須。安全は重要だがリスクは低く、滑らかな減速と回生ブレーキでエネルギー回収を重視すべき。
2190.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,8.0,1897.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,駅出発直後で速度は制限の遠く、勾配も平坦なため安全リスクは低くSurvivalを低めに設定。加速中は乗客の快適性を保つため滑らかな制御を重視しConfidenceを中程度に。エネルギー消費はまだ大きくなるが、効率的加速を促す程度でCompetenceをやや高めに。
2220.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,97.96,1431.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,速度は制限内で遅延なし、平坦区間の惰行のため安全リスク低く快適性と省エネを重視し、Survival低め、Confidence高め、Competence中程度に設定。
2250.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,92.19,662.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,速度は制限速度を8km/h下回り安全リスクは低いが、遅延なしで快適走行が可能。乗客の快適性を優先しつつ、エネルギー消費は適度に抑える。
2280.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,47.13,2171.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,速度は制限の半分以下で遅延なし、安全リスク低くSurvivalを低めに設定。減速中だが乗り心地重視でConfidenceを高め、回生ブレーキの余地があるためCompetenceも中程度にする。
2340.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,67.2,1904.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度から十分離れ、勾配も平坦で遅延もなし。安全リスクは低く、加速中の乗り心地とエネルギー効率を重視すべき。
2370.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,88.58,1157.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,制限速度100km/hに対し88.6km/hと余裕があり、平坦区間で安全リスクは低い。快適な巡航が続くため乗り心地を重視し、エネルギーは低消費だが省エネ効果を維持したい。Survival低め、Confidence高め、Competence中程度に設定。
2400.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,100.0,85.93,394.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.8,0.6,速度は制限以下で遅延なし、平坦区間のため安全リスクは低い。減速フェーズで乗客快適性を保ちつつ回生ブレーキでエネルギー回収を狙うべきなのでSurvivalは低め、Confidenceを高く、Competenceは中程度に設定する。
2460.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,8.0,2597.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,加速フェーズで速度は制限の大幅下回り、勾配平坦・遅延なしのため安全リスク低く、快適性は加速時のジャーク抑制を、エネルギー効率を高めるために効率重視とする。したがってSurvivalは低め、Confidenceは中程度、Competenceは高めに設定する。
2490.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,97.96,2131.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.8,0.4,速度が制限値に近く安全リスクは低いが超過防止が必要。遅延なしで快適走行が可能なためConfidenceを高く、エネルギー回生の余地は小さいのでCompetenceは中程度に設定する。したがってSurvivalはやや高め、Competenceは低めに設定する。
2520.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,92.19,1362.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,速度は制限以下で遅延なし、勾配も平坦なため安全リスク低くSurvivalを低めに設定。乗り心地重視でConfidenceを高くし、エネルギー効率は適度に考慮してCompetenceを中程度に設定。
2550.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,86.85,597.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り遅延なし、平坦区間で惰行中。安全リスク低く快適性を最優先、エネルギー回生は限定的なのでCompetenceは中程度。
2580.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,35.13,9999.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,速度は制限以下で遅延なし、安全リスク低いためSurvivalは低め。減速中のジャーク抑制と乗客快適性を重視しConfidenceを中程度に設定。回生ブレーキでエネルギー回収可能なためCompetenceを高くする。
2640.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,72.0,875.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.3,速度は制限 below、遅延なしで平坦区間の加速中。安全リスク低く快適性を重視し、エネルギーは後段で回生期待のため低めに設定。
2670.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,80.0,64.99,268.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.6,0.7,現在は制限速度を下回り安全リスクは低いが駅停車のため正確な減速が必要。乗り心地を保ちつつ回生ブレーキで省エネを促すため、Survivalは中程度(0.5)、Comfortはやや高め(0.6)、Competenceは高め(0.7)に設定する。
2730.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,90.0,14.4,1391.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.7,駅出発直後で速度は制限の15%程度、遅延なし・勾配平坦のため安全リスクは低く、快適な加速とエネルギー効率を重視すべき。したがってSurvivalは低め、ConfidenceとCompetenceを高めてバランスの取れた学習を促す。
2760.0,T1,巡航フェーズ（駅間走行中）,惰行中,90.0,80.02,897.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,現在は制限速度を下回り平坦区間で惰行中のため安全リスクは低く、乗り心地と省エネを重視。Survival0.3、Confidence0.5、Competence0.7と設定。
2790.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,90.0,78.5,212.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.7,0.6,速度は制限以下で遅延なし、減速フェーズで惰行中のため安全リスクは低いが、駅停車までの滑らかな減速と回生ブレーキ活用が重要。Survivalは中程度(0.5)、快適性を高めConfidenceを高め(0.7)、エネルギー回収を促すCompetenceをやや高め(0.6)に設定。
2850.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,25.6,1871.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は加速フェーズで速度は制限の30%程度、勾配・前方列車なし。安全リスク低くSurvivalを低めに設定し、乗り心地とエネルギー効率を重視してConfidenceとCompetenceを高める。
2880.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,87.71,1289.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.4,現在は制限速度以下で遅延なし、平坦区間の惰行中。安全リスクは低く、乗客の快適性を最大化するためにConfidenceを高め、エネルギー消費抑制も適度に重視してCompetenceを中程度に設定する。
2910.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,87.53,528.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.6,現在は制限速度を大きく下回り遅延もなし、勾配も平坦で安全リスクは低い。乗り心地と省エネを重視し、Survivalは抑えてConfidenceとCompetenceを高める。
2940.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,25.13,2116.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.5,現在速度は制限の4分の1で安全リスクは低く、減速中のジャーク抑制と乗客快適性を重視すべき。エネルギー回生の余地はあるが、過度な省エネは不要。Survivalは低め、ConfidenceとCompetenceを均等に設定。
