time,train_id,phase,act,speed_limit,current_speed,dist_to_next_station,delay,current_gradient,next_limit_info,next_gradient_info,w_surv,w_conf,w_comp,reason
360.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,92.33,445.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,速度は制限の約92%で安全余裕が大きく、勾配も平坦なためSurvivalは低め(0.3)。加速中でジャークは少なく快適性を重視しConfidenceを中程度(0.5)に設定。エネルギー効率向上の余地があるためCompetenceを高め(0.7)にする。
450.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,96.0,1900.0,0.0,0.0,この先制限速度なし,400m先に上り勾配10.0‰あり,0.8,0.3,0.5,速度が制限値100km/hに接近し、400m先の上り勾配10‰が予測されるため、安全を最優先しつつ、現在は加速中で乗り心地を保ち、将来の回生ブレーキ活用を見越したエネルギー効率も考慮する。
480.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.24,1127.2,0.0,10.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は惰行で速度94.2km/hは制限100km/h未満、遅延0秒、勾配10‰の下り。安全リスクは低く、乗り心地とエネルギー効率を優先し、Survivalは低めに設定。
510.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,86.85,360.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,現在は減速フェーズで速度は制限以下、遅延なし。安全リスクは低いが停車必須のためSurvivalは中程度。快適な減速とジャーク抑制が重要なのでConfidenceを高め、回生ブレーキでエネルギー回収できるためCompetenceも高めに設定する。
570.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,8.0,2197.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.4,加速フェーズで速度は制限遠く、安全リスク低。乗客快適性を重視し滑らかな加速を促す。エネルギー効率は次段階で重要なので中程度。
600.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,97.96,1731.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は制限速度下回りで遅延なし、平坦区間の惰行中。安全リスク低く快適性を重視しつつ、エネルギー回生の余地あり。
630.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,92.19,962.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度以下で安定走行、遅延なし・勾配も平坦のため安全リスクは低く、乗り心地の快適性とエネルギー効率の向上を優先すべきです。速度余裕があるので過度な安全重視は不要です。
660.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,84.4,198.6,0.0,20.0,この先制限速度なし,この先目立った勾配なし,0.6,0.3,0.8,速度は制限以下で安全だが駅停車まで減速が必要。下り勾配で回生ブレーキ活用が期待でき、乗り心地は安定しているためSurvivalは中程度、Confidenceは低め、Competenceは高く設定する。
720.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,30.4,1759.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,加速フェーズで速度は制限の30%以下、リスク低く安全は二次的。乗客快適性とエネルギー効率を重視し、加速の滑らかさを優先してConfidenceを高く設定し、Competenceは適度に、Survivalは低めに設定する。
750.0,T1,巡航フェーズ（駅間走行中）,惰行中,65.0,59.98,1219.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度以下で遅延なし、平坦区間の惰行のため安全リスク低く、乗り心地と省エネを重視しSurvival低め、Confidence高め、Competenceは中程度に設定。
780.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,65.0,51.32,750.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.5,速度は制限以下で平坦区間、遅延なし。安全リスク低く快適走行を重視し、エネルギーは適度に考慮。
810.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,76.19,108.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.4,0.7,速度は制限以下で遅延なし、減速フェーズでブレーキ中のため安全リスクは低いが乗り心地とエネルギー回生を重視し、Survivalを中程度、Confidenceをやや高め、Competenceを最も高く設定する。
870.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,95.0,41.6,1724.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在は加速フェーズで速度は制限の半分以下、勾配・遅延なし。安全リスクは低く、乗り心地は加速の滑らかさを保ちつつ、エネルギー効率の向上が重要。したがってSurvivalは低め、Confidenceは中程度、Competenceは高めに設定する。
900.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,95.0,92.35,1087.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,速度は制限下限に近いが超過せず、平坦勾配で安全リスク低。快適な巡航が可能なのでConfidenceを高め、加速中のエネルギー消費抑制のためCompetenceを中程度に設定。
930.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,95.0,93.1,356.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.7,0.6,現在は駅前減速フェーズで速度は制限内、勾配も平坦のため安全リスクは低い。乗客の快適な減速と回生ブレーキ活用が重要なのでConfidenceとCompetenceを高め、Survivalはやや抑える。
990.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,6.4,2198.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度から大きく離れ安全リスクは極めて低く、駅出発直後の加速フェーズで乗客の快適性を確保することが重要です。省エネは後続の減速・回生ブレーキで活かす余地があるため、効率性は中程度に設定します。
1020.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,98.98,1745.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.6,巡航中で速度は制限内、遅延なし・勾配平坦のため安全リスク低。乗り心地と省エネを重視し、Survivalは低め、ConfidenceとCompetenceを高める。
1050.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,93.12,975.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.4,巡航中で速度93.1km/hは制限100km/hに近く安全余裕は小さいが超過リスクは低い。遅延なしで快適走行可能。勾配・制限なしで回生余地は限定的。安全は中程度、快適性を高く、効率はやや低く設定。
1080.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,87.71,209.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,速度は制限以下で遅延なし、減速フェーズのため安全リスクは低く、乗り心地とエネルギー回生を重視し、Survivalを低め、ConfidenceとCompetenceを高める。
1140.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,28.8,2264.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,加速段階で速度は制限の30%程度、勾配平坦、遅延なし。安全リスク低いためSurvivalは低め。快適性のため加減速の急変を抑えConfidenceは中程度。効率向上でCompetenceを高めに設定。
1170.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,86.0,1665.8,0.0,0.0,この先制限速度なし,165m先に上り勾配10.0‰あり,0.2,0.6,0.7,現在は制限速度を下回り遅延なしの平坦区間で、上り勾配が近くにあるため安全リスクは低く、乗り心地とエネルギー回生を重視し、Survivalは低め、ConfidenceとCompetenceを高める。
1200.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,99.18,900.4,0.0,10.0,この先制限速度なし,この先目立った勾配なし,0.85,0.4,0.3,速度が制限値に接近し下り勾配で加速中のため安全リスクが高く、Survivalを最優先。乗り心地は重要だが加速中は許容でき、Confidenceは中程度。エネルギー効率は後段で重要になるためCompetenceは低めに設定。
1230.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,83.13,136.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.7,0.2,0.8,速度は制限以下で遅延なしだが駅停車のため確実な減速が必要。回生ブレーキでエネルギー回収が期待できるが、急ブレーキは乗り心地を損なう。
1290.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,36.8,2141.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,駅出発直後の加速で速度は制限の約1/3、平坦勾配・遅延なしのため安全リスク低くSurvivalを低めに。乗客快適性とエネルギー効率を両立させるためConfidenceは中程度、Competenceは高めに設定。
1320.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,89.13,1506.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.4,速度は制限以下で遅延なし、平坦区間の加速中のため安全リスク低く、快適性と省エネをバランスさせる。
1350.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,98.73,737.5,0.0,0.0,この先制限速度なし,437m先に上り勾配20.0‰あり,0.85,0.3,0.5,現在速度が制限限界に近く、加速中で超過リスクが高いため安全重視を最上位に設定。乗り心地は加速によるジャークがあるが許容範囲で中程度、エネルギー効率は上り勾配で回生ブレーキ活用の余地があるためやや高めに設定。
1380.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,59.2,14.9,0.0,20.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.5,現在は制限速度を大きく下回り安全リスクは低いが、駅止まりまで残り14.9mでブレーキ中のため正確な停止と乗り心地が重要。回生ブレーキでエネルギー回収の余地はあるが距離が短い。
1440.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,59.2,1647.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,駅発車直後の加速で速度は制限の約60%と安全リスク低。乗客快適性とエネルギー効率をバランスさせ、Confidenceを最重視しSurvivalは低め、Competenceは中程度に設定。
1470.0,T1,巡航フェーズ（駅間走行中）,惰行中,65.0,50.8,1081.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.5,現在は制限速度を大きく下回り勾配も平坦で遅延なし。安全リスクは低く、快適な巡航が可能なためConfidenceを高く設定し、エネルギー効率は維持しつつもSurvivalは低めに、Competenceは中程度にする。
1500.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,59.8,599.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,速度は制限の半分以下でリスクは極めて低く、安全性への重みは低めに設定。現在は惰行中で乗客の快適性を保ちつつ、エネルギー効率的に加速する必要があるため、Confidenceを高く、Competenceも中程度に設定。
1530.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,43.79,1861.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.6,速度は制限の半分以下で遅延なし、勾配平坦のため安全リスクは低い。減速中の回生ブレーキでエネルギー回収が期待でき、乗客の快適性を保つことが重要。したがってSurvivalは低め、ConfidenceとCompetenceを高く設定する。
1590.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,95.0,70.4,1584.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は制限速度を大きく下回り、勾配も平坦で遅延なし。安全リスクは低く、加速を続けつつ乗り心地と省エネをバランスさせる必要がある。したがってSurvivalは低め、Confidenceは中程度、Competenceはやや高めに設定する。
1620.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,81.1,865.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り勾配も平坦で遅延なし。安全リスク低く快適走行を重視し、エネルギー効率は適度に考慮する。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定する。
1650.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,95.0,82.75,143.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.7,0.6,速度は制限以下で遅延なし、平坦区間の減速フェーズのため安全リスクは低いが、駅止まりの正確な停止と乗客快適性が重要。回生ブレーキで省エネも期待でき、Survivalは中、Confidenceは高、Competenceはやや高に設定。
1710.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,35.2,2146.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在は駅出発直後の加速段階で速度は制限の30%程度、勾配平坦・遅延なしのため安全リスクは低く、乗り心地とエネルギー効率を重視すべきです。したがってSurvivalは低め、Confidenceは中程度、Competenceは高めに設定します。
1740.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,87.53,1518.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.5,速度は制限以下で遅延なし、平坦区間の加速中のため安全リスクは低いが、乗客の快適性を保ちつつエネルギー消費を抑えるバランスが重要である。
1770.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,97.13,751.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.75,0.55,0.55,速度が制限値に近く超過リスクは低いが安全確保が必要。快適な加速を維持しつつエネルギー消費を抑えるバランスが重要。このためSurvivalをやや高め、ConfidenceとCompetenceは均等に設定する。
1800.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,59.93,18.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.3,0.8,速度は制限の半分以下で安全リスクは低いが駅停車の正確な停止が必要。減速中の回生ブレーキでエネルギー回収を重視し、乗り心地はやむを得ないためやや低めに設定。
1860.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,57.6,2156.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.4,現在は駅出発直後の加速フェーズで速度は制限の約半分、勾配・遅延なし。安全リスクは低いが将来の超速防止のためSurvivalをやや高め、乗り心地を保つためConfidenceを最重視し、エネルギー効率は加速中のため中程度に設定する。
1890.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,93.43,1433.3,0.0,10.0,この先制限速度なし,この先目立った勾配なし,0.7,0.6,0.5,現在速度は制限下限に近くなく、遅延もなし。下り勾配でエネルギー回生余地は小さいが、乗客快適性を重視すべき。安全は高めに、効率は中程度に設定。したがってSurvivalを0.7、Confidenceを0.6、Competenceを0.5に設定。
1920.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,84.33,669.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度100km/hに対し84.3km/hで走行し、勾配0‰、遅延0秒と安全リスクは極めて低い。快適性を重視しつつ、惰行によるエネルギー回収の余地があるため、Competenceも適度に設定する。
1950.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,47.13,2273.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,速度は制限の半分以下で遅延なし、勾配も平坦なため安全リスクは低く、快適な減速と回生ブレーキ活用を重視し、Survivalを0.3、Confidenceを0.6、Competenceを0.5に設定する。
2010.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,65.6,2013.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.4,速度は制限の約2/3で安全余裕が大きく、遅延なし。快適な加速維持とエネルギー効率を両立させるため、Confidenceを最重視し、Survivalは低め、Competenceは中程度に設定。
2040.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,89.47,1269.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.7,0.5,巡航中で速度は制限下、遅延なし・勾配平坦のため安全リスクは低く、快適性とエネルギー効率をバランスさせSurvival0.4、Confidence0.7、Competence0.5とする。
2070.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,84.33,506.7,0.0,0.0,この先制限速度なし,206m先に上り勾配20.0‰あり,0.3,0.6,0.5,現在は制限速度を大きく下回り遅延もなし、平坦区間で安全リスク低い。上り勾配前の減速とエネルギー回収を考慮し、快適性を重視しつつ効率も適度に評価する。
2100.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,23.2,9999.0,0.0,20.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.7,現在速度は制限の大幅下回りで安全リスク低く、減速は不要。乗り心地とエネルギー回生を重視し、Survivalは低め、ConfidenceとCompetenceを高く設定する。最適化を図る。
2160.0,T1,制限速度接近フェーズ（500m以内に制限速度があり、かつ現在速度が制限速度を超えている）,力行（加速）中,100.0,88.0,1463.9,0.0,0.0,163m先に制限速度65.0km/hあり,この先目立った勾配なし,0.9,0.2,0.75,制限速度100km/h未満だが163m先に65km/h区間があり、加速中のため超過リスク大。安全重視でSurvival高く、減速で回生期待しCompetenceも高め、急ブレーキでジャークは避けられずConfidenceは低めに設定。
2190.0,T1,巡航フェーズ（駅間走行中）,惰行中,65.0,61.48,934.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在速度は制限下回り遅延なしで勾配も平坦、危険度低く安全重視は最小。乗り心地維持とエネルギー効率をバランスさせる。したがってSurvivalは低め(0.2)、Confidenceは高め(0.8)で快適性を確保し、Competenceは中程度(0.5)で省エネを促す。
2220.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,88.6,414.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.4,現在は制限速度を下回り平坦区間で加速中。安全リスクは低く、乗り心地とエネルギー効率をバランスさせる必要があるため、Survivalを中程度、Confidenceをやや高め、Competenceをやや低めに設定する。
2280.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,95.0,3.2,1799.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,駅発車直後の加速で速度は制限遠く、勾配平坦のため安全リスク低くSurvivalは低め。乗客快適性を保つため加減速の滑らかさを重視しConfidenceは中程度。エネルギー効率を高めるためCompetenceを高く設定。
2310.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,93.1,1373.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は巡航中で速度は制限限界付近だが超過はなく勾配も平坦。安全リスクは低く、乗り心地とエネルギー効率を重視すべき。したがってSurvivalは低め、Confidenceを高め、Competenceは中程度に設定する。
2340.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,89.45,645.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.6,現在は制限速度を下回り、平坦な区間で遅延なしの巡航中。安全リスクは低く快適性を重視し、エネルギー回収は可能だが急減速は不要。
2370.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,95.0,46.75,2281.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在速度は制限の半分以下で遅延もなく安全リスクは低い。減速中のジャーク抑制が快適性に重要で、回生ブレーキでエネルギー回収の余地があるため、Survival0.2、Confidence0.6、Competence0.5と設定する。
2430.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,64.0,2022.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.4,0.7,現在は加速フェーズで速度は制限の約2割下、勾配・遅延なし。安全リスクは低いが過速防止と乗り心地・省エネをバランスさせるため、Survivalを中程度(0.5)、Confidenceをやや高め(0.4)、Competenceを高めに設定(0.7)とする。
2460.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,90.36,1281.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,巡航中で速度は制限内、遅延なし・勾配平坦のため安全リスク低。乗り心地を重視し快適性を高く設定し、エネルギー効率は適度に考慮。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定する。
2490.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,85.16,518.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,速度は制限以下で遅延なし、平坦区間の巡航中のため安全リスク低くSurvival低め。乗り心地重視でConfidence高く、エネルギーは惰行で低消費だが駅接近で回生余地ありCompetenceは中程度に設定。
2520.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,23.93,2313.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.4,0.8,速度は制限の約1/4で安全リスク低く、遅延なし。減速中の回生ブレーキでエネルギー回収が期待できるため効率重視。乗客快適性確保のため加減速の滑らかさも必要。
2580.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,86.4,1976.0,0.0,0.0,この先制限速度なし,476m先に上り勾配10.0‰あり,0.5,0.3,0.7,現在は制限速度を下回り安全リスクは低いが、476m先の上り勾配でエネルギー効率が重要。快適性を保ちつつ次の減速に備え、Survivalは中程度(0.5)、Confidenceはやや低め(0.3)、Competenceは高め(0.7)に設定する。
2610.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,98.47,1208.4,0.0,10.0,この先制限速度なし,この先目立った勾配なし,0.7,0.5,0.6,速度が制限値に近く下り勾配で超過リスクは低いが安全は重要。加速中で乗り心地とエネルギー効率も考慮し、Survival0.7、Confidence0.5、Competence0.6と設定する。
2640.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,92.19,434.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,速度は制限以下で遅延なし、平坦区間の巡航中。安全リスクは低く快適性を最優先し、エネルギー効率も適度に考慮するため、Survival低、Confidence高、Competence中程度に設定する。
2670.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,11.13,2200.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.6,速度は制限の10%以下で安全リスク低く、減速中のジャーク抑制が重要。省エネの回生余地あり。
2730.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,94.4,1813.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.4,現在は制限速度に余裕があり安全リスクは低いが、巡航中で乗り心地を重視すべき。エネルギー効率も適度に考慮し、Survivalは中程度、Confidenceは高め、Competenceはやや低めに設定する。
2760.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,97.96,1041.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度下回りで遅延なし、勾配も平坦な巡航中の惰行のため安全リスクは低く、乗り心地と省エネを重視し、Survivalを低め、ConfidenceとCompetenceを高める。
2790.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,91.55,271.9,0.0,20.0,この先制限速度なし,この先目立った勾配なし,0.6,0.3,0.8,制限速度未超過だが下り勾配で加速リスクがあり、減速フェーズで安全確保が最優先。回生ブレーキ活用で省エネを重視し、乗り心地は緩やかな減速で確保。遅延は0秒で余裕があるため、過度な加速は不要。
2850.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,20.8,1781.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.7,駅出発直後の加速フェーズで速度は制限の30%程度、勾配・遅延なし。安全リスクは低くSurvivalを低めに設定し、乗り心地とエネルギー効率を重視してConfidenceとCompetenceを高める。
2880.0,T1,巡航フェーズ（駅間走行中）,惰行中,65.0,63.41,1271.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.6,現在は制限速度下回りで遅延なし、勾配平坦のため安全リスクは低く、快適な巡航が可能。エネルギーは慣性走行で十分なので効率は中程度に。したがってSurvivalは低め(0.3)、Confidenceは高め(0.7)、Competenceはやや高め(0.6)に設定する。
2910.0,T1,巡航フェーズ（駅間走行中）,惰行中,65.0,52.07,792.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.4,現在は制限速度を大きく下回り勾配も平坦で遅延なし、速度超過リスクは低く安全重視は低め。乗り心地と安定走行が重要でConfidenceを高く設定し、エネルギーは惰行で既に最適に近いためCompetenceは中程度にする。
2940.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,88.19,176.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.5,速度は制限内で遅延なし、駅停車のため安全リスクは低いが停止精度が必要。乗り心地を保ちつつ回生ブレーキでエネルギー回収を促す。
