time,train_id,phase,act,speed_limit,current_speed,dist_to_next_station,delay,current_gradient,next_limit_info,next_gradient_info,w_surv,w_conf,w_comp,reason
630.0,T1,制限速度接近フェーズ（500m以内に制限速度があり、かつ現在速度が制限速度を超えている）,惰行中,100.0,90.36,1181.9,0.0,0.0,381m先に制限速度75.0km/hあり,この先目立った勾配なし,0.85,0.25,0.6,制限速度100km/hに近く、381m先で75km/hへ減速必要。安全確保が最優先でSurvivalを高く設定し、回生ブレーキ活用でCompetenceも重視、急減速で快適性は低めに。
660.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,66.24,530.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,現在は制限速度75km/hに対し66km/hと余裕があり安全リスク低い。巡航中の加速で乗り心地は重要だが急激な変化は少ない。エネルギー消費は加速段階で増えるため効率を意識すべき。
690.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,75.0,45.54,9999.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.4,0.8,速度は制限以下で遅延なし、安全リスク低いためSurvivalは低め。減速中の回生ブレーキでエネルギー回収を促すのでCompetenceを高く設定。乗り心地はブレーキジャークがあるが許容できるためConfidenceは中程度に。
750.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,64.0,1822.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,現在は加速フェーズで速度は制限の約2割下、勾配・遅延なし。安全リスク低く快適性は重要だが、エネルギー効率的に加速を最適化すべき。
780.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,90.52,1081.9,0.0,-10.0,この先制限速度なし,この先目立った勾配なし,0.4,0.7,0.5,制限速度を10km/h下回り、下り勾配も緩やかで安全リスクは低い。快適な巡航が続くためConfidenceを高く、エネルギー回生の余地はあるが急減速は不要なのでCompetenceは中程度、Survivalは抑えて設定する。
810.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,88.58,314.2,0.0,0.0,414m先に制限速度75.0km/hあり,この先目立った勾配なし,0.6,0.4,0.8,現在速度は制限内だが駅手前で減速が必要。遅延はなしで安全リスク低く、乗り心地重視は限定的。回生ブレーキ活用でエネルギー効率を上げるべき。先行列車は遠く、速度制限75km/hへ段階的に減速し、急ブレーキは不要。
870.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,12.8,1792.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,駅出発直後で速度は制限の約17%に留まり、勾配・遅延なし。安全リスクは低く、快適な加速とエネルギー効率を重視すべき。
900.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,61.61,1356.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度を大きく下回り、遅延もなしで平坦区間の惰行中。安全リスクは低く快適性と省エネを重視すべき。したがってSurvivalは低め(0.2)、Confidenceを高め(0.6)、Competenceは中程度(0.5)に設定。
930.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,66.37,790.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,巡航中で速度は制限を10km/h下回り、勾配平坦・遅延なしのため安全リスクは低い。快適性を重視し、エネルギーは惰行で回生余地が少ないので、Survival0.2、Confidence0.8、Competence0.5とする。
960.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,71.53,231.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.6,速度は制限内で遅延なし、減速フェーズで駅停止が必要。安全リスクは低いが確実な停止と乗り心地を保ち、回生ブレーキでエネルギー回収を図るため、Survivalは中程度、Confidenceは高め、Competenceは適度に設定する。
1020.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,95.0,14.4,2391.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,駅出発直後の加速で速度は制限の遠く、遅延なし・勾配平坦のため安全リスク低。乗客快適性を重視しつつ、エネルギー効率は加速段階で限定的。したがってSurvivalは低め、Confidenceを高く、Competenceは中程度に設定。
1050.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,86.83,1886.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,速度は制限以下で余裕があり、勾配も平坦なため安全リスク低。乗り心地維持が重要で、現在は惰行で滑らかさを保ちたい。省エネは既に最適化されているが、若干の重みを残す。
1080.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,83.5,1161.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,制限速度を大きく下回り遅延なし、平坦で惰行中のため安全リスクは低い。乗り心地と省エネを重視し、Survivalは低め、Confidenceは高め、Competenceは中程度に設定する。
1110.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,80.32,437.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度から十分離れ、勾配も平坦で安全リスクは低い。乗り心地を重視し、スムーズな惰行を維持するためConfidenceを高め、エネルギーは回生余地が少ないが無駄な加速は避ける程度でCompetenceを中程度に設定する。
1200.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,96.0,1700.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.5,現在速度は制限速度に近く安全リスクは低いが、加速中のため急激な変化は少なく快適性を保ちつつ、エネルギー消費が増えるため効率も考慮すべきである。また、先行列車の影響も少なく、エネルギー回生の余地は限定的である。
1230.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.68,930.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.7,0.5,0.5,速度が制限値に近く安全リスクは低いが、超過防止のためSurvivalをやや高めに設定。加速中で乗り心地を保ちつつ、エネルギー回生の余地もあるためConfidenceとCompetenceをバランス良く配分。
1260.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,87.13,162.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.4,0.8,現在速度は制限以下で遅延もなく、勾配も平坦なため安全リスクは低いが駅停車のため確実な減速が必要。ブレーキ中のジャークは最小化すべきだが、回生ブレーキでエネルギー回収が期待できるため効率を重視する。
1320.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,30.4,2059.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.4,加速フェーズで速度は制限の30%程度、超過リスク低く安全はやや重視。乗客快適性のため加速の平滑化を重視し、エネルギー効率は加速中で限定的なので中程度に設定。
1350.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,85.16,1453.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.6,現在は制限速度を大きく下回り、勾配も平坦で遅延なし。安全リスクは低く、快適性と省エネが重要。したがってSurvivalは低め、Confidenceを高く、Competenceは中程度に設定する。
1380.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,70.09,718.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度75km/h以下の70.1km/hで走行し、遅延0秒、勾配0‰の平坦区間で惰行中。安全リスクは極めて低く、乗客の快適性を最大化すべき。エネルギーは既に最適化されているが、若干の効率評価を残す。
1410.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,75.0,74.33,163.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.9,0.4,0.6,速度が制限限界に近く駅まで距離が短いため速やかな減速が必要。安全を最優先しつつ、回生ブレーキでエネルギー回収を図り、乗り心地は急激なジャークを避ける程度に重視。また、遅延はなく余裕があるため過度な加速は不要。
1470.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,30.4,1959.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.4,0.7,現在は駅出発直後の加速フェーズで速度は制限の30%程度、勾配・遅延なし。安全リスクは低く、乗り心地は加速の滑らかさを保ちつつ、エネルギー効率的に加速したい。したがってSurvivalは低め(0.3)、Comfortは中程度(0.4)、Competenceは高め(0.7)に設定する。
1500.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,85.16,1353.9,0.0,0.0,この先制限速度なし,253m先に下り勾配10.0‰あり,0.6,0.8,0.5,現在は制限速度を十分下回り遅延もなく、安定走行中。下り勾配で速度上昇リスクはあるが、急ブレーキは不要。快適性を重視しつつ、エネルギー回生の機会を確保するために重みを設定する。
1530.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,86.35,588.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.3,0.5,速度は制限以下で遅延なし、平坦区間の加速中のため安全リスクは低いが、過速度防止と乗客快適性、エネルギー効率を均等に考慮する。
1560.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,34.33,1837.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,速度は制限の約1/3で平坦路、遅延なしのため安全リスクは低い。減速中の回生でエネルギー回収が期待でき、乗客快適性も重要なのでSurvival0.2、Confidence0.6、Competence0.5とする。
1620.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,75.0,1554.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.85,0.25,0.6,現在速度が制限上限に達し超過リスクが高く安全確保が最重要。加速はエネルギー無駄になるため効率も重視し、乗り心地は次の減速で調整できるのでやや低く設定する。
1650.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,63.13,995.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,速度は制限以下で平坦、遅延0秒のため安全リスクは低くSurvivalを低めに設定。加速中はジャーク抑制が重要で快適性を中程度にし、エネルギー消費を抑えるためCompetenceを高くする。最適化です。
1680.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,63.35,427.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,速度は制限以下で遅延なし、平坦区間の巡航中。安全リスクは低く、乗り心地とエネルギー効率を優先すべきため、Survivalを低めに設定し、ConfidenceとCompetenceを中程度に設定する。
1710.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,75.0,27.13,2428.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.7,速度は制限の約1/3で安全リスク低く、減速中のジャーク抑制と乗客快適性が重要。回生ブレーキでエネルギー回収の余地あり。したがってSurvivalを低め、ConfidenceとCompetenceを高める。
1770.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,95.0,76.8,2144.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.3,現在は制限速度を大きく下回り遅延もなく安全リスクが低い。加速中で乗り心地を保つ必要があり、快適性を重視。エネルギー消費は増えるが回生機会は少ないため効率はやや低め。
1800.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,95.0,82.75,1421.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,速度は制限の87%で安全余裕大、平坦勾配のためSurvivalは低め。加速中の滑らかさが快適性に重要でConfidenceを中程度に設定。エネルギー消費抑制の余地があるためCompetenceをやや高くする。
1830.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,95.0,89.15,695.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.4,速度は制限95km/h未満で安全リスクは低く、現在は加速フェーズのため乗り心地の滑らかさを重視。エネルギーは加速で消費が増えるが回生機会は少ないので効率は中程度に設定。
1860.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,95.0,55.92,1.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.4,0.6,駅手前で減速中・速度は制限以下・遅延なしで安全リスク低く、回生ブレーキでエネルギー回収が重要。乗り心地は急ブレーキ不可避だができるだけ抑える。
1920.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,62.4,1931.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.5,現在は加速フェーズで速度は制限の約6割、勾配・遅延なし。安全リスクは低く快適な加速とエネルギー効率を重視すべき。
1950.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,89.28,1199.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.6,速度は制限速度より約11km/h低く安全リスクは低いが、加速中の乗り心地とエネルギー効率を重視し、Survivalを抑えてConfidenceとCompetenceを高める。
1980.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,91.27,424.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度以下で勾配も平坦、遅延なしの巡航状態のため安全リスクは低く、乗り心地とエネルギー効率を重視すべきです。
2010.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,9.13,2101.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在速度は制限の10%以下で遅延なし、勾配も平坦です。安全リスクは低く、急ブレーキは不要です。乗り心地の維持とエネルギー回生を重視し、Survivalは低め、ConfidenceとCompetenceを中程度に設定します。安全余裕が大きく、エネルギー回収の機会があるため、重みを調整します。
2070.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,92.8,1726.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.7,0.8,0.5,現在速度は制限速度に近く遅延なしで巡航中。安全リスクは低いが速度超過防止が必要。加速中のジャーク抑制で乗り心地重視。回生ブレーキ活用余地は少なく省エネは中程度。
2100.0,T1,制限速度接近フェーズ（500m以内に制限速度があり、かつ現在速度が制限速度を超えている）,ブレーキ（減速）中,100.0,98.0,955.0,0.0,0.0,155m先に制限速度75.0km/hあり,この先目立った勾配なし,0.85,0.25,0.65,制限速度100km/hに近く、155m先で75km/hへ減速必須。安全確保が最優先でSurvivalを高く設定し、減速中の回生ブレーキでエネルギー回収を期待してCompetenceも高め、急ブレーキによる乗り心地低下は許容できるためConfidenceは低めに設定した。
2130.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,66.99,353.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.7,0.8,現在は制限速度を下回り勾配も平坦で遅延なし。減速フェーズで回生ブレーキ活用が可能なため安全リスクは低く、快適性と省エネを重視すべき。したがってSurvivalは中程度、ConfidenceとCompetenceを高める。
2160.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,75.0,13.14,9999.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.4,0.8,速度は制限75km/hに対し13.1km/hと大幅に低く安全リスクは極小。遅延なしで回生ブレーキによるエネルギー回収が期待でき、効率を重視すべき。減速中のジャークはあるが許容範囲。
2220.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,92.8,1626.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.2,速度は制限下限内で遅延なし、勾配平坦のため安全リスク低くSurvivalを低めに設定。加速中で乗り心地が重要なのでConfidenceを高め、エネルギー消費は増大するが回生機会少ないためCompetenceは低めに。
2250.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,100.0,855.5,0.0,-10.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,現在速度は制限上限で下り勾配が続くため超過リスクは低いが安全確保が必要。加速はエネルギー無駄になるため省エネを重視し、乗り心地は中程度に設定。
2280.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,76.33,99.1,0.0,0.0,199m先に制限速度75.0km/hあり,この先目立った勾配なし,0.7,0.8,0.6,現在速度は制限内だが駅停車と75km/h区間が近く、安全確保が必要。減速中で回生可能なため効率も重視し、乗り心地は維持したい。
2340.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,41.6,1724.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,現在は駅出発直後の加速段階で、速度は制限の55%に留まり安全余裕が大きく、遅延なしで乗客は快適さを期待できる。一方エネルギー効率向上の余地があるため、Competenceを中程度に設定する。
2370.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,71.53,1185.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.8,0.6,現在は制限速度未満で平坦区間を惰行中、遅延なしで安全リスク低く、乗り心地重視。省エネは維持したいが緊急性は低い。今後の減速で回生ブレーキ活用の余地はあるが、現時点では急激な操作は不要。
2400.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,71.13,630.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在速度は制限速度75km/h未満で安全リスクは低く、勾配も平坦。加速中のため乗り心地とエネルギー効率を優先し、Survivalは低め、ConfidenceとCompetenceを高めに設定する。
2430.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,60.49,66.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.7,現在は制限速度を大きく下回り遅延もなし。減速フェーズで惰行中のため乗り心地と回生ブレーキが重要。安全リスクは低いが無視できず、エネルギー効率を高めつつ滑らかな減速を目指す。
2490.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,95.0,43.2,2319.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.4,0.8,現在は加速フェーズで速度は制限の半分以下、勾配・遅延なし。安全リスクは低く快適性は重要だが、エネルギー効率的な加速を促すためCompetenceを高める。加速を効率的に行い、エネルギー消費を抑える必要がある。
2520.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,95.0,93.95,1674.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.7,速度が制限値に僅かに近く超過リスクは低いが、加速中でエネルギー消費が増えるため安全重視は抑え、乗り心地と省エネを重視する。したがってSurvivalは低め、ConfidenceとCompetenceを高めに設定する。
2550.0,T1,巡航フェーズ（駅間走行中）,惰行中,95.0,92.17,944.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度未満で安定走行中、遅延もなく勾配も平坦なため安全リスクは低い。乗客快適性を重視しつつ、エネルギー効率も適度に確保すべきです。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定します。
2580.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,95.0,88.57,215.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,速度は制限内で遅延なし、減速フェーズのため安全リスク低く、乗り心地と回生ブレーキ活用を重視し、Survivalを低め、ConfidenceとCompetenceを高める。
2640.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,28.8,2064.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在は加速フェーズで速度は制限の30%程度、勾配平坦・遅延なしのため安全リスクは低く、スムーズな加速とエネルギー効率を重視すべき。
2670.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,83.45,1466.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度を大きく下回り遅延もなく、勾配平坦で安全リスクは低い。乗り心地とエネルギー効率を重視し、Survivalは低め、ConfidenceとCompetenceを高める。
2700.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,86.0,696.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,速度は制限以下で遅延なし、勾配も平坦なため安全リスク低。快適な巡航を維持しつつ省エネを期待し、Survival低、Confidence高、Competenceは中程度に設定。
2730.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,51.13,2189.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,速度は制限の半分以下で安全リスク低く、遅延なし。減速中で回生ブレーキ活用可能だが、乗客快適性を保つためジャーク抑制が必要。
2790.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,59.2,1947.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在は加速フェーズで速度は制限の半分以下、勾配・遅延なし。安全リスク低く快適性は重要だが、エネルギー効率的に加速を促す必要がある。したがってSurvivalは低め(0.2)、Confidenceは中程度(0.5)、Competenceは高め(0.8)に設定する。
2820.0,T1,制限速度接近フェーズ（500m以内に制限速度があり、かつ現在速度が制限速度を超えている）,惰行中,100.0,93.12,1220.1,0.0,0.0,420m先に制限速度75.0km/hあり,この先目立った勾配なし,0.7,0.4,0.6,現在速度は制限内だが、420m先で75km/hへ減速必要。安全確保と回生ブレーキ活用が重要で、乗り心地はやや重視。遅延は0秒で余裕あり、急ブレーキは不要。
2850.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,61.44,557.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,現在は制限速度を大きく下回り、勾配も平坦で安全リスクは低い。乗り心地とエネルギー効率を重視し、Survivalは低めに設定する。したがってSurvivalを0.3、Confidenceを0.5、Competenceを0.7に設定する。
2880.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,75.0,51.54,9999.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,速度は制限以下で遅延なし、安全リスクは低い。減速中で回生ブレーキ活用の余地がありエネルギー効率を重視しつつ、乗客快適性も必要。
