time,train_id,group_phase,group_notch,group_delay,group_hunting,current_speed,speed_limit,signal_speed,dist_to_next_station,time_to_next_station,delay,holding_time,prev_notch_duration,hunting_score,llm_reward,nn_output,abs_error,reason
175.09999999999948,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,7.509668423541613,70.0,70.0,85.89248397851179,4.900000000000517,0.0,0.2,0.1,0.96,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正であり、加速はCBTC信号内で必要速度に向けた適切な操作で、即時ゼロ違反やノコギリ運転はなく全項目で適正と判断したため高評価。
190.8999999999972,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒超,ノコギリ疑いあり,0.6766895255641522,70.0,70.0,1.0084520808995023,0.0,10.999999999997216,0.1,0.1,0.98,1.0,0.0,1.0,上位項目すべてで問題なく、次駅減速フェーズで適切にブレーキをかけているため最高評価とした。
2724.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒超,なし,1.54,80.0,80.0,14.8,0.0,36.1,18.8,60.1,0.0,1.0,0.0,1.0,減速フェーズで適切にブレーキをかけ、速度・信号遵守、停止位置も確保できているため最高評価とした。
2724.6,T1,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,なし,0.0,80.0,80.0,14.6,0.0,36.7,0.0,19.3,0.0,1.0,0.0,1.0,全てのチェックで即reward0.0ルールに該当せず、速度・信号遵守、フェーズ適合、ノコギリ運転なし、列車間隔不在、遅延は既存であり、駅停車完了フェーズで停止を維持しているため最高評価とした。
173.79999999999956,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,4.782014918124627,70.0,70.0,88.19636669788977,6.200000000000443,0.0,0.5,0.1,0.9,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが十分正であり、定時到着に必要な加速でCBTC・制限速度を遵守、ノコギリ運転でも省エネ上の無駄もないため最高評価とした。
1500.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,23.51,70.0,70.0,30.8,0.1,0.0,12.1,56.2,0.0,1.0,0.0,1.0,全ての上位評価項目で問題なく、現在のブレーキ操作が適切で停止位置も許容範囲内、速度・信号遵守も完璧なため最高評価とした。
1499.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,26.13,70.0,70.0,37.6,1.1,0.0,11.1,56.2,0.0,1.0,0.0,1.0,制限速度・CBTC遵守、ブレーキでΔstopが±2m以内で適切に減速しており、ノコギリ運転や不要な力行がなく、全項目で問題なしと判断した。
1498.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,28.75,70.0,70.0,45.3,2.1,0.0,10.1,56.2,0.0,1.0,0.0,1.0,制限速度・CBTC遵守、停止位置が許容範囲内でブレーキ適切に実施され、ノコギリ運転や無駄な加速がなく評価は最高とした。
741.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,42.22,70.0,70.0,104.5,32.2,0.0,4.7,61.0,0.0,1.0,0.0,1.0,減速フェーズで適切にブレーキをかけており、速度・信号・停止位置すべて基準を満たすため高評価とした。
167.29999999999907,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延なし,ノコギリ疑いあり,0.3408700045155939,70.0,70.0,96.68268026281268,12.700000000000928,0.0,0.1,0.7,0.98,1.0,0.0,1.0,次駅減速フェーズで必要速度未達のため加速は適切で、速度・信号制限を遵守し、ノコギリ運転に該当せず安全かつ定時運行に寄与するため最高評価とした。
569.3,T1,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,70.0,70.0,15.1,10.5,0.0,0.0,19.0,0.0,0.0,1.0,1.0,駅停車完了フェーズで停止位置が1mを超えており、CBTC信号が0km/hでないため即reward0.0ルールが適用され、rewardは0.0となる。
568.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,3.63,70.0,70.0,15.8,11.8,0.0,17.8,17.9,0.0,0.0,1.0,1.0,ブレーキ中にdelta_stopが14.91mと5mを超えており、停止位置が大幅に早すぎるため即時0点とした。
216.39999999999668,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,ノコギリ疑いあり,1.459827355817202,70.0,70.0,7.566523299352923,0.0,0.0,0.1,0.1,0.98,1.0,0.0,1.0,次駅減速フェーズで適切にブレーキをかけ、速度・信号・停止位置すべて遵守しているため最高評価とした。
2144.4,T1,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,なし,0.0,70.0,70.0,11.2,0.0,18.3,0.0,18.9,0.0,0.0,1.0,1.0,駅停車完了フェーズで停止位置誤差が1mを超えており、CBTC信号が0km/hでないため即reward0.0ルールに該当し、rewardは0.0とする。
561.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,24.07,70.0,70.0,42.7,18.8,0.0,10.8,17.9,0.0,0.0,1.0,1.0,駅手前で過早にブレーキをかけ停止位置が確実に手前になるため、即reward0.0ルールが適用され0点とした。
567.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,6.54,70.0,70.0,17.2,12.8,0.0,16.8,17.9,0.0,0.0,1.0,1.0,delta_stopが14.75mと大きく、ブレーキ開始が早すぎて駅手前で停止し過ぎているため、停止位置達成が不適切と判断しreward=0.0とする。
566.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,9.45,70.0,70.0,19.4,13.8,0.0,15.8,17.9,0.0,0.0,1.0,1.0,ブレーキが停止点より14.6m前に開始され、Δstop>5mで大幅減点となりreward=0.0とした。
202.3999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,ノコギリ疑いあり,1.6346092877460006,70.0,70.0,13.773219798537184,0.0,0.0,0.1,0.1,0.98,1.0,0.0,1.0,次駅減速フェーズで適切にブレーキを掛け、速度・信号・停止位置すべて条件を満たすため評価は高く、0.0ルール違反やノコギリ運転はなし。
154.59999999999928,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,ノコギリ疑いあり,12.245094715675569,70.0,70.0,30.48743008963939,25.40000000000072,0.0,0.1,0.1,0.98,1.0,0.0,1.0,次駅減速フェーズで速度がrequired_speedと一致し惰行が適切、制限速度・信号遵守、ノコギリ運転なしのためreward=1.0とした。
565.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,12.37,70.0,70.0,22.4,14.8,0.0,14.8,17.9,0.0,0.0,1.0,1.0,駅手前での停止がほぼ確実であり、即reward0.0ルールが適用されるため評価は0.0とした。
564.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,15.29,70.0,70.0,26.3,15.8,0.0,13.8,17.9,0.0,0.0,1.0,1.0,ブレーキ中にdelta_stopが14.26mと5mを超えており、駅手前での過早停止となるため、停止位置達成可能性が著しく低く即0点と判断した。
204.39999999999748,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,ノコギリ疑いあり,1.5384026286256738,70.0,70.0,12.8820038389037,0.0,0.0,0.1,0.1,0.98,1.0,0.0,1.0,次駅減速フェーズで低速ブレーキを適切に適用し、停止位置も確保できるため評価は最高とした。
563.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,18.21,70.0,70.0,30.9,16.8,0.0,12.8,17.9,0.0,0.0,1.0,1.0,駅手前での早期ブレーキにより停止位置が大幅に手前となり、CBTC理由なしの駅手前停止と判定されたため即時0点とした。
562.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,21.14,70.0,70.0,36.4,17.8,0.0,11.8,17.9,0.0,0.0,1.0,1.0,ブレーキ開始が停止位置より13.94m余分に早く、|delta_stop|>5mのため即時0点と判断し、エネルギー損失も大きい。
102.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,遅延なし,ノコギリ疑いあり,69.41276441060666,70.0,69.99786376953125,693.0853752950945,41.0,0.0,2.0,1.0,0.6,1.0,0.0,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、制限速度・信号遵守、停止位置も確保できているため最高評価とした。
210.09999999999573,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒超,ノコギリ疑いあり,1.5554037118126778,70.0,70.0,14.656100988943876,0.0,30.199999999995725,0.1,0.1,0.98,1.0,0.0,1.0,次駅減速フェーズで適切にブレーキを開始し、速度・信号遵守、停止位置も確保できるため高評価とした。
350.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,31.97,80.0,80.0,66.4,18.5,0.0,7.1,60.3,0.0,0.0,1.0,1.0,ブレーキ開始が早すぎて停止位置が駅手前約10mとなり、許容誤差を超えるため0.0と判断した。
349.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,34.6,80.0,80.0,75.6,19.5,0.0,6.1,60.3,0.0,0.0,1.0,1.0,ブレーキ開始が早すぎ、delta_stopが10.06mで停止位置が5m超えて手前になるため、即reward0.0と判断した。
196.19999999999828,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6073811486641176,70.0,70.0,59.02861524230474,0.0,16.299999999998278,0.1,0.1,0.98,1.0,0.0,1.0,次駅までの距離が十分あり、加速は必要速度に達するため適切であり、即時違反やノコギリ運転はなく高評価とした。
195.8999999999983,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6638817863025424,70.0,70.0,59.180582167137175,0.0,15.999999999998296,0.2,0.1,0.96,1.0,0.0,1.0,加速はdelta_stopが正で必要な速度不足を補う正当な操作で、速度・信号超過なし、ノコギリ運転でもなく高評価とする。
190.79999999999683,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.6993503472586056,70.0,70.0,20.069895555682397,0.0,10.899999999996822,0.2,0.2,0.96,1.0,0.0,1.0,加速はdelta_stop>0かつ信号速度内で合理的であり、制限速度・CBTC違反なし、ノコギリ運転でもないため高評価とした。
348.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,37.24,80.0,80.0,85.6,20.5,0.0,5.1,60.3,0.0,0.0,1.0,1.0,ブレーキ開始が早すぎて停止位置が駅手前約10m余り、再加速が必要になるためエネルギー効率が低く、評価を0.0とします。
347.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,39.89,80.0,80.0,96.3,21.5,0.0,4.1,60.3,0.0,0.0,1.0,1.0,ブレーキ開始が早すぎてdelta_stopが9.76mと大きく、停止位置が駅手前になるため大幅減点しreward=0.0とした。
192.2999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,遅延10秒超,ノコギリ疑いあり,1.447073194607625,70.0,70.0,60.87250300663527,0.0,12.3999999999985,0.1,0.1,0.98,1.0,0.0,1.0,delta_stopが正で信号速度未超過の中、加速は停車位置達成に必要かつ安全と判断し高評価。
