time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_expected,rule_reason,llm_reward,nn_output,reason
520.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,減速フェーズでdelta_stopが正で加速はCBTC内かつ安全で、速度・信号遵守、ノコギリ運転なし、エネルギー面でも過剰加速ではないため最高評価とした。
907.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,加速は残り距離と残り時間から定時到着に必須で、速度・CBTC制限を守っているため高評価とした。
1086.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,58.7,80.0,80.0,380.8,182.27,198.53,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,速度は制限・信号内で停止位置も十分確保でき、減速フェーズとして惰行は適切であり、ノコギリ運転や安全違反はなく定時性に余裕があるため高評価とした。
1088.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,58.29,80.0,80.0,348.3,179.82,168.48000000000002,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,制限速度・CBTC遵守、停止位置に余裕があり減速フェーズでブレーキ未実施は許容範囲、ノコギリ運転もなく全体的に適切な運転と判断した。
1089.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,58.09,80.0,80.0,332.1,178.6,153.50000000000003,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,減速フェーズで十分な停止距離があり、速度制限・CBTCを遵守し、ノコギリ運転もなく、エネルギー効率的に惰行しているため高評価とした。
1092.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.49,80.0,80.0,283.9,175.01,108.88999999999999,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,減速フェーズでdelta_stopが正でブレーキ未実施は適切で、速度も制限内かつ先行列車なしのため安全・定時性に問題なく高評価とした。
1094.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.09,80.0,80.0,252.1,172.65,79.44999999999999,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,減速フェーズでdelta_stopが正で安全に停止可能、速度・CBTC遵守、ノコギリ運転なしのため最高評価とした。
1095.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.89,80.0,80.0,236.3,171.48,64.82000000000002,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,次駅減速フェーズで速度は制限内かつCBTC遵守、ブレーキ開始が遅すぎずノコギリ運転もなく、エネルギー無駄もないため高評価。
1096.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.7,80.0,80.0,220.5,170.32,50.18000000000001,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,次駅減速フェーズでdelta_stopが正でブレーキ未実施は許容され、速度も制限内で安全・定時に問題なく、ノコギリ運転でもないため高評価とした。
1289.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,次駅減速フェーズで加速はCBTC信号内かつ必要速度未達のため適切で、制限速度超過・ノコギリ運転なしと判断し1.0とした。
1475.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,58.46,70.0,70.0,349.9,180.84,169.05999999999997,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,減速フェーズでブレーキ未実施かつ停止距離に余裕があり、速度制限・CBTC遵守、ノコギリ運転なしで安全に減速できるため高評価。
1480.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.46,70.0,70.0,269.4,174.82,94.57999999999998,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,即時0点要因がなく、速度・信号遵守、停止位置も確保できており、減速フェーズでの惰行は適切です。
1481.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.26,70.0,70.0,253.5,173.63,79.87,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,制限速度・信号速度を遵守し、停止位置まで十分な余裕があるため惰行は適切。ノコギリ運転や不要な力行もなく安全かつ省エネと判断した。
1482.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.06,70.0,70.0,237.6,172.46,65.13999999999999,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,次駅減速フェーズでdelta_stopが正であり、速度は制限・信号内、惰行は適切でノコギリ運転や無駄な力行がなく停止位置も確保できるため最高評価とした。
1483.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.86,70.0,70.0,221.8,171.29,50.51000000000002,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,速度・信号・停止位置すべて遵守し、ノコギリ運転や安全違反がなく、次駅への減速も適切に行えるため最高評価とした。
1484.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.66,70.0,70.0,206.0,170.13,35.870000000000005,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,制限速度・CBTCを遵守し、停止位置は確保でき、減速フェーズでの惰行は適切でノコギリ運転もなく高評価とした。
1485.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.47,70.0,70.0,190.3,168.98,21.32000000000002,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.7,減速フェーズでdelta_stopが正で信号・制限速度を遵守、ノコギリ運転なし、遅延0秒のため最高評価とした。
2058.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,15.6,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,加速が適切で制限速度・CBTCを遵守し、停車位置に余裕があるため高評価とし1.0とした。
3214.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,69.3,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.5,加速がdelta_stop>0かつ速度制限・CBTC内で、停止位置確保に支障なく遅延回復に有効なため高評価とした。
3983.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,67.24,70.0,70.0,398.7,219.8,178.89999999999998,95.4,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,加速はCBTC信号内でdelta_stopが正で停止可能、速度超過やノコギリ運転なし、全項目で安全かつ適切と判断したため。
393,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.5,70.0,70.0,0.5,0.6578481505843403,-0.15784815058434032,15.0,0.0,2000.0,0.4〜0.7,ブレーキなし、-2m<delta_stop<0m → やや減点,0.4,0.2,停止位置が-0.16mで過走し、減速フェーズでブレーキせず惰行したため評価を低くし、0.4とした。
170.2,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,27.15,32.3,70.0,94.9,34.9266968264374,59.973303173562606,0.0,1.0,99.2,0.8〜1.0,先行列車解放に伴う加速（適切）→ 高評価,0.9,0.4,次駅減速フェーズでdelta_stopが正、CBTC信号内での加速は安全で制限速度・信号遵守、停止位置も確保できるため高評価。
170.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,26.87,32.6,70.0,96.4,34.213649844411655,62.18635015558835,0.0,1.0,100.2,0.8〜1.0,先行列車解放に伴う加速（適切）→ 高評価,0.9,0.4,減速フェーズで加速しているが、delta_stop が十分に正でCBTC 速度上限を超えておらず、先行列車が遠く遅いので安全かつ停車位置は確保できるため高評価。
179.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,34.86,33.4,70.0,102.5,57.39889306737285,45.10110693262715,2.0,1.0,102.8,0.8〜1.0,先行列車接近中、信号速度に整合してブレーキ中 → 高評価,0.9,0.7,先行列車が塞いでいる駅間停車防止モードで、現在は上限速度18.9km/hを超えているがブレーキで減速しCBTC・安全距離を遵守しているため高評価とした。
180.99999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,28.95,27.2,70.0,84.7,39.68368023191991,45.016319768080095,3.1,1.0,85.1,0.8〜1.0,先行列車接近中、信号速度に整合してブレーキ中 → 高評価,1.0,0.7,先行列車が停車中で駅間停車防止モード。CBTC速度内でブレーキし停車位置は十分確保、ノコギリ運転なし、間隔安全のため高評価。
160.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,41.94,68.4,70.0,274.4,85.99904056362391,188.40095943637607,0.0,1.0,274.8,0.8〜1.0,先行列車解放に伴う加速（適切）→ 高評価,0.9,0.5,先行列車が停車しているため駅間停車防止モードで、target_speed_no_stop以下の加速は適切であり、他の安全基準もすべて満たす。
177.19999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,28.64,27.0,70.0,84.1,38.84308777575821,45.25691222424179,0.0,1.0,84.5,0.8〜1.0,先行列車接近中、信号速度に整合してブレーキ中 → 高評価,1.0,0.7,先行列車が塞いでいる駅間停車防止モードで、ブレーキはCBTC信号遵守かつ停止位置も確保できているため高評価。
