time,train_id,group_phase,group_notch,group_delay,group_hunting,current_speed,speed_limit,signal_speed,dist_to_next_station,time_to_next_station,delay,holding_time,prev_notch_duration,hunting_score,llm_reward,nn_output,abs_error,reason
1762.9,T1,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,80.0,80.0,-5.9,1698.2,0.0,0.0,16.8,0.0,0.0,1.0,1.0,delta_stop が -5.92 m とオーバーラン確実であり、即reward0.0ルールに該当するため0.0とした。
572.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,2.42,80.0,80.0,-8.2,201.2,0.0,16.0,30.0,0.0,0.0,1.0,1.0,ブレーキ中にdelta_stopが-8.62mと-5m以下でオーバーランが確実なため、安全上の重大違反と判断し即時0点とした。
211.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,なし,45.0,70.0,70.0,100.2,16.0,0.0,10.0,12.0,0.0,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正、制限速度・CBTC遵守、required_speedと同等の惰行で省エネかつ安全と判断し1.0とした。
458.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.5,70.0,70.0,-0.5,3.0,0.0,3.0,8.0,0.0,1.0,0.0,1.0,速度は制限内で停止位置誤差0.5m以内、ブレーキは停止に向けて適切に継続されており、違反やノコギリ運転はなく安全かつ定時に停止しているため最高評価とした。
318.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,69.4,70.0,70.0,250.0,25.9,0.0,9.0,12.0,0.0,1.0,0.0,1.0,ブレーキが適切に作動し、delta_stopが-0.27mで許容範囲内、速度も制限・CBTC内に収まっているため高評価。
434.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.5,70.0,70.0,2.0,3.0,0.0,3.0,8.0,0.0,1.0,0.0,1.0,ブレーキは駅停車完了フェーズで0.5km/hを安全に停止させる適切な操作で、速度・CBTC超過なし、停止位置も適切に達成可能なためreward=1.0とした。
326.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,70.0,70.0,70.0,250.0,25.7,0.0,9.0,10.0,0.0,1.0,0.0,1.0,ブレーキが適切に作動しdelta_stopが±5m以内で停止位置が確保され、速度・信号遵守、ノコギリ運転なしで安全かつ定時に近い運転と判断した。
246.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,なし,60.0,70.0,70.0,197.8,23.7,0.0,2.0,12.0,0.0,1.0,0.0,1.0,次駅減速フェーズで速度はrequired_speedと一致し、delta_stopが正で停止可能、制限・CBTC遵守、ノコギリ運転なしのため高評価とした。
386.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.5,70.0,70.0,0.1,3.0,0.0,3.0,8.0,0.0,1.0,0.0,1.0,制限速度・CBTCを遵守し、停止位置誤差0.09mで適切に停車、ノコギリ運転や無駄な加速もなく評価は最高とした。
368.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.4,70.0,70.0,-0.8,3.0,0.0,3.0,8.0,0.0,1.0,0.0,1.0,制限速度・信号超過なし、ブレーキ保持は停車完了に適切で、停止位置誤差は1m以内のため最高評価とした。
215.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,なし,45.0,70.0,70.0,110.2,17.6,0.0,10.0,12.0,0.0,1.0,0.0,1.0,次駅減速フェーズで現在速度45km/hがrequired_speedと一致し、delta_stopが正で惰行が適切に維持されているため安全・定時・省エネが確保され、最高評価とした。
238.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,なし,60.0,70.0,70.0,172.8,20.7,0.0,2.0,12.0,0.0,1.0,0.0,1.0,次駅減速フェーズでdelta_stopが正(4.99m)かつブレーキ未実施は適切、速度60km/hは制限・required_speedを満たすため高評価。
436.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,240.5,25.5,0.0,8.0,15.0,0.0,1.0,0.0,1.0,ブレーキ中でdelta_stopが-0.03mと許容範囲内、速度・信号遵守、ノコギリ運転なしで安全かつ定時に停止できるため最高評価。
434.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,240.5,25.5,0.0,1.0,25.0,0.0,1.0,0.0,1.0,ブレーキが適切に作動し、delta_stopが-0.03mで停止位置誤差が5m以内、速度制限・CBTC遵守、ノコギリ運転なしと評価し、最高評価とした。
440.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,242.5,25.7,0.0,1.0,8.0,0.0,1.0,0.0,1.0,ブレーキが適切に作動しdelta_stopが1.97mで停止位置が確実、速度制限・CBTC遵守、ノコギリ運転なしのため高評価とした。
338.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.4,70.0,70.0,2.0,3.0,0.0,3.0,8.0,0.0,1.0,0.0,1.0,ブレーキを継続し速度0.4km/hで制限・信号を遵守、ノコギリ運転なし、停止位置はブレーキで確実に達成可能と判断し高評価。
362.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.4,70.0,70.0,-0.5,3.0,0.0,3.0,8.0,0.0,1.0,0.0,1.0,停止位置が0.5m以内で適正、速度・信号を遵守し、余分な加速や遅延がなく最高評価とした。
243.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,なし,60.0,70.0,70.0,182.8,21.9,0.0,10.0,12.0,0.0,1.0,0.0,1.0,制限速度・CBTC信号を遵守し、delta_stopが正で停止可能。required_speedと現在速度が一致し惰行でエネルギー効率も高く、上位項目すべて適切なため最高評価とした。
424.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,238.5,25.3,0.0,1.0,8.0,0.0,1.0,0.0,1.0,ブレーキが適切にかかりdelta_stopが5m以内で安全停止が見込め、速度制限・CBTC遵守、ノコギリ運転なしで余分な加速も無いため高評価。
428.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,238.5,25.3,0.0,8.0,15.0,0.0,1.0,0.0,1.0,ブレーキ中でdelta_stopが-2.03m（±5m以内）かつ速度制限・CBTC遵守、不要な加速なしで適切に減速しているため高評価。
242.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,遅延なし,なし,60.0,70.0,70.0,182.8,21.9,0.0,2.0,12.0,0.0,1.0,0.0,1.0,次駅減速フェーズでrequired_speedと一致し惰行を維持、制限速度・CBTC信号を遵守、停止位置も余裕があり適切な操作と判断した。
342.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,ノコギリ疑いあり,0.0,70.0,70.0,14.0,3.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,駅停車完了で速度0km/h、ブレーキ保持は停止維持に適切であり、速度・信号・制限違反なし、ノコギリ運転もなく評価は最高とした。
271.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,ノコギリ疑いあり,0.0,70.0,70.0,6.0,3.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,速度0km/hで停止中、ブレーキ保持は安全基準を満たし、速度・信号超過なし、ノコギリ運転もなく、遅延もないため最高評価とした。
364.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,70.0,70.0,18.0,3.0,0.0,5.0,15.0,0.0,0.0,1.0,1.0,駅停車完了で18m手前に停止しブレーキを続けているため停止位置誤差が大きく、定時性・省エネ性が著しく不適切と判断し0.0とした。
375.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,なし,0.0,70.0,70.0,18.0,0.0,20.0,1.0,25.0,0.0,0.0,1.0,1.0,駅停車完了で速度0のままブレーキを継続し、駅手前で早すぎる停止となっているため停止位置誤差が大きく、遅延とエネルギー無駄が顕著で0.0と評価する。
373.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,なし,0.0,70.0,70.0,18.0,0.0,20.0,5.0,15.0,0.0,0.0,1.0,1.0,駅停車完了フェーズで停止位置が18m離れており、ブレーキ継続は不適切で、停止位置誤差が10m超のためrewardは0.0とした。
340.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,なし,0.0,70.0,70.0,11.0,0.0,20.0,5.0,25.0,0.0,0.0,1.0,1.0,停止位置が要求位置から11m離れており、駅停車完了フェーズで早すぎる停止となるためrewardを0.0とした。
2157.5,T1,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,80.0,80.0,-13.5,1708.3,0.0,0.0,17.0,0.0,0.0,1.0,1.0,delta_stopが-13.5mでブレーキ未適用のためオーバーランが確実と判断し即時0点とした。
452.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,245.5,26.0,0.0,8.0,15.0,0.0,1.0,0.0,1.0,ブレーキ中でdelta_stopが4.97m（±5m以内）かつ速度が制限・信号内、ノコギリ運転や不要な加速なしで安全に定時停止できるため最高評価とした。
432.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,240.5,25.5,0.0,1.0,8.0,0.0,1.0,0.0,1.0,ブレーキが適切に作動しdelta_stopが-0.03mで停止位置が確実、速度制限・CBTCを遵守、ノコギリ運転なしで安全かつ定時性が保たれるためreward=1.0とした。
2.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,70.0,70.0,0.5,3.0,0.0,4.0,8.0,0.0,1.0,0.0,1.0,駅停車完了で停止位置誤差0.5m（1m以内）かつ速度・信号遵守、ノコギリ運転なしと判断し最高点とした。
0.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,70.0,70.0,0.5,3.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,駅停車完了で速度0km/h、停止位置誤差0.5mは許容範囲内で安全・時刻通りのため最高評価とした。
32.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,70.0,70.0,0.6,3.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,駅停車完了で速度0km/h、停止位置が1m以内、制限速度・CBTC遵守、ノコギリ運転なしのため最高評価とした。
334.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,ノコギリ疑いあり,0.0,70.0,70.0,11.0,0.0,20.0,5.0,5.0,0.0,0.0,1.0,1.0,駅停車完了フェーズで列車が駅手前11mで停止し、停止位置誤差が10m超のため0.0とした。
333.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延10秒超,ノコギリ疑いあり,0.0,70.0,70.0,11.0,0.0,20.0,1.0,5.0,0.0,0.0,1.0,1.0,駅手前で停止し、停止位置誤差が11mで許容範囲を超えているため、駅停車完了フェーズの評価で0点とした。
568.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,12.81,70.0,70.0,0.3,11.8,0.0,12.0,30.0,0.0,0.0,1.0,1.0,delta_stopが-8.27mでオーバーランが確実となり、即時0点ルールに該当するためrewardは0.0とした。
331.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,遅延なし,なし,0.0,70.0,70.0,11.0,3.0,0.0,5.0,25.0,0.0,0.0,1.0,1.0,駅停車完了フェーズで列車が停止位置から11m離れており、CBTC信号が0km/hでないため停止位置誤差により0.0点とした。
468.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,68.0,70.0,70.0,260.5,27.6,0.0,8.0,15.0,0.0,1.0,0.0,1.0,ブレーキが適切に掛かっており、速度・信号・停止位置すべて基準を満たすため、評価は最高の1.0とした。
313.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延10秒超,なし,70.0,70.0,70.0,250.0,0.0,20.0,2.0,10.0,0.0,1.0,0.0,1.0,ブレーキが適切に掛かり、delta_stopが-4.5mで許容範囲内、速度・信号遵守、間隔も安全であり、ノコギリ運転なし。
312.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,遅延なし,なし,70.0,70.0,70.0,250.0,25.7,0.0,2.0,10.0,0.0,1.0,0.0,1.0,ブレーキが適切に掛かりdelta_stopが±5m以内で安全停止が見込め、速度・信号遵守も問題なく高評価。
