time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_expected,rule_reason,llm_reward,nn_output,reason
805.0,T2,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,20.63,22.6,70.0,44.4,23.91,20.49,0.0,1.0,67.1,0.8〜1.0,先行列車接近中、信号速度に整合してブレーキ中 → 高評価,0.0,0.0,ブレーキが停止点より20m前に開始され、CBTC信号を下回りながら不必要に減速したためノコギリ運転とみなされrewardは0.0となる。
807.0,T2,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,19.7,23.2,70.0,33.9,20.85,13.049999999999997,0.0,1.0,68.8,0.8〜1.0,先行列車解放に伴う加速（適切）→ 高評価,0.0,0.0,ノコギリ運転と判定され、前ノッチ保持時間が2秒未満のためreward上限が0.0点となり、即reward0.0とする。
123.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,47.70219484700939,70.0,70.0,388.6678937084724,110.91681048484467,277.7510832236277,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,次駅減速フェーズで必要以上に早くブレーキをかけ、停止距離が大幅に余っているため大幅減点としreward=0.0とした。
124.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,46.452965309531294,70.0,70.0,375.5926055809517,105.25474367605716,270.33786190489457,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,次駅減速フェーズで必要ブレーキ距離より遠く、delta_stopが270mと大きく早すぎるブレーキにより停止位置が大幅にずれたため0.0とした。
125.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,45.20725712191084,70.0,70.0,362.8638298852636,99.75153276373312,263.1122971215305,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,次駅減速フェーズでdelta_stopが263mあるのにブレーキをかけており、停止位置が大幅に遅れエネルギー無駄となるためrewardは0.0とした。
126.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,43.96499265765703,70.0,70.0,350.4805993761728,94.40611113772788,256.0744882384449,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.2,0.0,次駅減速フェーズで必要以上にブレーキをかけ、停止位置達成が遅れエネルギー損失を招くため低評価とした。
127.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,42.72609506643983,70.0,70.0,338.44196826199993,89.21743813763555,249.22453012436438,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.2,0.0,減速フェーズでdelta_stopが正のままブレーキをかけており、駅手前で停止してしまうため停止位置達成が不適切と判断した。
128.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,41.4904882537595,70.0,70.0,326.74701199183073,84.18449874751099,242.56251324431975,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,次駅減速フェーズでdelta_stopが242.56mと大きく、必要以上に早くブレーキをかけているため大幅減点としreward=0.0とした。
129.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,40.25809686098879,70.0,70.0,315.3948270484719,79.30630329486,236.08852375361187,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,ブレーキ開始が早すぎて駅手前で停止する確実性が高く、即reward0.0ルールに該当するため0.0とした。
130.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,39.028846245775526,70.0,70.0,304.38453074672367,74.58188716535243,229.80264358137123,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.3,0.0,ブレーキが必要距離よりはるか前に開始され、エネルギー無駄となるため評価を低くし0.3とした。
131.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,37.802662462795,70.0,70.0,293.7152610371889,70.01031052697611,223.70495051021277,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.3,0.0,次駅減速フェーズでブレーキを早期に開始し、必要速度を下回ってエネルギー効率と定時性を損ねたため評価を低くした。
132.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,36.57947224484086,70.0,70.0,283.3861763152861,65.59065804515137,217.79551827013472,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,次駅減速フェーズでブレーキ開始距離が遠すぎ、delta_stopが217mで|delta_stop|>5mのため大幅減点しreward=0.0とした。
133.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,35.35920298424371,70.0,70.0,273.3964552354387,61.3220386199508,212.07441661548788,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,ブレーキが停止位置から212m離れた状態で適用され、|delta_stop|>5mのため大幅減点としreward=0.0とした。
134.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,34.14178271460704,70.0,70.0,263.74529653053355,57.20358512661429,206.54171140391927,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,ブレーキが停止位置から206m離れた地点で開始され、停止距離が過大であるため減速フェーズでの操作が不適切と判断し0.0とした。
135.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,32.92714009285032,70.0,70.0,254.43191883627136,53.23445416327513,201.19746467299623,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,ブレーキが停止距離より200m以上前に開始され、delta_stopが201mで停止位置が大幅にずれたため、停止位置達成が不適切と判断しreward=0.0とした。
136.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,31.715204381549185,70.0,70.0,245.45556052049733,49.413825805785486,196.04173471471185,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,ブレーキが停止位置まで196m離れた段階で作動し、停止位置達成が不適切でエネルギー無駄となるため0.0とした。
137.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,30.505905431563228,70.0,70.0,236.81547951742127,45.74090336687042,191.07457615055085,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,減速フェーズで停止位置まで遠く(delta_stop>5m)にブレーキをかけており、大幅減点対象となるためreward=0.0。
138.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,29.29917366494176,70.0,70.0,228.5109531666194,42.21491315215852,186.29604001446089,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,delta_stopが186mと十分な距離があるのに減速ブレーキをかけており、停止位置達成に不適切な早すぎる減速とエネルギー浪費があるため0.0点とした。
140.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,27.75628261020501,70.0,70.0,212.7846499261388,37.9096642081993,174.8749857179395,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,遠距離でブレーキを開始し、保持時間が7秒未満の惰行→減速の反転がノコギリ運転と判定されたため0.0点。
141.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,26.55515056090272,70.0,70.0,205.2431185636117,34.71613795329862,170.52698061031307,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.0,0.7,ブレーキ→惰行への短時間（1秒）反転が条件を満たしノコギリ運転と判定され、上限が0.0点のためrewardは0.0となった。
142.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,26.219536394707653,70.0,70.0,197.91378216850572,33.84860342143942,164.06517874706628,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.0,0.7,短時間でブレーキ→惰行への反転がノコギリ運転と判定され、prev_notch_durationが1秒で上限0点となったためrewardは0.0とした。
144.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,24.588714244420192,70.0,70.0,183.66789191077612,28.674982573595496,154.99290933718063,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで速度24.6km/h＜25km/hのまま惰行し、低速で停止位置へ進むちんたら運転と判定されたため即0点とした。
145.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,24.147568561404057,70.0,70.0,176.8995954009469,27.65970244982399,149.23989295112293,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,低速(24.1km/h)で惰行を続けたことが即時0点ルールに該当し、さらにノコギリ運転と判定されたためrewardは0.0とした。
146.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.707236825582893,70.0,70.0,170.2537249484486,26.66434932174404,143.58937562670457,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.0,0.0,ブレーキが必要停止距離よりはるか前で開始され、停止位置が大幅に逸脱するため即時0点と判断。
147.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,22.404479341102306,70.0,70.0,163.85118356255646,23.825261891350863,140.0259216712056,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,ノコギリ運転と判定され、prev_notch_durationが1秒で上限0.0点となったためrewardは0.0とした。
148.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,21.967280681858544,70.0,70.0,157.68906415491557,22.907943498125253,134.7811206567903,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車不在にも関わらず速度22km/hのまま惰行し、低速で停車位置へ向かうちんたら運転と判定されたため、即時0点とした。
150.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,20.231898466503356,70.0,70.0,145.8497552825655,19.442894994176665,126.40686028838883,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速惰行はちんたら運転とみなされ、即reward0.0ルールが適用されるため0.0点とした。
151.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,19.798419267353736,70.0,70.0,140.29060770030455,18.621329481411035,121.66927821889351,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速19.8km/hで惰行し続けることは「ちんたら運転」に該当し、即reward0.0ルールが適用されるため0.0点とした。
152.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,19.3656575369272,70.0,70.0,134.85177014433702,17.818676412431127,117.0330937319059,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速19.4km/hの惰行は『ちんたら運転』に該当し即reward0.0ルールが適用されたため0.0とした。
153.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,18.93360390786957,70.0,70.0,129.53304463308868,17.0348425078162,112.49820212527248,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なし・速度<25km/hのまま惰行し続けるちんたら運転が即reward0.0ルールに該当するため0.0点とした。
154.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,18.502249068309805,70.0,70.0,124.3342357792585,16.26973599333127,108.06449978592724,0.0,0.0,2000.0,0.1,ブレーキ中、delta_stop>15m（大幅手前停止確実）→ 0.1,0.2,0.0,required_speed未達のままブレーキを開始し、不要な減速とノコギリ運転となったため低評価。
155.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,17.20825686664056,70.0,70.0,119.37628757230456,14.079310668382552,105.29697690392202,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速17.2km/hで惰行を続けたため、即reward0.0ルールの「ちんたら運転」に該当し0点とした。
156.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,16.779611320157418,70.0,70.0,114.6563608827016,13.388397790783555,101.26796309191805,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,低速(16.8km/h)で惰行を続け必要速度23km/hを下回り次駅減速に遅延を生む上、2秒で減速→惰行のノコギリ運転と判定されたため即時0点規則が適用され、reward=0.0とした。
157.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,16.351618721622422,70.0,70.0,110.05541059753554,12.715774807591572,97.33963578994397,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず低速16.4km/hで惰行し、即reward0.0ルールに該当し、さらにノコギリ運転と判断されたため0.0とした。
158.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,15.924270074823658,70.0,70.0,105.57325660551696,12.061358760073851,93.51189784544312,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車不在にも関わらず低速15.9km/hの惰行はちんたら運転と判定し即0点とした。
160.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,15.071468899070611,70.0,70.0,96.96462950191886,10.806822623526912,86.15780687839195,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速惰行は即時0点ルールに該当し、rewardは0.0とする。
160.1,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,15.028894240445986,70.0,70.0,96.54662804836532,10.745987524914751,85.80064052345057,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず15km/hの低速惰行を続けたため、即reward0.0ルールのちんたら運転に該当し0点とした。
160.2,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.986325745537505,70.0,70.0,96.12980913003,10.68533200710593,85.44447712292407,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,低速15km/hで惰行し、required_speed22.4km/hに達していない上にノコギリ運転（1秒→5.3秒）となり即時0点規則に該当したため0.0とした。
160.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.943763405526472,70.0,70.0,95.71417257582836,10.624855989319686,85.08931658650867,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車不在にも関わらず14.9km/hの低速惰行はちんたら運転と判定され、即reward0.0規則が適用されたため0.0とした。
160.39999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.901207211598903,70.0,70.0,95.29971821493176,10.564559405973132,84.73515880895863,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車不在にも関わらず14.9km/hの低速惰行を続け、停止位置に到達できず遅延が生じるため即reward0.0ルールが適用された。
160.49999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.858657154945508,70.0,70.0,94.8864458767531,10.50444217845267,84.38200369830042,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速14.9km/hで惰行を続けたため、即reward0.0ルールの『ちんたら運転』に該当し、rewardは0.0とした。
160.59999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.816113226761706,70.0,70.0,94.47435539093972,10.444504228290231,84.02985116264949,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず低速14.8km/hで惰行を続けたため『ちんたら運転』と判定し、即時0点ルールが適用された。
160.69999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.773575418247605,70.0,70.0,94.0634465873984,10.38474547716319,83.67870111023521,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速惰行はちんたら運転に該当し、即時0点ルールが適用されるため。
160.79999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.731043720607987,70.0,70.0,93.65371929626676,10.325165839751495,83.32855345651527,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,先行列車なしで速度14.7km/hのまま惰行し続けることは「ちんたら運転」とみなされ、即時0点規則に該当するため、rewardは0.0とした。
160.89999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.68851812505232,70.0,70.0,93.2451733479347,10.26576524059253,82.97940810734217,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず速度14.7km/hの低速惰行を続けたため、即reward0.0ルールの「ちんたら運転」に該当し0点とした。
160.99999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.645998622794734,70.0,70.0,92.83780857303014,10.206543612298404,82.63126496073174,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで低速14.6km/hの惰行はちんたら運転とみなされ即時0点規則に該当するためreward=0.0。
161.09999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.603485205054014,70.0,70.0,92.43162480242972,10.147500877083324,82.28412392534639,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,前後のノッチ保持時間が7秒未満で brake→coast の反転が合理性なく、prev_notch_durationが2秒未満のノコギリ運転と判定し、reward上限0.0点とした。
161.19999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.560977863053608,70.0,70.0,92.02662186725874,10.088636957306312,81.93798490995243,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速惰行はちんたら運転と判定され、即reward0.0規則が適用されたため0.0とした。
161.29999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.518476588021594,70.0,70.0,91.62279959888409,10.02995177547109,81.592847823413,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,先行列車なしで低速14.5km/hの惰行はちんたら運転とみなされ即0点と判断した。
161.39999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.4759813711907,70.0,70.0,91.22015782890358,9.971445245376469,81.24871258352711,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず速度14.5km/hのまま惰行し続けたため、ちんたら運転とみなされ即時0点規則が適用された。
161.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.433492203798272,70.0,70.0,90.81869638917084,9.913117296512649,80.90557909265819,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速14.4km/hで惰行を続け、必要速度24.4km/hに達せず停車位置へ向かうちんたら運転とノコギリ運転が判定されたため即時0点とした。
161.5999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.391009077086286,70.0,70.0,90.41841511178106,9.854967859879569,80.5634472519015,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず14.4km/hの惰行はちんたら運転とみなされ、かつ1秒→6.7秒のノコギリ運転に該当するためrewardは0.0とした。
161.6999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.348531982301326,70.0,70.0,90.01931382907102,9.79699685851498,80.22231697055605,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,先行列車なしで速度14.3km/hの惰行が続き、required_speed25.5km/hに達しておらずちんたら運転とみなされ即時0点と判断した。
161.7999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.306060910694582,70.0,70.0,89.62139237361555,9.739204215600726,79.88218815801483,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず14.3km/hの低速惰行は即reward0.0ルールに該当し、評価は0.0とする。
161.8999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.263595853521844,70.0,70.0,89.22465057824525,9.681589854462551,79.5430607237827,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず低速14km/hで惰行を続けたため、即reward0.0ルールが適用される。
161.9999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.22113680204349,70.0,70.0,88.82908827602165,9.624153688166423,79.20493458785523,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず14.2km/hの惰行を続けたためちんたら運転と判定し即reward0.0規則が適用された。
162.09999999999988,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.178683747524484,70.0,70.0,88.43470530025499,9.566895650813814,78.86780964944117,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしの低速惰行は即reward0.0ルールに該当し、評価は0.0となる。
162.19999999999987,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.136236681234362,70.0,70.0,88.04150148449352,9.509815671973334,78.5316858125202,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず速度14.1km/hの低速惰行を続け、停止位置へ向かうちんたら運転と判定し即時0点とした。
162.29999999999987,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,14.093795594447233,70.0,70.0,87.6494766625342,9.452913675502009,78.1965629870322,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.0,0.0,次駅減速フェーズで先行列車なしにも関わらず速度14.1km/hの低速惰行を続け、即reward0.0ルールのちんたら運転に該当するためrewardは0.0。
