time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_expected,rule_reason,llm_reward,nn_output,reason
16.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.05,0.053731928280769,0.996268071719231,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキが適切に掛かり、delta_stopが1mで許容範囲内、速度・信号・制限をすべて遵守しているため高評価とした。
17.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.05,0.053731928280769,0.996268071719231,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,次駅減速フェーズでブレーキが適切に作動し、速度・信号・停止位置すべて遵守しているため最高評価とした。
18.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.55,0.053731928280769,1.4962680717192312,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,減速フェーズで適切にブレーキをかけ、delta_stopが5m以内で停止位置も良好、速度・信号遵守、ノコギリ運転なしで評価が高く1.0とした。
19.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.55,0.053731928280769,1.4962680717192312,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキ中でdelta_stopが1.5mと5m以内であり、信号・速度制限を遵守しノコギリ運転もなく、停止位置も適切に達成できるため高評価とした。
20.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.55,0.053731928280769,1.4962680717192312,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.3,ブレーキが適切にかかり、delta_stopが1.5mで|Δ|≤5mの高評価範囲に入り、速度・信号・安全すべて遵守しているため0.9とした。
21.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.55,0.053731928280769,1.4962680717192312,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.6,次駅減速フェーズで適切にブレーキをかけ、delta_stopが1.5mで停止位置誤差が5m以内、速度・信号遵守、ノコギリ運転なしと評価し最高点とする。
22.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.55,0.053731928280769,1.4962680717192312,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキが適切に作動し、delta_stopが1.5mで停止位置が許容範囲内、速度・信号・遅延すべて遵守しているため高評価とした。
23.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,1.55,0.053731928280769,1.4962680717192312,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキが適切に作動し、delta_stopが1.5mで許容範囲内、速度は制限内でCBTC遵守、ノコギリ運転なし、全基準を満たすため最高評価とする。
24.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,2.05,0.053731928280769,1.996268071719231,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,次駅減速フェーズでブレーキを適切に使用し、delta_stopが2mで停止位置が確保されているため評価は高く、ノコギリ運転や余分な力行はなし。
25.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,2.05,0.053731928280769,1.996268071719231,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキ中でdelta_stopが2mと許容範囲内、速度も制限・CBTC内であり、ノコギリ運転なしで適切に停止位置へ向かっているため最高評価とした。
26.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,2.05,0.053731928280769,1.996268071719231,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切に掛かり、delta_stopが2mで停止位置誤差が5m以内のため高評価とした。
27.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,2.05,0.053731928280769,1.996268071719231,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.6,ブレーキで適切に減速し、delta_stopが2mで許容範囲内、速度・信号遵守、ノコギリ運転なしのため高評価。
28.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,2.05,0.053731928280769,1.996268071719231,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切にかかり、delta_stopが2mで許容範囲内、速度・信号・制限を遵守しノコギリ運転もなしと判断し高評価とした。
29.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,2.05,0.053731928280769,1.996268071719231,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキ中でdelta_stopが2mと許容範囲内、速度も制限内で停止位置が適切に保たれているため高評価とします。
30.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,3.05,0.053731928280769,2.9962680717192307,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,次駅減速フェーズで適切にブレーキをかけ、delta_stopが3mで停止位置は許容範囲内、速度・信号遵守、ノコギリ運転なしと評価し高評価とした。
31.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,3.05,0.053731928280769,2.9962680717192307,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキ中でdelta_stopが3mと許容範囲内であり、速度・CBTC制限を遵守し、ノコギリ運転もなく適切な減速フェーズと判断したため高評価。
32.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,3.05,0.053731928280769,2.9962680717192307,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキが適切に作動し、delta_stopが3mで停止位置が許容範囲内、速度・信号遵守の問題なしと評価し、最高評価とした。
33.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,3.05,0.053731928280769,2.9962680717192307,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.6,ブレーキが適切に掛かりdelta_stopが3mで許容範囲内、速度制限・CBTC遵守のため評価は最高点とした。
34.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,3.05,0.053731928280769,2.9962680717192307,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.3,ブレーキ中で速度が制限・信号を下回り、delta_stopが3mと許容範囲内のため適切に停止できると判断した。
35.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,3.05,0.053731928280769,2.9962680717192307,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキが作動し、delta_stopが3mで許容範囲内のため停止位置は適切であり、他の安全違反はない。
36.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,4.05,0.053731928280769,3.9962680717192307,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,ブレーキが適切に掛かり、delta_stopが4mで許容範囲内のため、減速フェーズの操作は安全かつ定時に適合し高評価とした。
37.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,4.05,0.053731928280769,3.9962680717192307,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキが適切にかかっておりΔstop=4mで停止位置が許容範囲内、速度・信号遵守の違反なしのため高評価とした。
38.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,4.05,0.053731928280769,3.9962680717192307,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切に掛かり、Δstopが5m以内で停止位置も良好、速度制限・CBTC遵守、ノコギリ運転なしと評価し最高点とした。
39.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,4.05,0.053731928280769,3.9962680717192307,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.6,ブレーキ中でdelta_stopが4mと許容範囲内であり、信号・制限速度を遵守、ノコギリ運転なしで適切な減速と判断し高評価とした。
40.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,4.05,0.053731928280769,3.9962680717192307,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,全ての上位項目で安全・信号遵守・停止位置が適切であり、不要な加速やノコギリ運転が無いため最高評価とした。
41.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,4.05,0.053731928280769,3.9962680717192307,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキ中でdelta_stopが4m（5m以内）と停止位置が適切、速度は制限・CBTC内、ノコギリ運転なし、遅延はあるが安全性に問題なしと判断し高評価とした。
42.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.21,0.2148808499115298,-0.0048808499115298165,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキが適切に適用され、delta_stopが0に近く制限速度・CBTC速度を遵守し、停止位置も正確に達成できるため高評価とする。
43.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.21,0.2148808499115298,-0.0048808499115298165,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキ中でdelta_stopが0m付近、速度・信号・制限をすべて遵守しているため高評価とした。
44.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.21,0.2148808499115298,-0.0048808499115298165,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキが適切に作動しdelta_stop≈0で正確に停止位置を達成、速度制限・CBTC遵守も問題なく、減点要因が無いため最高評価とした。
45.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.21,0.2148808499115298,-0.0048808499115298165,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.6,ブレーキが適切に掛かりdelta_stopが0m付近で停止位置が確保され、速度・CBTC制限を遵守しているため高評価とした。
46.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.21,0.2148808499115298,-0.0048808499115298165,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切に作動し、delta_stop≈0で停止位置が正確なため高評価とし、rewardを1.0とした。
47.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.21,0.2148808499115298,-0.0048808499115298165,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキが適切な位置で作動し、delta_stopが±5m以内でCBTC・速度制限を遵守しているため、評価は最高点とした。
48.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.71,0.2148808499115298,0.4951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,制限速度・CBTCを遵守し、ブレーキでΔstop=0.5mの停止位置に適合、ノコギリ運転なしで適切な減速と判断し高評価。
49.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.71,0.2148808499115298,0.4951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキ中でdelta_stopが0.5mと許容範囲内、速度制限・CBTC遵守、ノコギリ運転なし、停止位置が適切なため高評価。
50.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.71,0.2148808499115298,0.4951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切にかかり、delta_stopが0.5mで停止位置誤差が小さく、速度・信号遵守、無駄な加速なしと評価し、最高評価とした。
51.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.71,0.2148808499115298,0.4951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.6,ブレーキが適切にかかりdelta_stopが0.5mで停止位置が許容範囲内、速度・信号遵守も問題なく、ノコギリ運転なしと評価し高評価とした。
52.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.71,0.2148808499115298,0.4951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキ中でdelta_stopが0.5mと許容範囲内、速度・信号速度を遵守し、ノコギリ運転条件を満たさず、全項目で問題なしと判断しrewardを1.0とした。
53.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,0.71,0.2148808499115298,0.4951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキが適切に作動しdelta_stopが0.5mと許容範囲内で停止位置が確保され、即時0点要因が無いため高評価。
54.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.21,0.2148808499115298,0.9951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,次駅減速フェーズでブレーキを適切に掛け、delta_stopが1mで停止位置誤差が5m以内であり、速度・信号遵守・ノコギリ運転なしと評価できるため高評価。
55.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.21,0.2148808499115298,0.9951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキ中でdelta_stopが1mと許容範囲内、速度・信号遵守、ノコギリ運転なし、遅延はあるが停止位置は適切であるため高評価とした。
56.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.21,0.2148808499115298,0.9951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切にかかり、delta_stopが1mで停止位置が許容範囲内のため評価は高く、rewardを1.0とした。
57.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.21,0.2148808499115298,0.9951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.6,ブレーキが適切にかかりdelta_stopが1.0mで停止位置が許容範囲内、速度・CBTC遵守のため高評価とした。
58.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.21,0.2148808499115298,0.9951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキは駅手前1.2m、delta_stop 1.0mで適切に減速しており、速度・信号・制限を遵守、ノコギリ運転なしで定時・省エネ的に最適。
59.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.21,0.2148808499115298,0.9951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.5,ブレーキ中でdelta_stopが1mと許容範囲内、CBTC・制限速度も遵守しているため高評価とした。
60.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.71,0.2148808499115298,1.4951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,停止位置誤差1.5mで許容範囲内、速度・CBTC遵守、ノコギリ運転なしのためreward=1.0とした。
61.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.71,0.2148808499115298,1.4951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキが適切に行われ、delta_stopが1.5mで停止位置が許容範囲内であり、速度・信号超過もなく安全に減速しているため、最高評価とした。
62.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.71,0.2148808499115298,1.4951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.3,ブレーキが適切に掛かりdelta_stopが1.5mで許容範囲内、速度も制限内で余裕があり、ノコギリ運転なしと評価し高評価とした。
63.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.71,0.2148808499115298,1.4951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.6,ブレーキが適切に作動しdelta_stopが1.5mで停止位置は許容範囲内、速度・信号超過なし、ノコギリ運転もなく高評価とした。
64.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.71,0.2148808499115298,1.4951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,次駅減速フェーズでブレーキが適切に作動し、delta_stopが1.5mで停止位置が確保され、速度・信号遵守、ノコギリ運転なしで高評価とした。
65.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,1.71,0.2148808499115298,1.4951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキが適切に掛かりdelta_stopが正の範囲内で停止位置が確保され、速度・信号違反がないため高評価。
66.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,2.21,0.2148808499115298,1.9951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.4,ブレーキが適切に作動し、delta_stopが2mで許容範囲内、速度も制限内のため安全に停止でき高評価。
67.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,2.21,0.2148808499115298,1.9951191500884702,10.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.5,ブレーキで適切に減速し、delta_stopが2mで許容範囲内、速度制限・CBTC遵守、ノコギリ運転なしで安全に停止できるため高評価。
68.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,2.21,0.2148808499115298,1.9951191500884702,0.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.3,ブレーキ中でdelta_stopが2mと許容範囲内、速度・信号超過なし、ノコギリ運転もなく全項目で適切と判断し1.0とした。
