time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_bucket,rule_reason,llm_bucket,nn_bucket,llm_reward,nn_output,reason
129.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,37.51194747705775,70.0,70.0,242.4419920160723,88.59477449482374,153.84721752124858,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,現在速度は制限・信号内で安全ですが、次駅まで242 m残りの段階でブレーキを開始し、必要停止距離88 mに対し過剰に減速しています。さらに直前の力行から2 秒でブレーキに切り替えたため、保持時間が5 秒未満のノコギリ運転となり大きく評価を下げます。安全は保たれるものの、停止位置の適正と効率性が著しく欠如しています。
130.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,36.289457390039885,70.0,70.0,232.1935628454561,83.24288914520665,148.95067370024947,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.2,制限速度・信号速度は守られているが、次駅減速フェーズで加速に切り替えており、停止位置への減速意図に反している。さらに直前のブレーキからの逆転が5秒未満でノコギリ運転と判定され、大きく減点される。安全は保たれるものの、フェーズ適合性とエネルギー効率が著しく低下しているため評価は低い。
131.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,37.25962495898354,70.0,70.0,221.97583129508655,87.47654315994592,134.49928813514063,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・CBTCは遵守していますが、次駅まで222 m残りの状況で必要ブレーキ距離87.5 mに対し現在ブレーキを開始しており、早すぎる減速で駅手前に停車するリスクがあります。また、直前の力行から1 秒でブレーキに切り替えたため保持時間が5 秒未満のノコギリ運転と判定され、大きく減点されます。安全は保たれるものの、減速タイミングと効率性が不適切です。
132.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,36.037739555618856,70.0,70.0,211.79740654365983,82.16152055870612,129.63588598495372,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・CBTCは遵守していますが、次駅まで211.8mあるのにブレーキを開始し、停止距離との差は129.6mと大幅に早すぎます。さらに直前の力行から2秒でブレーキへ切り替え、保持時間が5秒未満のノコギリ運転が発生しており、効率と快適性が著しく低下しています。安全は保たれていますが、操作は不適切です。
133.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,34.81874310341354,70.0,70.0,201.95798748208915,77.0243659343653,124.93362154772385,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅減速フェーズでブレーキをかけたまま距離は202 m、必要停止距離は77 mと大きく差があり、駅手前での早すぎる停止が予想されます。さらに、直前の力行から3 秒以内にブレーキへ切り替えたためノコギリ運転（保持時間5 秒未満）となり、大きく評価を下げます。安全は保たれますが操作は不適切です。
134.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,33.60256391470549,70.0,70.0,192.45678169458455,72.06361784529975,120.3931638492848,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅まで192.5mで必要ブレーキ距離72mに対し、4秒間のブレーキは過早でありΔstopは120m超過。さらに直前の加速から1秒でブレーキへ切り替え、保持時間が5秒未満のノコギリ運転（5秒未満）となり大幅減点対象です。安全は保たれるものの、停車位置精度とエネルギー効率が著しく低下しています。
135.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,32.30935602254229,70.0,70.0,183.30121784877207,66.96895926133897,116.3322585874331,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.3,0.2,制限速度・CBTCは遵守していますが、次駅減速フェーズで必要ブレーキ距離66.9 mに対し残距離183.3 mと大きく余裕があるのに現在ブレーキをかけているため、駅手前での早すぎる停止が予想されます。直前の加速から5 秒以内に減速へ切り替えたことによりノコギリ運転（5〜10 秒）となり、効率性が低下しています。安全は保たれるものの、停車位置と運行効率の観点で不適切です。
136.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,30.989521629798546,70.0,70.0,174.51160661497056,61.9610032773747,112.55060333759586,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.3,0.2,制限速度・CBTCは遵守し速度は31 km/hで安全です。しかし次駅まで174.5 mに対し必要停止距離は61.96 mで、現在ブレーキをかけているため停止位置が大幅に手前になり、適切な減速タイミングではありません。また、直前の加速から6 秒以内にブレーキへ切り替えたため5‑10 秒のノコギリ運転が発生し、効率が低下しています。以上より評価は低めです。
137.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,29.6725169715892,70.0,70.0,166.08821719625055,57.15671379373307,108.93150340251748,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.3,0.2,制限速度・CBTCは遵守していますが、次駅まで166 mでブレーキを開始し、必要停止距離57 mに対し残距離が108 mと大きくずれています。加えて、直前の1 秒の力行から7 秒のブレーキへの切替がノコギリ運転（保持時間7 秒、5‑10 秒）に該当し、エネルギー効率が低下しています。安全は保たれていますが、停止位置精度と省エネの観点で不適切です。
140.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,26.60083411619829,70.0,70.0,142.8866254324106,46.70047479213834,96.18615064027226,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.1,制限速度・信号は守られていますが、次駅減速フェーズで加速（力行）を続けており、減速開始が遅れます。さらに惰行→力行の切替が1秒ずつで、保持時間が5秒未満のノコギリ運転となり大きく減点されます。安全は保たれるものの、フェーズ適合性と効率性が著しく欠如しています。
141.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,27.980631278943967,70.0,70.0,135.3022085229476,51.26771573127429,84.03449279167332,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅まで135mあり必要停止距離は51mです。現在ブレーキをかけているため停止位置が大幅に早すぎ、|delta_stop|は84mと大きく減点対象です。さらに直前の力行から1秒でブレーキに切り替えており、保持時間が5秒未満のノコギリ運転が発生しているため大きく評価を下げます。安全は保たれますが、停車位置とエネルギー効率の観点で極めて不適切です。
142.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,26.66979369271545,70.0,70.0,127.71375258434858,46.92371467086567,80.7900379134829,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,Step1: 速度は制限内でCBTC信号も遵守。Step2: 先行列車なし。Step3: ブレーキ開始だがΔstop=+80.8mで停止位置から大きく離れ、過早ブレーキで大幅減点。Step4: 次駅減速フェーズでのブレーキは不適切。Step5: 直前の力行→ブレーキが5秒未満でノコギリ運転と判定され大きく減点。Step6‑7: 後続列車なしで間隔・省エネ評価は不要。総合評価は安全は保たれるが、停止位置とノコギリ運転の重大な問題によりrewardは0.1。
143.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,25.36151933254341,70.0,70.0,120.48905678114964,42.778569973205,77.71048680794465,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅まで120.5mで必要停止距離42.78mの時点でブレーキをかけているため停止位置が大幅にずれます（Δ≈78m）。直前の力行から3秒未満でブレーキに切り替えたノコギリ運転（保持時間5秒未満）も発生し、快適性と省エネ性が著しく低下しています。上位項目で重大な問題があるため評価は低くなります。
145.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.615565099072192,70.0,70.0,107.00703732731044,37.54293002465986,69.46410730265058,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・信号は遵守していますが、次駅減速フェーズで必要ブレーキ距離(37.5 m)よりはるか前の107 m地点でブレーキを開始しており、Δstopが約69 mと大きく早すぎます。早すぎる減速は停車位置の誤差を拡大し、定時性を損なうため不適切です。
147.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,21.875934373984965,70.0,70.0,94.4932137238581,27.19413732899385,67.29907639486426,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.1,制限速度・CBTCは遵守していますが、次駅減速フェーズで加速（力行）を行い、直前の惰行から0.1秒で逆転したためノコギリ運転が発生。保持時間が5秒未満で大きく減点され、フェーズに対するノッチ操作が不適切です。安全は保たれていますが、効率と快適性が著しく損なわれています。
147.1,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.042957843361624,70.0,70.0,93.8829950543969,27.60630385588325,66.27669119851365,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,速度は制限内でCBTC信号も遵守していますが、次駅まで93.9mあるのにブレーキを開始しておりΔstopが66mと大幅に超過しています。さらに直前の力行から0.1秒でブレーキに切り替えたため、保持時間が5秒未満のノコギリ運転が発生し、大きな減点対象です。安全は保たれていますが、停止位置のタイミングと運転の安定性が著しく不適切です。
147.2,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.91287376833529,70.0,70.0,93.2726781176818,27.28502631506469,65.98765180261711,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,速度は制限内でCBTC信号も遵守していますが、次駅まで93.3mあるのにブレーキを開始し、必要ブレーキ距離27.3mに対しΔstopは66mと大きく過剰減速です。さらに直前の力行から0.2秒でブレーキへ切り替え、保持時間が5秒未満のためノコギリ運転とみなされ、大幅な減点対象です。安全は保たれるものの、停止位置の適合性とエネルギー効率が著しく低く不適切です。
147.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.78281244561142,70.0,70.0,92.66597427971136,26.96568468130497,65.70028959840639,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・信号は遵守していますが、次駅まで92.7mと十分距離があるのにブレーキをかけており、停止位置への到達が遅すぎます。さらに直前の加速から0.3秒でブレーキに切り替えるノコギリ運転が発生し、エネルギー効率と快適性が著しく低下しています。安全は保たれていますが、運転操作は不適切です。
147.39999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.652773797218973,70.0,70.0,92.06288290966567,26.64827777845234,65.41460513121334,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・信号は遵守していますが、次駅まで92 mとブレーキ距離26 mの余裕があるにもかかわらず減速を開始しており、停止位置のずれが大きくなる可能性があります。さらに、直前の力行から0.5 秒未満でブレーキに切り替えているため、保持時間が5 秒未満のノコギリ運転とみなされ、エネルギー効率が低下します。安全は保たれていますが操作は不適切です。
147.49999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.522757745239208,70.0,70.0,91.46340337889568,26.332804435159662,65.13059894373602,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・CBTCは遵守していますが、駅まで91.5mと十分距離があるのにブレーキをかけており停止位置誤差は大きく評価が低下します。さらに直前の加速から0.5秒で減速へ切り替え、保持時間が5秒未満のためノコギリ運転とみなされ大幅減点です。安全は保たれていますが、適切な減速タイミングと操作の一貫性が欠如しています。
147.69999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,21.349186417504885,70.0,70.0,90.27395739967405,25.91457521656264,64.3593821831114,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.1,速度は制限内でCBTC違反もなく安全は保たれていますが、次駅減速フェーズで加速を続けており停止準備が不適切です。惰行から力行への切替が0.1秒未満で、ノコギリ運転（保持時間5秒未満）に該当し大きく減点されます。省エネと快適性の観点でも不適切です。
147.79999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.51906162941731,70.0,70.0,89.67832701501166,26.32386356807605,63.35446344693561,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅まで89.7 m、必要停止距離26.3 mの状況でブレーキを開始したためΔstopは約63 mと大きく、停車位置が早すぎます。さらに直前の力行から0.1 秒でブレーキへ切り替えたことは保持時間5 秒未満のノコギリ運転に該当し、エネルギー効率も低下します。定時到着までの余裕があるにも関わらず過度な減速は省エネ性を損ないます。安全は保たれていますが、操作は不適切です。
147.99999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,21.3454915782595,70.0,70.0,88.48908633829566,25.90570869481539,62.583377643480276,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.1,速度は制限内でCBTCも遵守していますが、次駅減速フェーズで加速に切り替えており、停止準備として不適切です。さらに、0.1秒の惰行から0.1秒の力行への切り替えは保持時間が5秒未満のノコギリ運転に該当し、大きく減点されます。安全は保たれますが、効率と快適性が著しく損なわれているため評価は低めです。
148.09999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.51538678927855,70.0,70.0,87.8935582822713,26.31497567149452,61.57858261077678,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・信号は遵守していますが、駅まで87.9mあるのにブレーキをかけているため停止位置が大幅に手前になり、次駅減速フェーズとして不適切です。さらに直前の力行から0.1秒でブレーキへ切り替え、保持時間が5秒未満のためノコギリ運転とみなされ、大きく減点されます。安全は保たれていますが、運転の適切性は極めて低いです。
148.29999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,21.341818007230565,70.0,70.0,86.7045217263005,25.896894714298117,60.807627012002385,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.1,制限速度・CBTCは遵守していますが、次駅減速フェーズで距離が86.7mとブレーキ開始余裕があるにも関わらず、力行に切り替えた点が不適切です。さらに直前の惰行から0.1秒での加速はノコギリ運転に該当し、エネルギー無駄と快適性低下を招きます。安全は保たれますが操作は不適切です。
148.39999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,21.511733102178702,70.0,70.0,86.10909540989198,26.30614042280336,59.80295498708862,0.0,0.0,2000.0,high,ブレーキなし、delta_stop>=0m,mid,mid,0.2,0.1,次駅減速フェーズで駅まで86.1m、必要ブレーキ距離26.31mの状況にも関わらず力行を続行し、直前の惰行から0.2秒の加速へ切り替えたため、減速すべきタイミングを逸しています。速度は制限内で先行列車もいませんが、ノコギリ運転（保持時間5秒未満の逆転操作）が発生し、省エネ性と快適性が著しく低下しています。したがって操作は不適切です。
148.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.68072843676495,70.0,70.0,85.50896329278501,26.716352764840607,58.792610527944404,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、現在21.7km/hで85.5m先の駅に対しブレーキを開始しており、必要停止距離26.72mとの差は約58mであり、5m超の早すぎる減速です。また、直前の力行から0.2秒後に0.1秒だけブレーキへ切り替えたため、保持時間が5秒未満のノコギリ運転が発生し大きく減点されます。安全面は保たれていますが、停止位置精度と運転の安定性が損なわれています。
148.5999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.55070753343481,70.0,70.0,84.90870731840872,26.40046383102007,58.50824348738865,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,現在は次駅減速フェーズでブレーキをかけているが、残距離84.9mに対し必要停止距離は26.4mであり、|delta_stop|は58.5mと大きく超過している。ブレーキ開始は過早で駅手前で停止し過ぎる可能性が高く、評価基準の「ブレーキをかけている場合」では大幅減点対象になる。また、直前の力行から0.2秒でブレーキに切り替えたため保持時間が5秒未満のノコギリ運転とみなされ、さらに大きな減点が加わる。安全面は保たれるが、適切な減速操作とは言えない。
148.7999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.290733254794414,70.0,70.0,83.71902878673865,25.77448273078923,57.94454605594942,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,速度は制限・信号内で安全ですが、次駅まで83.7mあるのにブレーキを開始し、停止距離25.77mに対し余裕が57.9mあり過剰減速です。直前の力行から0.4秒のブレーキへの切替は保持時間が5秒未満のノコギリ運転に該当し、大きく評価を下げます。安全は保たれるものの、停車位置の適合性と効率性が著しく低下しています。
148.8999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.160779723884172,70.0,70.0,83.1296049820267,25.464388243593877,57.66521673843283,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,速度は制限70km/h以内でCBTC信号とも一致し安全は保たれていますが、次駅まで83.1mの位置でブレーキを開始したため停止距離差Δ=57.6mとなり、駅手前での過早減速となります。さらに直前の力行から0.5秒でブレーキへ切り替えたことは保持時間5秒未満のノコギリ運転に該当し大きく減点されます。以上より操作は不適切です。
148.9999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.03084849493333,70.0,70.0,82.54379065671813,25.156222925794783,57.38756773092335,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守しているが、次駅まで82.5 mあり停止距離25 mに対し現在ブレーキをかけているためΔstopは57 mと大きく、適切な減速タイミングではない。さらに直前の力行から0.6 秒のブレーキへ切り替えは保持時間が5 秒未満のノコギリ運転に該当し、大幅な減点対象となる。安全は保たれるものの操作は不適切である。
149.09999999999988,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,20.900939490270705,70.0,70.0,81.96158519249508,24.8499856289496,57.11159956354548,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,速度は制限内でCBTCも遵守していますが、次駅まで82mあるのにブレーキをかけ続けており、停止位置までの余裕が57mと大幅に過剰です。さらに直前の加速から0.7秒のブレーキへの切り替えが5秒未満のノコギリ運転となり、大きく減点されます。安全は保たれていますが、停止位置精度と運転の滑らかさで重大な不適切です。
149.29999999999987,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,20.641187843381157,70.0,70.0,80.80799838483799,24.24329052819092,56.56470785664707,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅まで80.8 mの位置でブレーキを開始しており、必要停止距離24.2 mに対しdelta_stopは56 mと大幅に過大です。加速直後のブレーキは保持時間が5秒未満の逆転でノコギリ運転とみなされ、大きく減点されます。安全は保たれるものの、停止位置の適正と運転の滑らかさが著しく欠如しています。
149.49999999999986,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,20.38152416286641,70.0,70.0,79.66883965569949,23.644293849052247,56.02454580664724,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・CBTCは遵守していますが、次駅まで約80mあるのにブレーキを開始し、停止距離との差が56mと大きく、適切な減速タイミングではありません。また、直前の力行から0.2秒でブレーキに切り替えたため、保持時間が5秒未満のノコギリ運転と判定され、大きな減点対象です。安全は保たれていますが、操作は不適切です。
149.69999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,20.121947829187096,70.0,70.0,78.5441041361068,23.052986575284493,55.4911175608223,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,制限速度・CBTC信号は遵守していますが、次駅まで78.5mで必要ブレーキ距離23.05mのため、現在のブレーキは駅手前で早すぎる停止を招き、delta_stopは55.45mと大幅に超過しています。さらに直前の加速から0.2秒でブレーキへ切り替えたため、保持時間が5秒未満のノコギリ運転が発生し、快適性と省エネ性が著しく低下しています。これら上位項目の違反により評価は低くなります。
149.79999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,19.9921922240246,70.0,70.0,77.98714356774994,22.76021366857566,55.22692989917428,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.2,0.1,速度は制限内でCBTC信号も遵守していますが、78 m先の駅に対しブレーキ距離22.76 mしか必要ないのに現在ブレーキをかけており、駅手前約55 mで停止しそうです。さらに直前の加速から1.4 秒でブレーキに切り替えたため、保持時間が5 秒未満のノコギリ運転が発生し大きく減点されます。安全は保たれていますが停止位置と操作の切り替えが不適切です。
149.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,19.86245822360751,70.0,70.0,77.43378699150938,22.469359766464304,54.96442722504507,0.0,0.0,2000.0,zero,ブレーキ中、|delta_stop|>5m,mid,mid,0.1,0.1,制限速度・CBTCは遵守していますが、次駅まで77.4mあり必要ブレーキ距離は22.47mです。現在ブレーキをかけているため停止位置が約55m早くなり、|delta_stop|が5mを大きく超えている点で大幅減点です。さらに直前の加速から1.5秒でブレーキに切り替えたことがノコギリ運転に該当し、保持時間が5秒未満なので大きな減点対象です。安全は保たれていますが、適切な減速タイミングと操作の連続性が欠如しています。
