time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward
474,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,104.7,18.9,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
475,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,104.7,18.9,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
476,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,134.7,24.3,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
477,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,134.7,24.3,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
478,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,164.7,29.7,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
479,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,164.7,29.7,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
480,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,204.7,36.9,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
481,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,204.7,36.9,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
482,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,244.7,44.1,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
483,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,40.0,0.0,244.7,44.1,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
484,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,151.6,21.8,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
485,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,151.6,21.8,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
486,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,181.6,26.2,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
487,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,181.6,26.2,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
488,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,211.6,30.5,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
489,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,211.6,30.5,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
490,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,251.6,36.2,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
491,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,251.6,36.2,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
492,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,3.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,291.6,42.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
493,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,10.0,力行（加速）,12.0,70.0,70.0,50.0,0.0,291.6,42.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
