time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward
13,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
14,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
15,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
16,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
17,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
18,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.5,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
19,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.5,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
20,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.5,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
21,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.5,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
22,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.5,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
23,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,1.5,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
24,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
25,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
26,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
27,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
28,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
29,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
30,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
31,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
32,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
33,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
34,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
35,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
36,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
37,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
38,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
39,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
40,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,4.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
41,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,4.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
42,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
43,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
44,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
45,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
46,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,5.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
47,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,5.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
48,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
49,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
50,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
51,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
52,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,7.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
53,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,7.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
54,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
55,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
56,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
57,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
58,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
59,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
60,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
61,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
62,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
63,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
64,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,15.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
65,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,15.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
66,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
67,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
68,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
69,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
70,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
71,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,70.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0
72,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0
73,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 100.0m 先を 0.0km/h で走行中,後続列車なし,0.0
74,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0
75,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 100.0m 先を 0.0km/h で走行中,後続列車なし,0.0
76,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0
77,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 100.0m 先を 0.0km/h で走行中,後続列車なし,0.0
78,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 60.0m 先を 0.0km/h で走行中,後続列車なし,0.0
79,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,5.0,ブレーキ（減速）,15.0,70.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,この先制限速度なし,この先目立った勾配なし,前方 100.0m 先を 0.0km/h で走行中,後続列車なし,0.0
